n04191943,n02843684
n02394477,n02401031
n02401031,n02419796
n02419796,n02423022
n03051540,n03450516
n03450516,n02669723
n04170037,n04465501
n02159955,n02164464
n02164464,n02165456
n03419014,n04230808
n04230808,n03770439
n02099029,n02099601
n00021939,n04341686
n04341686,n04486054
n04565375,n03467984
n03467984,n02950826
n04359589,n03814639
n03051540,n03502509
n03502509,n03497657
n03497657,n04259630
n04014297,n03725035
n03725035,n03424325
n04263760,n03636248
n03636248,n02948072
n03405725,n04379243
n04379243,n03179701
n03101986,n03880531
n03880531,n03400231
n02159955,n02206270
n02206270,n02206856
n04341686,n02796623
n02796623,n03160309
n01767661,n01974773
n01974773,n01976146
n01976146,n01982650
n01982650,n01984695
n04520170,n03977966
n03278248,n03584254
n02778669,n04023962
n04341686,n02814860
n01905661,n01909422
n01909422,n01910747
n03880531,n04596742
n03736970,n04574999
n04574999,n03992509
n03122748,n03380867
n03380867,n04199027
n04199027,n04133789
n02876657,n03937543
n04341686,n03297735
n03297735,n03748162
n03748162,n04202417
n04202417,n02927161
n01942177,n01945685
n02394477,n02395003
n02395003,n02395406
n02121620,n02124623
n02124623,n02125311
n03183080,n03126707
n03450516,n04532106
n02159955,n02268148
n02268148,n02268443
n03699975,n02977058
n00020827,n07707451
n07707451,n07734744
n04576211,n02970849
n02970849,n03599486
n04531098,n04078574
n04078574,n04562935
n03094503,n02883344
n02883344,n03014705
n03183080,n02895606
n02895606,n04251144
n03574816,n03852280
n03852280,n04356056
n02159955,n02190166
n03791235,n02958343
n02958343,n03670208
n01844917,n02000954
n02000954,n02002075
n02002075,n02002724
n01886756,n02062017
n02062017,n02074367
n02958343,n04285008
n02876657,n03603722
n03603722,n04560804
n04341686,n02898711
n02898711,n04366367
n02401031,n02403003
n07611358,n07615774
n02796623,n03795580
n03795580,n04501370
n03540267,n03026506
n03563967,n03039947
n03039947,n02906734
n01769347,n01770393
n00021939,n04381994
n04381994,n04597913
n02796623,n03327234
n03327234,n03930313
n02778669,n04118538
n03093574,n02729837
n02729837,n03528263
n03528263,n04179913
n02898711,n04311004
n02121808,n02123394
n03528263,n04580493
n04580493,n04070727
n04341686,n02913152
n02913152,n02793495
n03051540,n04015204
n04015204,n02730930
n02087122,n02092468
n02092468,n02094433
n03419014,n04371563
n04371563,n04371430
n04438304,n04328186
n04451818,n03649909
n04014297,n04105068
n04105068,n04417672
n04341686,n03388043
n01772222,n01774384
n04371563,n02837789
n07556970,n07579787
n00021939,n04399382
n04202417,n02791270
n04202417,n03089624
n02958343,n02814533
n04341686,n04217882
n04217882,n04149813
n07747055,n07747607
n03563967,n04317420
n04317420,n04296261
n04296261,n03355925
n01982650,n01983481
n02924116,n04487081
n04317420,n03250847
n03294048,n04285146
n04285146,n04571292
n04571292,n03255030
n04341686,n03743902
n03743902,n02892201
n03419014,n03815615
n03815615,n02883205
n02958343,n03100240
n02401031,n02415577
n02480153,n02480495
n01471682,n01661091
n01661091,n01661818
n01661818,n01696633
n01696633,n01698640
n01767661,n01784675
n03574816,n03739693
n03739693,n04376876
n03791235,n03444034
n01909422,n01914163
n01914163,n01917289
n01942177,n01950731
n04341686,n03259505
n03259505,n03042490
n07707451,n07711569
n02898711,n04532670
n03051540,n03763968
n07705931,n07768694
n03575240,n02999410
n03419014,n04097866
n04097866,n03617480
n00021939,n06596364
n01767661,n01768244
n02401031,n02410509
n03563967,n03976657
n01661818,n01726692
n01726692,n01741943
n01741943,n01742172
n03863923,n03980874
n04531098,n02808440
n02159955,n02226183
n02226183,n02226429
n02159955,n02231487
n02084071,n02085374
n02085374,n02085620
n01639765,n01644900
n02120997,n02127808
n02127808,n02129165
n04341686,n02699494
n04341686,n03837869
n04531098,n03593526
n03593526,n02815834
n07707451,n07720875
n02796623,n02788148
n04531098,n02909870
n03574816,n03706229
n07679356,n07683786
n07683786,n07871810
n04524313,n03125870
n03125870,n04530566
n04530566,n02858304
n02858304,n03447447
n02084071,n02113335
n02113335,n02113799
n13134947,n12267677
n02858304,n03662601
n03852280,n02841315
n07707451,n07713395
n07713395,n07715103
n01886756,n02503517
n02503517,n02504458
