Life,Animalia
Araneae,Oecobiidae
Oecobiidae,Oecobius
Oecobius,Oecobius navus
Araneae,Oxyopidae
Oxyopidae,Oxyopes
Oxyopes,Oxyopes gracilipes
Oxyopes,Oxyopes salticus
Oxyopes,Oxyopes scalaris
Oxyopidae,Peucetia
Peucetia,Peucetia viridans
Araneae,Pisauridae
Pisauridae,Dolomedes
Dolomedes,Dolomedes albineus
Dolomedes,Dolomedes minor
Dolomedes,Dolomedes scriptus
Pisauridae,Pisaura
Pisaura,Pisaura mirabilis
Araneae,Salticidae
Salticidae,Anasaitis
Anasaitis,Anasaitis canosa
Salticidae,Colonus
Colonus,Colonus hesperus
Colonus,Colonus sylvanus
Salticidae,Eris
Eris,Eris militaris
Salticidae,Hasarius
Hasarius,Hasarius adansoni
Salticidae,Helpis
Helpis,Helpis minitabunda
Salticidae,Hentzia
Hentzia,Hentzia palmarum
Salticidae,Lyssomanes
Lyssomanes,Lyssomanes viridis
Salticidae,Maevia
Maevia,Maevia inclemens
Salticidae,Menemerus
Menemerus,Menemerus semilimbatus
Salticidae,Naphrys
Naphrys,Naphrys pulex
Salticidae,Opisthoncus
Opisthoncus,Opisthoncus polyphemus
Salticidae,Paraphidippus
Paraphidippus,Paraphidippus fartilis
Salticidae,Pelegrina
Pelegrina,Pelegrina galathea
Salticidae,Phidippus
Phidippus,Phidippus audax
Phidippus,Phidippus clarus
Salticidae,Philaeus
Philaeus,Philaeus chrysops
Salticidae,Plexippus
Plexippus,Plexippus paykulli
Salticidae,Salticus
Salticus,Salticus scenicus
Salticidae,Sassacus
Sassacus,Sassacus vitis
Salticidae,Sitticus
Sitticus,Sitticus fasciger
Salticidae,Trite
Trite,Trite auricoma
Araneae,Sparassidae
Sparassidae,Heteropoda
Heteropoda,Heteropoda venatoria
Araneae,Stiphidiidae
Stiphidiidae,Stiphidion
Stiphidion,Stiphidion facetum
Araneae,Tetragnathidae
Tetragnathidae,Leucauge
Leucauge,Leucauge argyra
Leucauge,Leucauge venusta
Araneae,Theraphosidae
Theraphosidae,Aphonopelma
Aphonopelma,Aphonopelma chalcodes
Aphonopelma,Aphonopelma hentzi
Theraphosidae,Brachypelma
Brachypelma,Brachypelma emilia
Araneae,Theridiidae
Theridiidae,Cryptachaea
Cryptachaea,Cryptachaea veruculata
Theridiidae,Enoplognatha
Enoplognatha,Enoplognatha ovata
Theridiidae,Latrodectus
Latrodectus,Latrodectus geometricus
Latrodectus,Latrodectus hesperus
Latrodectus,Latrodectus katipo
Latrodectus,Latrodectus mactans
Latrodectus,Latrodectus variolus
Theridiidae,Steatoda
Steatoda,Steatoda nobilis
Araneae,Thomisidae
Thomisidae,Diaea
Diaea,Diaea ambara
Thomisidae,Misumena
Misumena,Misumena vatia
Thomisidae,Misumenoides
Misumenoides,Misumenoides formosipes
Thomisidae,Sidymella
Sidymella,Sidymella trapezia
Thomisidae,Synema
Synema,Synema globosum
Thomisidae,Thomisus
Thomisus,Thomisus onustus
Araneae,Zoropsidae
Zoropsidae,Uliodon
Uliodon,Uliodon albopunctatus
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Amblyomma
Amblyomma,Amblyomma maculatum
Ixodidae,Dermacentor
Dermacentor,Dermacentor occidentalis
Ixodidae,Ixodes
Ixodes,Ixodes pacificus
Arachnida,Opiliones
Opiliones,Sclerosomatidae
Sclerosomatidae,Leiobunum
Leiobunum,Leiobunum vittatum
Arachnida,Scorpiones
Scorpiones,Buthidae
Buthidae,Centruroides
Centruroides,Centruroides gracilis
Centruroides,Centruroides sculpturatus
Centruroides,Centruroides vittatus
Scorpiones,Caraboctonidae
Caraboctonidae,Hadrurus
Hadrurus,Hadrurus arizonensis
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis spinigerus
Vaejovidae,Paruroctonus
Paruroctonus,Paruroctonus silvestrii
Vaejovidae,Uroctonus
Uroctonus,Uroctonus mordax
Vaejovidae,Vaejovis
Vaejovis,Vaejovis carolinianus
Arachnida,Trombidiformes
Trombidiformes,Eriophyidae
Eriophyidae,Aculops
Aculops,Aculops rhois
Trombidiformes,Tetranychidae
Tetranychidae,Tetranychus
Tetranychus,Tetranychus lintearius
Trombidiformes,Trombidiidae
Trombidiidae,Trombidium
Trombidium,Trombidium holosericeum
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Scolopendra
Scolopendra,Scolopendra subspinipes
Chilopoda,Scutigeromorpha
Scutigeromorpha,Scutigeridae
Scutigeridae,Scutigera
Scutigera,Scutigera coleoptrata
Arthropoda,Diplopoda
Diplopoda,Polydesmida
Polydesmida,Polydesmidae
Polydesmidae,Pseudopolydesmus
Pseudopolydesmus,Pseudopolydesmus serratus
Polydesmida,Xystodesmidae
Xystodesmidae,Apheloria
Apheloria,Apheloria virginiensis
Xystodesmidae,Harpaphe
Harpaphe,Harpaphe haydeniana
Xystodesmidae,Rudiloria
Rudiloria,Rudiloria trimaculata
Xystodesmidae,Xystocheir
Xystocheir,Xystocheir dissecta
Diplopoda,Spirobolida
Spirobolida,Rhinocricidae
Rhinocricidae,Anadenobolus
Anadenobolus,Anadenobolus monilicornis
Spirobolida,Spirobolidae
Spirobolidae,Narceus
Narceus,Narceus annularis
Spirobolida,Trigoniulidae
Trigoniulidae,Trigoniulus
Trigoniulus,Trigoniulus corallinus
Diplopoda,Spirostreptida
Spirostreptida,Spirostreptidae
Spirostreptidae,Orthoporus
Orthoporus,Orthoporus ornatus
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anatifera
Hexanauplia,Scalpelliformes
Scalpelliformes,Pollicipedidae
Pollicipedidae,Pollicipes
Pollicipes,Pollicipes polymerus
Hexanauplia,Sessilia
Sessilia,Archaeobalanidae
Archaeobalanidae,Semibalanus
Semibalanus,Semibalanus balanoides
Semibalanus,Semibalanus cariosus
Sessilia,Austrobalanidae
Austrobalanidae,Austrominius
Austrominius,Austrominius modestus
Sessilia,Balanidae
Balanidae,Balanus
Balanus,Balanus nubilus
Balanidae,Megabalanus
Megabalanus,Megabalanus californicus
Sessilia,Chthamalidae
Chthamalidae,Chamaesipho
Chamaesipho,Chamaesipho columna
Sessilia,Tetraclitidae
Tetraclitidae,Epopella
Epopella,Epopella plicata
Tetraclitidae,Tetraclita
Tetraclita,Tetraclita rubescens
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Pycnoscelus
Pycnoscelus,Pycnoscelus surinamensis
Blattodea,Blattidae
Blattidae,Blatta
Blatta,Blatta orientalis
Blattidae,Drymaplaneta
Drymaplaneta,Drymaplaneta semivitta
Blattidae,Periplaneta
Periplaneta,Periplaneta australasiae
Periplaneta,Periplaneta fuliginosa
Blattidae,Shelfordella
Shelfordella,Shelfordella lateralis
Blattodea,Ectobiidae
Ectobiidae,Blattella
Blattella,Blattella germanica
Ectobiidae,Parcoblatta
Parcoblatta,Parcoblatta americana
Insecta,Coleoptera
Coleoptera,Bostrichidae
Bostrichidae,Xylobiops
Xylobiops,Xylobiops basilaris
Coleoptera,Brentidae
Brentidae,Arrhenodes
Arrhenodes,Arrhenodes minutus
Coleoptera,Buprestidae
Buprestidae,Acmaeodera
Acmaeodera,Acmaeodera flavomarginata
Buprestidae,Agrilus
Agrilus,Agrilus ruficollis
Coleoptera,Cantharidae
Cantharidae,Atalantycha
Atalantycha,Atalantycha bilineata
Cantharidae,Cantharis
Cantharis,Cantharis rustica
Cantharidae,Chauliognathus
Chauliognathus,Chauliognathus pensylvanicus
Coleoptera,Carabidae
Carabidae,Calathus
Calathus,Calathus ruficollis
Carabidae,Calosoma
Calosoma,Calosoma sayi
Carabidae,Carabus
Carabus,Carabus coriaceus
Carabidae,Cicindela
Cicindela,Cicindela aurulenta
Cicindela,Cicindela campestris
Cicindela,Cicindela duodecimguttata
Cicindela,Cicindela formosa
Cicindela,Cicindela hirticollis
Cicindela,Cicindela longilabris
Cicindela,Cicindela ocellata
Cicindela,Cicindela repanda
Cicindela,Cicindela rufiventris
Cicindela,Cicindela scutellaris
Cicindela,Cicindela sedecimpunctata
Cicindela,Cicindela sexguttata
Cicindela,Cicindela tranquebarica
Cicindela,Cicindela trifasciata
Carabidae,Colliuris
Colliuris,Colliuris pensylvanica
Carabidae,Laemostenus
Laemostenus,Laemostenus complanatus
Carabidae,Scaphinotus
Scaphinotus,Scaphinotus angusticollis
Coleoptera,Cerambycidae
Cerambycidae,Analeptura
Analeptura,Analeptura lineola
Cerambycidae,Anastrangalia
Anastrangalia,Anastrangalia laetifica
Cerambycidae,Arhopalus
Arhopalus,Arhopalus ferus
Cerambycidae,Desmocerus
Desmocerus,Desmocerus palliatus
Cerambycidae,Eburia
Eburia,Eburia quadrigeminata
Cerambycidae,Evodinus
Evodinus,Evodinus monticola
Cerambycidae,Knulliana
Knulliana,Knulliana cincta
Cerambycidae,Megacyllene
Megacyllene,Megacyllene robiniae
Cerambycidae,Monochamus
Monochamus,Monochamus notatus
Cerambycidae,Morimus
Morimus,Morimus asper
Cerambycidae,Neoclytus
Neoclytus,Neoclytus acuminatus
Cerambycidae,Obrium
Obrium,Obrium maculatum
Cerambycidae,Oemona
Oemona,Oemona hirta
Cerambycidae,Plinthocoelium
Plinthocoelium,Plinthocoelium suaveolens
Cerambycidae,Rosalia
Rosalia,Rosalia funebris
Cerambycidae,Saperda
Saperda,Saperda tridentata
Cerambycidae,Sphaenothecus
Sphaenothecus,Sphaenothecus bilineatus
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura canadensis
Stictoleptura,Stictoleptura rubra
Cerambycidae,Strangalepta
Strangalepta,Strangalepta abbreviata
Cerambycidae,Tetraopes
Tetraopes,Tetraopes femoratus
Tetraopes,Tetraopes tetrophthalmus
Cerambycidae,Trachyderes
Trachyderes,Trachyderes mandibularis
Cerambycidae,Trichocnemis
Trichocnemis,Trichocnemis spiculatus
Cerambycidae,Xylotrechus
Xylotrechus,Xylotrechus colonus
Coleoptera,Chrysomelidae
Chrysomelidae,Asphaera
Asphaera,Asphaera lustrans
Chrysomelidae,Bruchidius
Bruchidius,Bruchidius villosus
Chrysomelidae,Calligrapha
Calligrapha,Calligrapha multipunctata
Calligrapha,Calligrapha serpentina
Chrysomelidae,Charidotella
Charidotella,Charidotella sexpunctata
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus auratus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina americana
Chrysolina,Chrysolina fastuosa
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela populi
Chrysomela,Chrysomela scripta
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica balteata
Diabrotica,Diabrotica undecimpunctata
Chrysomelidae,Disonycha
Disonycha,Disonycha glabrata
Chrysomelidae,Helocassis
Helocassis,Helocassis clavata
Chrysomelidae,Labidomera
Labidomera,Labidomera clivicollis
Chrysomelidae,Lema
Lema,Lema daturaphila
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa juncta
Chrysomelidae,Lilioceris
Lilioceris,Lilioceris lilii
Chrysomelidae,Omophoita
Omophoita,Omophoita cyanipennis
Chrysomelidae,Paranapiacaba
Paranapiacaba,Paranapiacaba tricincta
Chrysomelidae,Paropsis
Paropsis,Paropsis charybdis
Chrysomelidae,Paropsisterna
Paropsisterna,Paropsisterna m-fuscum
Chrysomelidae,Plagiodera
Plagiodera,Plagiodera versicolora
Chrysomelidae,Timarcha
Timarcha,Timarcha tenebricosa
Chrysomelidae,Trirhabda
Trirhabda,Trirhabda flavolimbata
Chrysomelidae,Xanthogaleruca
Xanthogaleruca,Xanthogaleruca luteola
Chrysomelidae,Zygogramma
Zygogramma,Zygogramma signatipennis
Coleoptera,Cleridae
Cleridae,Trichodes
Trichodes,Trichodes apiarius
Coleoptera,Coccinellidae
Coccinellidae,Anatis
Anatis,Anatis labiculata
Anatis,Anatis mali
Coccinellidae,Axion
Axion,Axion plagiatum
Coccinellidae,Azya
Azya,Azya orbigera
Coccinellidae,Calvia
Calvia,Calvia quatuordecimguttata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes sexmaculata
Coccinellidae,Chilocorus
Chilocorus,Chilocorus cacti
Chilocorus,Chilocorus stigma
Coccinellidae,Coccinella
Coccinella,Coccinella novemnotata
Coccinella,Coccinella septempunctata
Coccinella,Coccinella transversalis
Coccinella,Coccinella trifasciata
Coccinella,Coccinella undecimpunctata
Coccinellidae,Coelophora
Coelophora,Coelophora inaequalis
Coccinellidae,Coleomegilla
Coleomegilla,Coleomegilla maculata
Coccinellidae,Cryptolaemus
Cryptolaemus,Cryptolaemus montrouzieri
Coccinellidae,Cycloneda
Cycloneda,Cycloneda sanguinea
Coccinellidae,Halyzia
Halyzia,Halyzia sedecimguttata
Coccinellidae,Harmonia
Harmonia,Harmonia axyridis
Harmonia,Harmonia conformis
Coccinellidae,Hippodamia
Hippodamia,Hippodamia convergens
Hippodamia,Hippodamia parenthesis
Coccinellidae,Illeis
Illeis,Illeis galbula
Coccinellidae,Mulsantina
Mulsantina,Mulsantina picta
Coccinellidae,Olla
Olla,Olla v-nigrum
Coccinellidae,Psyllobora
Psyllobora,Psyllobora renifer
Psyllobora,Psyllobora vigintiduopunctata
Coleoptera,Cucujidae
Cucujidae,Cucujus
Cucujus,Cucujus clavipes
Coleoptera,Curculionidae
Curculionidae,Cyrtepistomus
Cyrtepistomus,Cyrtepistomus castaneus
Curculionidae,Diaprepes
Diaprepes,Diaprepes abbreviatus
Curculionidae,Eudiagogus
Eudiagogus,Eudiagogus pulcher
Coleoptera,Dermestidae
Dermestidae,Dermestes
Dermestes,Dermestes lardarius
Coleoptera,Dryophthoridae
Dryophthoridae,Rhodobaenus
Rhodobaenus,Rhodobaenus quinquepunctatus
Dryophthoridae,Rhynchophorus
Rhynchophorus,Rhynchophorus ferrugineus
Coleoptera,Dytiscidae
Dytiscidae,Thermonectus
Thermonectus,Thermonectus marmoratus
Coleoptera,Elateridae
Elateridae,Alaus
Alaus,Alaus lusciosus
Alaus,Alaus oculatus
Coleoptera,Erotylidae
Erotylidae,Ischyrus
Ischyrus,Ischyrus quadripunctatus
Erotylidae,Megalodacne
Megalodacne,Megalodacne heros
Coleoptera,Geotrupidae
Geotrupidae,Anoplotrupes
Anoplotrupes,Anoplotrupes stercorosus
Coleoptera,Lampyridae
Lampyridae,Lucidota
Lucidota,Lucidota atra
Coleoptera,Lucanidae
Lucanidae,Lucanus
Lucanus,Lucanus cervus
Lucanus,Lucanus elaphus
Coleoptera,Lycidae
Lycidae,Calopteron
Calopteron,Calopteron terminale
Coleoptera,Meloidae
Meloidae,Cysteodemus
Cysteodemus,Cysteodemus armatus
Meloidae,Epicauta
Epicauta,Epicauta pennsylvanica
Meloidae,Lytta
Lytta,Lytta magister
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera nobilis
Coleoptera,Passalidae
Passalidae,Odontotaenius
Odontotaenius,Odontotaenius disjunctus
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa coccinea
Coleoptera,Scarabaeidae
Scarabaeidae,Chrysina
Chrysina,Chrysina beyeri
Chrysina,Chrysina gloriosa
Scarabaeidae,Cotinis
Cotinis,Cotinis mutabilis
Cotinis,Cotinis nitida
Scarabaeidae,Digitonthophagus
Digitonthophagus,Digitonthophagus gazella
Scarabaeidae,Euphoria
Euphoria,Euphoria inda
Euphoria,Euphoria sepulcralis
Scarabaeidae,Exomala
Exomala,Exomala orientalis
Scarabaeidae,Gymnetis
Gymnetis,Gymnetis caseyi
Scarabaeidae,Melolontha
Melolontha,Melolontha melolontha
Scarabaeidae,Osmoderma
Osmoderma,Osmoderma scabra
Scarabaeidae,Pelidnota
Pelidnota,Pelidnota punctata
Scarabaeidae,Phyllopertha
Phyllopertha,Phyllopertha horticola
Scarabaeidae,Polyphylla
Polyphylla,Polyphylla decemlineata
Scarabaeidae,Popillia
Popillia,Popillia japonica
Scarabaeidae,Trichiotinus
Trichiotinus,Trichiotinus texanus
Scarabaeidae,Valgus
Valgus,Valgus hemipterus
Coleoptera,Silphidae
Silphidae,Necrophila
Necrophila,Necrophila americana
Silphidae,Oiceoptoma
Oiceoptoma,Oiceoptoma noveboracense
Silphidae,Phosphuga
Phosphuga,Phosphuga atrata
Coleoptera,Tenebrionidae
Tenebrionidae,Bolitotherus
Bolitotherus,Bolitotherus cornutus
Tenebrionidae,Eleodes
Eleodes,Eleodes osculans
Tenebrionidae,Lagria
Lagria,Lagria hirta
Coleoptera,Zopheridae
Zopheridae,Zopherus
Zopherus,Zopherus nodulosus
Insecta,Dermaptera
Dermaptera,Forficulidae
Forficulidae,Forficula
Forficula,Forficula auricularia
Dermaptera,Labiduridae
Labiduridae,Labidura
Labidura,Labidura riparia
Insecta,Diptera
Diptera,Asilidae
Asilidae,Dioctria
Dioctria,Dioctria hyalipennis
Asilidae,Efferia
Efferia,Efferia albibarbis
Asilidae,Laphria
Laphria,Laphria flavicollis
Laphria,Laphria macquarti
Laphria,Laphria thoracica
Asilidae,Mallophora
Mallophora,Mallophora leschenaulti
Asilidae,Microstylum
Microstylum,Microstylum morosum
Asilidae,Promachus
Promachus,Promachus bastardii
Promachus,Promachus hinei
Promachus,Promachus rufipes
Asilidae,Stichopogon
Stichopogon,Stichopogon trifasciatus
Diptera,Bibionidae
Bibionidae,Dilophus
Dilophus,Dilophus nigrostigma
Diptera,Bombyliidae
Bombyliidae,Bombylius
Bombylius,Bombylius major
Bombyliidae,Poecilanthrax
Poecilanthrax,Poecilanthrax lucifer
Diptera,Calliphoridae
Calliphoridae,Calliphora
Calliphora,Calliphora vicina
Diptera,Cecidomyiidae
Cecidomyiidae,Asphondylia
Asphondylia,Asphondylia auripila
Cecidomyiidae,Rhopalomyia
Rhopalomyia,Rhopalomyia californica
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes aegypti
Aedes,Aedes albopictus
Culicidae,Culex
Culex,Culex quinquefasciatus
Diptera,Keroplatidae
Keroplatidae,Arachnocampa
Arachnocampa,Arachnocampa luminosa
Diptera,Micropezidae
Micropezidae,Rainieria
Rainieria,Rainieria antennaepes
Diptera,Platystomatidae
Platystomatidae,Pogonortalis
Pogonortalis,Pogonortalis doclea
Diptera,Pyrgotidae
Pyrgotidae,Pyrgota
Pyrgota,Pyrgota undata
Diptera,Stratiomyidae
Stratiomyidae,Exaireta
Exaireta,Exaireta spinigera
Diptera,Syrphidae
Syrphidae,Eristalinus
Eristalinus,Eristalinus taeniops
Syrphidae,Eristalis
Eristalis,Eristalis arbustorum
Eristalis,Eristalis dimidiata
Eristalis,Eristalis tenax
Eristalis,Eristalis transversa
Syrphidae,Eupeodes
Eupeodes,Eupeodes americanus
Eupeodes,Eupeodes volucris
Syrphidae,Helophilus
Helophilus,Helophilus fasciatus
Helophilus,Helophilus pendulus
Syrphidae,Merodon
Merodon,Merodon equestris
Syrphidae,Meromacrus
Meromacrus,Meromacrus acutus
Syrphidae,Milesia
Milesia,Milesia virginiensis
Syrphidae,Myathropa
Myathropa,Myathropa florea
Syrphidae,Ocyptamus
Ocyptamus,Ocyptamus fascipennis
Ocyptamus,Ocyptamus fuscipennis
Syrphidae,Palpada
Palpada,Palpada furcata
Palpada,Palpada vinetorum
Syrphidae,Paragus
Paragus,Paragus haemorrhous
Syrphidae,Scaeva
Scaeva,Scaeva pyrastri
Syrphidae,Toxomerus
Toxomerus,Toxomerus marginatus
Toxomerus,Toxomerus occidentalis
Syrphidae,Volucella
Volucella,Volucella pellucens
Volucella,Volucella zonaria
Diptera,Tachinidae
Tachinidae,Trichopoda
Trichopoda,Trichopoda lanipes
Tachinidae,Trigonospila
Trigonospila,Trigonospila brevifacies
Diptera,Tephritidae
Tephritidae,Ceratitis
Ceratitis,Ceratitis capitata
Tephritidae,Eurosta
Eurosta,Eurosta solidaginis
Diptera,Ulidiidae
Ulidiidae,Delphinia
Delphinia,Delphinia picta
Insecta,Ephemeroptera
Ephemeroptera,Ephemeridae
Ephemeridae,Hexagenia
Hexagenia,Hexagenia limbata
Insecta,Hemiptera
Hemiptera,Acanaloniidae
Acanaloniidae,Acanalonia
Acanalonia,Acanalonia bivittata
Hemiptera,Acanthosomatidae
Acanthosomatidae,Acanthosoma
Acanthosoma,Acanthosoma haemorrhoidale
Acanthosomatidae,Elasmostethus
Elasmostethus,Elasmostethus cruciatus
Hemiptera,Alydidae
Alydidae,Alydus
Alydus,Alydus eurinus
Alydidae,Megalotomus
Megalotomus,Megalotomus quinquespinosus
Alydidae,Riptortus
Riptortus,Riptortus pedestris
Hemiptera,Aphalaridae
Aphalaridae,Glycaspis
Glycaspis,Glycaspis brimblecombei
Aphalaridae,Pachypsylla
Pachypsylla,Pachypsylla celtidismamma
Pachypsylla,Pachypsylla venusta
Hemiptera,Aphididae
Aphididae,Aphis
Aphis,Aphis nerii
Aphididae,Brevicoryne
Brevicoryne,Brevicoryne brassicae
Aphididae,Hormaphis
Hormaphis,Hormaphis hamamelidis
Aphididae,Tamalia
Tamalia,Tamalia coweni
Aphididae,Tuberolachnus
Tuberolachnus,Tuberolachnus salignus
Hemiptera,Aphrophoridae
Aphrophoridae,Philaenus
Philaenus,Philaenus spumarius
Hemiptera,Belostomatidae
Belostomatidae,Lethocerus
Lethocerus,Lethocerus americanus
Hemiptera,Cercopidae
Cercopidae,Cercopis
Cercopis,Cercopis vulnerata
Cercopidae,Huaina
Huaina,Huaina inca
Cercopidae,Prosapia
Prosapia,Prosapia bicincta
Hemiptera,Cicadellidae
Cicadellidae,Colladonus
Colladonus,Colladonus clitellarius
Cicadellidae,Cuerna
Cuerna,Cuerna costalis
Cicadellidae,Graphocephala
Graphocephala,Graphocephala coccinea
Graphocephala,Graphocephala versuta
Cicadellidae,Homalodisca
Homalodisca,Homalodisca vitripennis
Cicadellidae,Paraulacizes
Paraulacizes,Paraulacizes irrorata
Cicadellidae,Sobara
Sobara,Sobara palliolata
Cicadellidae,Sophonia
Sophonia,Sophonia orientalis
Cicadellidae,Texananus
Texananus,Texananus excultus
Cicadellidae,Tylozygus
Tylozygus,Tylozygus bifidus
Tylozygus,Tylozygus geometricus
Hemiptera,Cicadidae
Cicadidae,Cyclochila
Cyclochila,Cyclochila australasiae
Cicadidae,Henicopsaltria
Henicopsaltria,Henicopsaltria eydouxii
Cicadidae,Neotibicen
Neotibicen,Neotibicen canicularis
Neotibicen,Neotibicen pruinosus
Neotibicen,Neotibicen resh
Neotibicen,Neotibicen tibicen
Cicadidae,Pacarina
Pacarina,Pacarina puella
Hemiptera,Coreidae
Coreidae,Acanthocephala
Acanthocephala,Acanthocephala alata
Acanthocephala,Acanthocephala femorata
Acanthocephala,Acanthocephala terminalis
Acanthocephala,Acanthocephala thomasi
Coreidae,Anisoscelis
Anisoscelis,Anisoscelis luridus
Coreidae,Chariesterus
Chariesterus,Chariesterus antennator
Coreidae,Euthochtha
Euthochtha,Euthochtha galeator
Coreidae,Leptoglossus
Leptoglossus,Leptoglossus occidentalis
Leptoglossus,Leptoglossus phyllopus
Coreidae,Mozena
Mozena,Mozena lunata
Coreidae,Narnia
Narnia,Narnia femorata
Coreidae,Sagotylus
Sagotylus,Sagotylus confluens
Coreidae,Thasus
Thasus,Thasus acutangulus
Hemiptera,Cydnidae
Cydnidae,Sehirus
Sehirus,Sehirus cinctus
Hemiptera,Eriococcidae
Eriococcidae,Cryptococcus
Cryptococcus,Cryptococcus fagisuga
Hemiptera,Flatidae
Flatidae,Flatormenis
Flatormenis,Flatormenis proxima
Flatidae,Metcalfa
Metcalfa,Metcalfa pruinosa
Hemiptera,Fulgoridae
Fulgoridae,Lycorma
Lycorma,Lycorma delicatula
Hemiptera,Gelastocoridae
Gelastocoridae,Gelastocoris
Gelastocoris,Gelastocoris oculatus
Hemiptera,Largidae
Largidae,Largus
Largus,Largus californicus
Largidae,Stenomacra
Stenomacra,Stenomacra marginella
Hemiptera,Lygaeidae
Lygaeidae,Lygaeus
Lygaeus,Lygaeus equestris
Lygaeus,Lygaeus kalmii
Lygaeidae,Melacoryphus
Melacoryphus,Melacoryphus lateralis
Lygaeidae,Melanopleurus
Melanopleurus,Melanopleurus belfragei
Lygaeidae,Neacoryphus
