Life,Animalia
Trichonephila,Trichonephila clavata
Trichonephila,Trichonephila clavipes
Trichonephila,Trichonephila edulis
Trichonephila,Trichonephila fenestrata
Trichonephila,Trichonephila plumipes
Araneidae,Verrucosa
Verrucosa,Verrucosa arenata
Araneidae,Zygiella
Zygiella,Zygiella x-notata
Araneae,Cheiracanthiidae
Cheiracanthiidae,Cheiracanthium
Cheiracanthium,Cheiracanthium mildei
Araneae,Corinnidae
Corinnidae,Nyssus
Nyssus,Nyssus coloripes
Araneae,Desidae
Desidae,Badumna
Badumna,Badumna longinqua
Araneae,Dysderidae
Dysderidae,Dysdera
Dysdera,Dysdera crocata
Araneae,Filistatidae
Filistatidae,Kukulcania
Kukulcania,Kukulcania hibernalis
Araneae,Gnaphosidae
Gnaphosidae,Herpyllus
Herpyllus,Herpyllus ecclesiasticus
Araneae,Linyphiidae
Linyphiidae,Frontinella
Frontinella,Frontinella pyramitela
Linyphiidae,Neriene
Neriene,Neriene radiata
Araneae,Lycosidae
Lycosidae,Hogna
Hogna,Hogna radiata
Lycosidae,Rabidosa
Rabidosa,Rabidosa rabida
Araneae,Oxyopidae
Oxyopidae,Oxyopes
Oxyopes,Oxyopes salticus
Oxyopes,Oxyopes scalaris
Oxyopidae,Peucetia
Peucetia,Peucetia viridans
Araneae,Pholcidae
Pholcidae,Holocnemus
Holocnemus,Holocnemus pluchei
Pholcidae,Pholcus
Pholcus,Pholcus phalangioides
Araneae,Pisauridae
Pisauridae,Dolomedes
Dolomedes,Dolomedes albineus
Dolomedes,Dolomedes minor
Dolomedes,Dolomedes scriptus
Dolomedes,Dolomedes tenebrosus
Dolomedes,Dolomedes triton
Pisauridae,Pisaura
Pisaura,Pisaura mirabilis
Pisauridae,Pisaurina
Pisaurina,Pisaurina mira
Araneae,Salticidae
Salticidae,Anasaitis
Anasaitis,Anasaitis canosa
Salticidae,Attulus
Attulus,Attulus fasciger
Salticidae,Colonus
Colonus,Colonus hesperus
Colonus,Colonus sylvanus
Salticidae,Eris
Eris,Eris militaris
Salticidae,Hasarius
Hasarius,Hasarius adansoni
Salticidae,Helpis
Helpis,Helpis minitabunda
Salticidae,Hentzia
Hentzia,Hentzia mitrata
Hentzia,Hentzia palmarum
Salticidae,Hypoblemum
Hypoblemum,Hypoblemum griseum
Salticidae,Lyssomanes
Lyssomanes,Lyssomanes viridis
Salticidae,Maevia
Maevia,Maevia inclemens
Salticidae,Marpissa
Marpissa,Marpissa muscosa
Salticidae,Menemerus
Menemerus,Menemerus bivittatus
Menemerus,Menemerus semilimbatus
Salticidae,Metacyrba
Metacyrba,Metacyrba taeniola
Salticidae,Naphrys
Naphrys,Naphrys pulex
Salticidae,Paraphidippus
Paraphidippus,Paraphidippus aurantius
Salticidae,Pelegrina
Pelegrina,Pelegrina galathea
Salticidae,Phidippus
Phidippus,Phidippus audax
Phidippus,Phidippus clarus
Phidippus,Phidippus johnsoni
Salticidae,Philaeus
Philaeus,Philaeus chrysops
Salticidae,Platycryptus
Platycryptus,Platycryptus undatus
Salticidae,Plexippus
Plexippus,Plexippus paykulli
Salticidae,Salticus
Salticus,Salticus scenicus
Salticidae,Sassacus
Sassacus,Sassacus vitis
Salticidae,Trite
Trite,Trite auricoma
Trite,Trite planiceps
Araneae,Sicariidae
Sicariidae,Loxosceles
Loxosceles,Loxosceles reclusa
Araneae,Sparassidae
Sparassidae,Heteropoda
Heteropoda,Heteropoda venatoria
Sparassidae,Micrommata
Micrommata,Micrommata virescens
Sparassidae,Olios
Olios,Olios giganteus
Araneae,Tetragnathidae
Tetragnathidae,Leucauge
Leucauge,Leucauge argyra
Leucauge,Leucauge argyrobapta
Leucauge,Leucauge venusta
Araneae,Theraphosidae
Theraphosidae,Aphonopelma
Aphonopelma,Aphonopelma chalcodes
Aphonopelma,Aphonopelma eutylenum
Aphonopelma,Aphonopelma hentzi
Aphonopelma,Aphonopelma iodius
Araneae,Theridiidae
Theridiidae,Enoplognatha
Enoplognatha,Enoplognatha ovata
Theridiidae,Latrodectus
Latrodectus,Latrodectus geometricus
Latrodectus,Latrodectus hasselti
Latrodectus,Latrodectus hesperus
Latrodectus,Latrodectus katipo
Latrodectus,Latrodectus mactans
Latrodectus,Latrodectus variolus
Theridiidae,Parasteatoda
Parasteatoda,Parasteatoda tepidariorum
Theridiidae,Steatoda
Steatoda,Steatoda capensis
Steatoda,Steatoda grossa
Steatoda,Steatoda nobilis
Steatoda,Steatoda triangulosa
Araneae,Thomisidae
Thomisidae,Misumena
Misumena,Misumena vatia
Thomisidae,Misumenoides
Misumenoides,Misumenoides formosipes
Thomisidae,Sidymella
Sidymella,Sidymella trapezia
Thomisidae,Synema
Synema,Synema globosum
Thomisidae,Thomisus
Thomisus,Thomisus onustus
Araneae,Zoropsidae
Zoropsidae,Zoropsis
Zoropsis,Zoropsis spinimana
Arachnida,Endeostigmata
Endeostigmata,Eriophyidae
Eriophyidae,Aceria
Aceria,Aceria parulmi
Eriophyidae,Aculops
Aculops,Aculops rhois
Eriophyidae,Aculus
Aculus,Aculus tetanothrix
Eriophyidae,Eriophyes
Eriophyes,Eriophyes cerasicrumena
Eriophyes,Eriophyes tiliae
Eriophyidae,Vasates
Vasates,Vasates quadripedes
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Amblyomma
Amblyomma,Amblyomma americanum
Ixodidae,Dermacentor
Dermacentor,Dermacentor occidentalis
Dermacentor,Dermacentor variabilis
Ixodidae,Ixodes
Ixodes,Ixodes pacificus
Ixodes,Ixodes ricinus
Ixodes,Ixodes scapularis
Arachnida,Opiliones
Opiliones,Phalangiidae
Phalangiidae,Mitopus
Mitopus,Mitopus morio
Phalangiidae,Opilio
Opilio,Opilio canestrinii
Phalangiidae,Phalangium
Phalangium,Phalangium opilio
Opiliones,Sclerosomatidae
Sclerosomatidae,Leiobunum
Leiobunum,Leiobunum rotundum
Leiobunum,Leiobunum townsendi
Leiobunum,Leiobunum vittatum
Arachnida,Scorpiones
Scorpiones,Buthidae
Buthidae,Centruroides
Centruroides,Centruroides sculpturatus
Centruroides,Centruroides vittatus
Scorpiones,Caraboctonidae
Caraboctonidae,Hadrurus
Hadrurus,Hadrurus arizonensis
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis puritanus
Paravaejovis,Paravaejovis spinigerus
Vaejovidae,Paruroctonus
Paruroctonus,Paruroctonus silvestrii
Vaejovidae,Uroctonus
Uroctonus,Uroctonus mordax
Vaejovidae,Vaejovis
Vaejovis,Vaejovis carolinianus
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Hemiscolopendra
Hemiscolopendra,Hemiscolopendra marginata
Scolopendridae,Scolopendra
Scolopendra,Scolopendra cingulata
Scolopendra,Scolopendra heros
Scolopendra,Scolopendra polymorpha
Chilopoda,Scutigeromorpha
Scutigeromorpha,Scutigeridae
Scutigeridae,Scutigera
Scutigera,Scutigera coleoptrata
Arthropoda,Diplopoda
Diplopoda,Julida
Julida,Julidae
Julidae,Ommatoiulus
Ommatoiulus,Ommatoiulus moreleti
Diplopoda,Polydesmida
Polydesmida,Paradoxosomatidae
Paradoxosomatidae,Oxidus
Oxidus,Oxidus gracilis
Polydesmida,Xystodesmidae
Xystodesmidae,Apheloria
Apheloria,Apheloria virginiensis
Xystodesmidae,Harpaphe
Harpaphe,Harpaphe haydeniana
Diplopoda,Spirobolida
Spirobolida,Rhinocricidae
Rhinocricidae,Anadenobolus
Anadenobolus,Anadenobolus monilicornis
Spirobolida,Trigoniulidae
Trigoniulidae,Trigoniulus
Trigoniulus,Trigoniulus corallinus
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anatifera
Lepas,Lepas anserifera
Hexanauplia,Scalpelliformes
Scalpelliformes,Pollicipedidae
Pollicipedidae,Pollicipes
Pollicipes,Pollicipes polymerus
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Balanus
Balanus,Balanus glandula
Balanidae,Semibalanus
Semibalanus,Semibalanus balanoides
Semibalanus,Semibalanus cariosus
Sessilia,Tetraclitidae
Tetraclitidae,Tetraclita
Tetraclita,Tetraclita rubescens
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Aptera
Aptera,Aptera fusca
Blaberidae,Panchlora
Panchlora,Panchlora nivea
Blaberidae,Pycnoscelus
Pycnoscelus,Pycnoscelus surinamensis
Blattodea,Blattidae
Blattidae,Blatta
Blatta,Blatta orientalis
Blattidae,Periplaneta
Periplaneta,Periplaneta americana
Periplaneta,Periplaneta australasiae
Periplaneta,Periplaneta fuliginosa
Blattodea,Ectobiidae
Ectobiidae,Pseudomops
Pseudomops,Pseudomops septentrionalis
Insecta,Coleoptera
Coleoptera,Brentidae
Brentidae,Arrhenodes
Arrhenodes,Arrhenodes minutus
Coleoptera,Buprestidae
Buprestidae,Agrilus
Agrilus,Agrilus planipennis
Buprestidae,Buprestis
Buprestis,Buprestis aurulenta
Buprestidae,Euchroma
Euchroma,Euchroma giganteum
Coleoptera,Cantharidae
Cantharidae,Atalantycha
Atalantycha,Atalantycha bilineata
Cantharidae,Cantharis
Cantharis,Cantharis fusca
Cantharis,Cantharis livida
Cantharis,Cantharis rustica
Cantharidae,Chauliognathus
Chauliognathus,Chauliognathus basalis
Chauliognathus,Chauliognathus marginatus
Chauliognathus,Chauliognathus pensylvanicus
Cantharidae,Rhagonycha
Rhagonycha,Rhagonycha fulva
Coleoptera,Carabidae
Carabidae,Calosoma
Calosoma,Calosoma scrutator
Carabidae,Carabus
Carabus,Carabus coriaceus
Carabus,Carabus granulatus
Carabus,Carabus nemoralis
Carabidae,Cicindela
Cicindela,Cicindela aurulenta
Cicindela,Cicindela campestris
Cicindela,Cicindela duodecimguttata
Cicindela,Cicindela formosa
Cicindela,Cicindela hirticollis
Cicindela,Cicindela hybrida
Cicindela,Cicindela longilabris
Cicindela,Cicindela ocellata
Cicindela,Cicindela oregona
Cicindela,Cicindela punctulata
Cicindela,Cicindela purpurea
Cicindela,Cicindela repanda
Cicindela,Cicindela scutellaris
Cicindela,Cicindela sexguttata
Cicindela,Cicindela tranquebarica
Cicindela,Cicindela trifasciata
Carabidae,Harpalus
Harpalus,Harpalus rufipes
Carabidae,Scaphinotus
Scaphinotus,Scaphinotus angusticollis
Carabidae,Scarites
Scarites,Scarites subterraneus
Carabidae,Tetracha
Tetracha,Tetracha carolina
Coleoptera,Cerambycidae
Cerambycidae,Agapanthia
Agapanthia,Agapanthia villosoviridescens
Cerambycidae,Analeptura
Analeptura,Analeptura lineola
Cerambycidae,Aromia
Aromia,Aromia moschata
Cerambycidae,Cerambyx
Cerambyx,Cerambyx scopolii
Cerambycidae,Clytus
Clytus,Clytus arietis
Clytus,Clytus ruricola
Cerambycidae,Dendrobias
Dendrobias,Dendrobias mandibularis
Cerambycidae,Desmocerus
Desmocerus,Desmocerus palliatus
Cerambycidae,Eburia
Eburia,Eburia quadrigeminata
Cerambycidae,Elaphidion
Elaphidion,Elaphidion mucronatum
Cerambycidae,Graphisurus
Graphisurus,Graphisurus fasciatus
Cerambycidae,Knulliana
Knulliana,Knulliana cincta
Cerambycidae,Leptura
Leptura,Leptura quadrifasciata
Cerambycidae,Lepturobosca
Lepturobosca,Lepturobosca chrysocoma
Cerambycidae,Mallodon
Mallodon,Mallodon dasystomus
Cerambycidae,Megacyllene
Megacyllene,Megacyllene robiniae
Cerambycidae,Monochamus
Monochamus,Monochamus clamator
Monochamus,Monochamus notatus
Monochamus,Monochamus scutellatus
Cerambycidae,Morimus
Morimus,Morimus asper
Cerambycidae,Neoclytus
Neoclytus,Neoclytus acuminatus
Cerambycidae,Orthosoma
Orthosoma,Orthosoma brunneum
Cerambycidae,Plectrodera
Plectrodera,Plectrodera scalator
Cerambycidae,Prionoplus
Prionoplus,Prionoplus reticularis
Cerambycidae,Prionus
Prionus,Prionus californicus
Prionus,Prionus coriarius
Prionus,Prionus imbricornis
Prionus,Prionus laticollis
Cerambycidae,Pseudovadonia
Pseudovadonia,Pseudovadonia livida
Cerambycidae,Rhagium
Rhagium,Rhagium inquisitor
Rhagium,Rhagium mordax
Cerambycidae,Rosalia
Rosalia,Rosalia funebris
Cerambycidae,Rutpela
Rutpela,Rutpela maculata
Cerambycidae,Sphaenothecus
Sphaenothecus,Sphaenothecus bilineatus
Cerambycidae,Stenurella
Stenurella,Stenurella melanura
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura canadensis
Stictoleptura,Stictoleptura rubra
Cerambycidae,Strangalepta
Strangalepta,Strangalepta abbreviata
Cerambycidae,Strangalia
Strangalia,Strangalia luteicornis
Cerambycidae,Tetraopes
Tetraopes,Tetraopes femoratus
Tetraopes,Tetraopes tetrophthalmus
Cerambycidae,Trichocnemis
Trichocnemis,Trichocnemis spiculatus
Cerambycidae,Typocerus
Typocerus,Typocerus velutinus
Typocerus,Typocerus zebra
Cerambycidae,Xylotrechus
Xylotrechus,Xylotrechus colonus
Coleoptera,Chrysomelidae
Chrysomelidae,Acalymma
Acalymma,Acalymma vittatum
Chrysomelidae,Agelastica
Agelastica,Agelastica alni
Chrysomelidae,Anomoea
Anomoea,Anomoea laticlavia
Chrysomelidae,Aspidimorpha
Aspidimorpha,Aspidimorpha miliaris
Chrysomelidae,Cassida
Cassida,Cassida rubiginosa
Chrysomelidae,Cerotoma
Cerotoma,Cerotoma trifurcata
Chrysomelidae,Charidotella
Charidotella,Charidotella sexpunctata
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus auratus
Chrysochus,Chrysochus cobaltinus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina americana
Chrysolina,Chrysolina bankii
Chrysolina,Chrysolina fastuosa
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela populi
Chrysomela,Chrysomela scripta
Chrysomela,Chrysomela vigintipunctata
Chrysomelidae,Clytra
Clytra,Clytra laeviuscula
Chrysomelidae,Deloyala
Deloyala,Deloyala guttata
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica balteata
Diabrotica,Diabrotica undecimpunctata
Chrysomelidae,Disonycha
Disonycha,Disonycha glabrata
Chrysomelidae,Galeruca
Galeruca,Galeruca tanaceti
Chrysomelidae,Gastrophysa
Gastrophysa,Gastrophysa viridula
Chrysomelidae,Helocassis
Helocassis,Helocassis clavata
Chrysomelidae,Labidomera
Labidomera,Labidomera clivicollis
Chrysomelidae,Lema
Lema,Lema daturaphila
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa decemlineata
Leptinotarsa,Leptinotarsa juncta
Chrysomelidae,Lilioceris
Lilioceris,Lilioceris lilii
Chrysomelidae,Omophoita
Omophoita,Omophoita cyanipennis
Chrysomelidae,Ophraella
Ophraella,Ophraella communa
Chrysomelidae,Plagiodera
Plagiodera,Plagiodera versicolora
Chrysomelidae,Timarcha
Timarcha,Timarcha tenebricosa
Chrysomelidae,Trachymela
Trachymela,Trachymela sloanei
Chrysomelidae,Xanthogaleruca
Xanthogaleruca,Xanthogaleruca luteola
Chrysomelidae,Zygogramma
Zygogramma,Zygogramma signatipennis
Coleoptera,Cleridae
Cleridae,Trichodes
Trichodes,Trichodes alvearius
Trichodes,Trichodes apiarius
Trichodes,Trichodes ornatus
Coleoptera,Coccinellidae
Coccinellidae,Adalia
Adalia,Adalia bipunctata
Adalia,Adalia decempunctata
Coccinellidae,Anatis
Anatis,Anatis ocellata
Coccinellidae,Calvia
Calvia,Calvia quatuordecimguttata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes lunata
Cheilomenes,Cheilomenes sexmaculata
Coccinellidae,Chilocorus
Chilocorus,Chilocorus stigma
Coccinellidae,Coccinella
Coccinella,Coccinella californica
Coccinella,Coccinella septempunctata
Coccinella,Coccinella transversalis
Coccinella,Coccinella trifasciata
Coccinella,Coccinella undecimpunctata
Coccinellidae,Coelophora
Coelophora,Coelophora inaequalis
Coccinellidae,Coleomegilla
Coleomegilla,Coleomegilla maculata
Coccinellidae,Cryptolaemus
Cryptolaemus,Cryptolaemus montrouzieri
Coccinellidae,Cycloneda
Cycloneda,Cycloneda munda
Cycloneda,Cycloneda polita
Cycloneda,Cycloneda sanguinea
Coccinellidae,Epilachna
Epilachna,Epilachna mexicana
Coccinellidae,Exochomus
Exochomus,Exochomus quadripustulatus
Coccinellidae,Halmus
Halmus,Halmus chalybeus
Coccinellidae,Halyzia
Halyzia,Halyzia sedecimguttata
Coccinellidae,Harmonia
Harmonia,Harmonia axyridis
Harmonia,Harmonia conformis
Coccinellidae,Henosepilachna
Henosepilachna,Henosepilachna vigintioctopunctata
Coccinellidae,Hippodamia
Hippodamia,Hippodamia convergens
Hippodamia,Hippodamia variegata
Coccinellidae,Illeis
Illeis,Illeis galbula
Coccinellidae,Olla
Olla,Olla v-nigrum
Coccinellidae,Propylea
Propylea,Propylea quatuordecimpunctata
Coccinellidae,Psyllobora
Psyllobora,Psyllobora vigintiduopunctata
Psyllobora,Psyllobora vigintimaculata
Coleoptera,Curculionidae
Curculionidae,Cactophagus
Cactophagus,Cactophagus spinolae
Curculionidae,Cyrtepistomus
Cyrtepistomus,Cyrtepistomus castaneus
Curculionidae,Diaprepes
Diaprepes,Diaprepes abbreviatus
Curculionidae,Larinus
Larinus,Larinus carlinae
Curculionidae,Otiorhynchus
Otiorhynchus,Otiorhynchus sulcatus
Curculionidae,Pantomorus
Pantomorus,Pantomorus cervinus
Curculionidae,Phyllobius
Phyllobius,Phyllobius pomaceus
Curculionidae,Polydrusus
Polydrusus,Polydrusus formosus
Curculionidae,Rhodobaenus
Rhodobaenus,Rhodobaenus quinquepunctatus
Curculionidae,Rhynchophorus
Rhynchophorus,Rhynchophorus ferrugineus
Coleoptera,Dermestidae
Dermestidae,Anthrenus
Anthrenus,Anthrenus verbasci
Dermestidae,Dermestes
Dermestes,Dermestes lardarius
Coleoptera,Elateridae
Elateridae,Agrypnus
Agrypnus,Agrypnus murinus
Elateridae,Alaus
Alaus,Alaus lusciosus
Alaus,Alaus oculatus
Coleoptera,Erotylidae
Erotylidae,Cypherotylus
Cypherotylus,Cypherotylus californicus
Erotylidae,Megalodacne
Megalodacne,Megalodacne heros
Coleoptera,Geotrupidae
Geotrupidae,Anoplotrupes
Anoplotrupes,Anoplotrupes stercorosus
Geotrupidae,Trypocopris
Trypocopris,Trypocopris vernalis
Coleoptera,Lampyridae
Lampyridae,Ellychnia
Ellychnia,Ellychnia corrusca
Lampyridae,Lampyris
Lampyris,Lampyris noctiluca
Lampyridae,Lucidota
Lucidota,Lucidota atra
Lampyridae,Photinus
Photinus,Photinus pyralis
Coleoptera,Lucanidae
Lucanidae,Dorcus
Dorcus,Dorcus parallelipipedus
Lucanidae,Lucanus
Lucanus,Lucanus capreolus
Lucanus,Lucanus cervus
Lucanus,Lucanus elaphus
Lucanidae,Serrognathus
Serrognathus,Serrognathus titanus
Coleoptera,Lycidae
Lycidae,Calopteron
Calopteron,Calopteron reticulatum
Calopteron,Calopteron terminale
Coleoptera,Meloidae
Meloidae,Cysteodemus
Cysteodemus,Cysteodemus armatus
Meloidae,Epicauta
Epicauta,Epicauta pennsylvanica
Meloidae,Lytta
Lytta,Lytta magister
Meloidae,Meloe
Meloe,Meloe proscarabaeus
Meloe,Meloe violaceus
Coleoptera,Melyridae
Melyridae,Malachius
Malachius,Malachius bipustulatus
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera femorata
Oedemera,Oedemera nobilis
Coleoptera,Passalidae
Passalidae,Odontotaenius
Odontotaenius,Odontotaenius disjunctus
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa coccinea
Pyrochroa,Pyrochroa serraticornis
Coleoptera,Scarabaeidae
Scarabaeidae,Amphimallon
Amphimallon,Amphimallon solstitiale
Scarabaeidae,Callistethus
Callistethus,Callistethus marginatus
Scarabaeidae,Cetonia
Cetonia,Cetonia aurata
Scarabaeidae,Cotinis
Cotinis,Cotinis mutabilis
Cotinis,Cotinis nitida
Scarabaeidae,Digitonthophagus
Digitonthophagus,Digitonthophagus gazella
Scarabaeidae,Dynastes
Dynastes,Dynastes tityus
Scarabaeidae,Euphoria
Euphoria,Euphoria basalis
Euphoria,Euphoria inda
Euphoria,Euphoria kernii
Euphoria,Euphoria sepulcralis
Scarabaeidae,Exomala
Exomala,Exomala orientalis
Scarabaeidae,Macrodactylus
Macrodactylus,Macrodactylus subspinosus
Scarabaeidae,Melolontha
Melolontha,Melolontha melolontha
Scarabaeidae,Oryctes
Oryctes,Oryctes nasicornis
Scarabaeidae,Osmoderma
Osmoderma,Osmoderma scabra
Scarabaeidae,Oxythyrea
Oxythyrea,Oxythyrea funesta
Scarabaeidae,Pelidnota
Pelidnota,Pelidnota punctata
Scarabaeidae,Phanaeus
Phanaeus,Phanaeus vindex
Scarabaeidae,Phyllopertha
Phyllopertha,Phyllopertha horticola
Scarabaeidae,Polyphylla
Polyphylla,Polyphylla decemlineata
Scarabaeidae,Popillia
Popillia,Popillia japonica
Scarabaeidae,Protaetia
Protaetia,Protaetia cuprea
Scarabaeidae,Strategus
Strategus,Strategus aloeus
Scarabaeidae,Trichiotinus
Trichiotinus,Trichiotinus assimilis
Trichiotinus,Trichiotinus texanus
Scarabaeidae,Trichius
Trichius,Trichius fasciatus
Scarabaeidae,Trigonopeltastes
Trigonopeltastes,Trigonopeltastes delta
Scarabaeidae,Trypoxylus
Trypoxylus,Trypoxylus dichotomus
Scarabaeidae,Valgus
Valgus,Valgus hemipterus
Coleoptera,Silphidae
Silphidae,Necrodes
Necrodes,Necrodes surinamensis
Silphidae,Necrophila
Necrophila,Necrophila americana
Silphidae,Nicrophorus
Nicrophorus,Nicrophorus orbicollis
Nicrophorus,Nicrophorus tomentosus
Nicrophorus,Nicrophorus vespilloides
Silphidae,Oiceoptoma
Oiceoptoma,Oiceoptoma thoracicum
Silphidae,Phosphuga
Phosphuga,Phosphuga atrata
Coleoptera,Staphylinidae
Staphylinidae,Ocypus
Ocypus,Ocypus olens
Coleoptera,Tenebrionidae
Tenebrionidae,Bolitotherus
Bolitotherus,Bolitotherus cornutus
Tenebrionidae,Eleodes
Eleodes,Eleodes obscura
Eleodes,Eleodes osculans
Tenebrionidae,Lagria
Lagria,Lagria hirta
Coleoptera,Zopheridae
Zopheridae,Phloeodes
Phloeodes,Phloeodes diabolicus
Zopheridae,Zopherus
Zopherus,Zopherus nodulosus
Insecta,Dermaptera
Dermaptera,Anisolabididae
Anisolabididae,Euborellia
Euborellia,Euborellia annulipes
Dermaptera,Forficulidae
Forficulidae,Forficula
Forficula,Forficula auricularia
Insecta,Diptera
Diptera,Asilidae
Asilidae,Dioctria
Dioctria,Dioctria hyalipennis
Asilidae,Efferia
Efferia,Efferia aestuans
Asilidae,Laphria
Laphria,Laphria macquarti
Laphria,Laphria thoracica
Asilidae,Mallophora
Mallophora,Mallophora fautrix
Mallophora,Mallophora leschenaulti
Asilidae,Microstylum
Microstylum,Microstylum morosum
Asilidae,Promachus
Promachus,Promachus hinei
Promachus,Promachus rufipes
Asilidae,Triorla
Triorla,Triorla interrupta
Diptera,Bibionidae
Bibionidae,Plecia
Plecia,Plecia nearctica
Diptera,Bombyliidae
Bombyliidae,Bombylius
Bombylius,Bombylius major
Bombyliidae,Poecilanthrax
Poecilanthrax,Poecilanthrax lucifer
Bombyliidae,Xenox
Xenox,Xenox tigrinus
Diptera,Calliphoridae
Calliphoridae,Calliphora
Calliphora,Calliphora vicina
Calliphoridae,Chrysomya
Chrysomya,Chrysomya megacephala
Calliphoridae,Lucilia
Lucilia,Lucilia sericata
Diptera,Cecidomyiidae
Cecidomyiidae,Asphondylia
Asphondylia,Asphondylia auripila
Cecidomyiidae,Rabdophaga
Rabdophaga,Rabdophaga strobiloides
Cecidomyiidae,Rhopalomyia
Rhopalomyia,Rhopalomyia californica
Rhopalomyia,Rhopalomyia solidaginis
Diptera,Conopidae
Conopidae,Physocephala
Physocephala,Physocephala tibialis
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes aegypti
Aedes,Aedes albopictus
Aedes,Aedes vexans
Culicidae,Culex
Culex,Culex quinquefasciatus
Culicidae,Psorophora
Psorophora,Psorophora ciliata
Diptera,Micropezidae
Micropezidae,Rainieria
Rainieria,Rainieria antennaepes
Diptera,Muscidae
Muscidae,Mesembrina
Mesembrina,Mesembrina meridiana
Muscidae,Musca
Musca,Musca domestica
Muscidae,Stomoxys
Stomoxys,Stomoxys calcitrans
Diptera,Mydidae
Mydidae,Mydas
Mydas,Mydas clavatus
Diptera,Psychodidae
Psychodidae,Clogmia
Clogmia,Clogmia albipunctata
Diptera,Ptychopteridae
Ptychopteridae,Bittacomorpha
Bittacomorpha,Bittacomorpha clavipes
Diptera,Rhagionidae
Rhagionidae,Chrysopilus
Chrysopilus,Chrysopilus thoracicus
Diptera,Scathophagidae
Scathophagidae,Scathophaga
Scathophaga,Scathophaga stercoraria
Diptera,Stratiomyidae
Stratiomyidae,Exaireta
Exaireta,Exaireta spinigera
Stratiomyidae,Hermetia
Hermetia,Hermetia illucens
Stratiomyidae,Ptecticus
Ptecticus,Ptecticus trivittatus
Diptera,Syrphidae
Syrphidae,Allograpta
Allograpta,Allograpta obliqua
