Life,Animalia
Theridiidae,Steatoda
Steatoda,Steatoda capensis
Steatoda,Steatoda grossa
Steatoda,Steatoda nobilis
Steatoda,Steatoda triangulosa
Araneae,Thomisidae
Thomisidae,Sidymella
Sidymella,Sidymella trapezia
Thomisidae,Thomisus
Thomisus,Thomisus onustus
Araneae,Zoropsidae
Zoropsidae,Zoropsis
Zoropsis,Zoropsis spinimana
Arachnida,Endeostigmata
Endeostigmata,Eriophyidae
Eriophyidae,Aceria
Aceria,Aceria parulmi
Eriophyidae,Aculops
Aculops,Aculops rhois
Eriophyidae,Aculus
Aculus,Aculus tetanothrix
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Amblyomma
Amblyomma,Amblyomma americanum
Ixodidae,Ixodes
Ixodes,Ixodes pacificus
Ixodes,Ixodes ricinus
Ixodes,Ixodes scapularis
Arachnida,Opiliones
Opiliones,Phalangiidae
Phalangiidae,Opilio
Opilio,Opilio canestrinii
Opiliones,Sclerosomatidae
Sclerosomatidae,Leiobunum
Leiobunum,Leiobunum rotundum
Leiobunum,Leiobunum townsendi
Leiobunum,Leiobunum vittatum
Arachnida,Scorpiones
Scorpiones,Buthidae
Buthidae,Centruroides
Centruroides,Centruroides sculpturatus
Centruroides,Centruroides vittatus
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis puritanus
Paravaejovis,Paravaejovis spinigerus
Vaejovidae,Paruroctonus
Paruroctonus,Paruroctonus silvestrii
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Hemiscolopendra
Hemiscolopendra,Hemiscolopendra marginata
Chilopoda,Scutigeromorpha
Scutigeromorpha,Scutigeridae
Scutigeridae,Scutigera
Scutigera,Scutigera coleoptrata
Arthropoda,Diplopoda
Diplopoda,Julida
Julida,Julidae
Julidae,Ommatoiulus
Ommatoiulus,Ommatoiulus moreleti
Diplopoda,Polydesmida
Polydesmida,Paradoxosomatidae
Paradoxosomatidae,Oxidus
Oxidus,Oxidus gracilis
Polydesmida,Xystodesmidae
Xystodesmidae,Harpaphe
Harpaphe,Harpaphe haydeniana
Diplopoda,Spirobolida
Spirobolida,Rhinocricidae
Rhinocricidae,Anadenobolus
Anadenobolus,Anadenobolus monilicornis
Arthropoda,Hexanauplia
Hexanauplia,Scalpelliformes
Scalpelliformes,Pollicipedidae
Pollicipedidae,Pollicipes
Pollicipes,Pollicipes polymerus
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Semibalanus
Semibalanus,Semibalanus balanoides
Semibalanus,Semibalanus cariosus
Sessilia,Tetraclitidae
Tetraclitidae,Tetraclita
Tetraclita,Tetraclita rubescens
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Panchlora
Panchlora,Panchlora nivea
Blattodea,Blattidae
Blattidae,Periplaneta
Periplaneta,Periplaneta americana
Periplaneta,Periplaneta australasiae
Periplaneta,Periplaneta fuliginosa
Blattodea,Ectobiidae
Ectobiidae,Pseudomops
Pseudomops,Pseudomops septentrionalis
Insecta,Coleoptera
Coleoptera,Buprestidae
Buprestidae,Agrilus
Agrilus,Agrilus planipennis
Buprestidae,Euchroma
Euchroma,Euchroma giganteum
Coleoptera,Cantharidae
Cantharidae,Atalantycha
Atalantycha,Atalantycha bilineata
Cantharidae,Cantharis
Cantharis,Cantharis fusca
Cantharis,Cantharis livida
Cantharis,Cantharis rustica
Cantharidae,Rhagonycha
Rhagonycha,Rhagonycha fulva
Coleoptera,Carabidae
Carabidae,Calosoma
Calosoma,Calosoma scrutator
Carabidae,Cicindela
Cicindela,Cicindela aurulenta
Cicindela,Cicindela campestris
Cicindela,Cicindela duodecimguttata
Cicindela,Cicindela formosa
Cicindela,Cicindela hirticollis
Cicindela,Cicindela hybrida
Cicindela,Cicindela longilabris
Cicindela,Cicindela ocellata
Cicindela,Cicindela oregona
Cicindela,Cicindela punctulata
Cicindela,Cicindela purpurea
Cicindela,Cicindela repanda
Cicindela,Cicindela scutellaris
Cicindela,Cicindela sexguttata
Cicindela,Cicindela tranquebarica
Cicindela,Cicindela trifasciata
Carabidae,Harpalus
Harpalus,Harpalus rufipes
Carabidae,Scaphinotus
Scaphinotus,Scaphinotus angusticollis
Carabidae,Tetracha
Tetracha,Tetracha carolina
Coleoptera,Cerambycidae
Cerambycidae,Agapanthia
Agapanthia,Agapanthia villosoviridescens
Cerambycidae,Aromia
Aromia,Aromia moschata
Cerambycidae,Cerambyx
Cerambyx,Cerambyx scopolii
Cerambycidae,Dendrobias
Dendrobias,Dendrobias mandibularis
Cerambycidae,Elaphidion
Elaphidion,Elaphidion mucronatum
Cerambycidae,Graphisurus
Graphisurus,Graphisurus fasciatus
Cerambycidae,Leptura
Leptura,Leptura quadrifasciata
Cerambycidae,Lepturobosca
Lepturobosca,Lepturobosca chrysocoma
Cerambycidae,Mallodon
Mallodon,Mallodon dasystomus
Cerambycidae,Monochamus
Monochamus,Monochamus clamator
Monochamus,Monochamus notatus
Monochamus,Monochamus scutellatus
Cerambycidae,Morimus
Morimus,Morimus asper
Cerambycidae,Orthosoma
Orthosoma,Orthosoma brunneum
Cerambycidae,Prionus
Prionus,Prionus californicus
Prionus,Prionus coriarius
Prionus,Prionus imbricornis
Prionus,Prionus laticollis
Cerambycidae,Pseudovadonia
Pseudovadonia,Pseudovadonia livida
Cerambycidae,Rutpela
Rutpela,Rutpela maculata
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura canadensis
Stictoleptura,Stictoleptura rubra
Coleoptera,Chrysomelidae
Chrysomelidae,Anomoea
Anomoea,Anomoea laticlavia
Chrysomelidae,Aspidimorpha
Aspidimorpha,Aspidimorpha miliaris
Chrysomelidae,Cassida
Cassida,Cassida rubiginosa
Chrysomelidae,Clytra
Clytra,Clytra laeviuscula
Chrysomelidae,Deloyala
Deloyala,Deloyala guttata
Chrysomelidae,Disonycha
Disonycha,Disonycha glabrata
Chrysomelidae,Galeruca
Galeruca,Galeruca tanaceti
Chrysomelidae,Gastrophysa
Gastrophysa,Gastrophysa viridula
Chrysomelidae,Helocassis
Helocassis,Helocassis clavata
Chrysomelidae,Labidomera
Labidomera,Labidomera clivicollis
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa decemlineata
Leptinotarsa,Leptinotarsa juncta
Chrysomelidae,Omophoita
Omophoita,Omophoita cyanipennis
Chrysomelidae,Ophraella
Ophraella,Ophraella communa
Chrysomelidae,Plagiodera
Plagiodera,Plagiodera versicolora
Chrysomelidae,Timarcha
Timarcha,Timarcha tenebricosa
Chrysomelidae,Xanthogaleruca
Xanthogaleruca,Xanthogaleruca luteola
Coleoptera,Cleridae
Cleridae,Trichodes
Trichodes,Trichodes alvearius
Trichodes,Trichodes apiarius
Trichodes,Trichodes ornatus
Coleoptera,Coccinellidae
Coccinellidae,Calvia
Calvia,Calvia quatuordecimguttata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes lunata
Cheilomenes,Cheilomenes sexmaculata
Coccinellidae,Chilocorus
Chilocorus,Chilocorus stigma
Coccinellidae,Coelophora
Coelophora,Coelophora inaequalis
Coccinellidae,Cycloneda
Cycloneda,Cycloneda munda
Cycloneda,Cycloneda polita
Cycloneda,Cycloneda sanguinea
Coccinellidae,Harmonia
Harmonia,Harmonia axyridis
Harmonia,Harmonia conformis
Coccinellidae,Hippodamia
Hippodamia,Hippodamia convergens
Hippodamia,Hippodamia variegata
Coccinellidae,Illeis
Illeis,Illeis galbula
Coccinellidae,Olla
Olla,Olla v-nigrum
Coleoptera,Curculionidae
Curculionidae,Cactophagus
Cactophagus,Cactophagus spinolae
Curculionidae,Otiorhynchus
Otiorhynchus,Otiorhynchus sulcatus
Curculionidae,Pantomorus
Pantomorus,Pantomorus cervinus
Curculionidae,Polydrusus
Polydrusus,Polydrusus formosus
Curculionidae,Rhodobaenus
Rhodobaenus,Rhodobaenus quinquepunctatus
Coleoptera,Dermestidae
Dermestidae,Dermestes
Dermestes,Dermestes lardarius
Coleoptera,Elateridae
Elateridae,Agrypnus
Agrypnus,Agrypnus murinus
Coleoptera,Erotylidae
Erotylidae,Megalodacne
Megalodacne,Megalodacne heros
Coleoptera,Geotrupidae
Geotrupidae,Trypocopris
Trypocopris,Trypocopris vernalis
Coleoptera,Lampyridae
Lampyridae,Ellychnia
Ellychnia,Ellychnia corrusca
Lampyridae,Lucidota
Lucidota,Lucidota atra
Coleoptera,Lucanidae
Lucanidae,Lucanus
Lucanus,Lucanus capreolus
Lucanus,Lucanus cervus
Lucanus,Lucanus elaphus
Coleoptera,Lycidae
Lycidae,Calopteron
Calopteron,Calopteron reticulatum
Calopteron,Calopteron terminale
Coleoptera,Meloidae
Meloidae,Cysteodemus
Cysteodemus,Cysteodemus armatus
Meloidae,Epicauta
Epicauta,Epicauta pennsylvanica
Meloidae,Lytta
Lytta,Lytta magister
Coleoptera,Melyridae
Melyridae,Malachius
Malachius,Malachius bipustulatus
Coleoptera,Passalidae
Passalidae,Odontotaenius
Odontotaenius,Odontotaenius disjunctus
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa coccinea
Pyrochroa,Pyrochroa serraticornis
Coleoptera,Scarabaeidae
Scarabaeidae,Amphimallon
Amphimallon,Amphimallon solstitiale
Scarabaeidae,Cotinis
Cotinis,Cotinis mutabilis
Cotinis,Cotinis nitida
Scarabaeidae,Euphoria
Euphoria,Euphoria basalis
Euphoria,Euphoria inda
Euphoria,Euphoria kernii
Euphoria,Euphoria sepulcralis
Scarabaeidae,Exomala
Exomala,Exomala orientalis
Scarabaeidae,Osmoderma
Osmoderma,Osmoderma scabra
Scarabaeidae,Oxythyrea
Oxythyrea,Oxythyrea funesta
Scarabaeidae,Phanaeus
Phanaeus,Phanaeus vindex
Scarabaeidae,Popillia
Popillia,Popillia japonica
Scarabaeidae,Protaetia
Protaetia,Protaetia cuprea
Scarabaeidae,Trichius
Trichius,Trichius fasciatus
Scarabaeidae,Trigonopeltastes
Trigonopeltastes,Trigonopeltastes delta
Coleoptera,Silphidae
Silphidae,Necrodes
Necrodes,Necrodes surinamensis
Silphidae,Necrophila
Necrophila,Necrophila americana
Silphidae,Oiceoptoma
Oiceoptoma,Oiceoptoma thoracicum
Silphidae,Phosphuga
Phosphuga,Phosphuga atrata
Coleoptera,Staphylinidae
Staphylinidae,Ocypus
Ocypus,Ocypus olens
Coleoptera,Tenebrionidae
Tenebrionidae,Lagria
Lagria,Lagria hirta
Coleoptera,Zopheridae
Zopheridae,Phloeodes
Phloeodes,Phloeodes diabolicus
Insecta,Dermaptera
Dermaptera,Forficulidae
Forficulidae,Forficula
Forficula,Forficula auricularia
Insecta,Diptera
Diptera,Asilidae
Asilidae,Dioctria
Dioctria,Dioctria hyalipennis
Asilidae,Efferia
Efferia,Efferia aestuans
Asilidae,Microstylum
Microstylum,Microstylum morosum
Asilidae,Triorla
Triorla,Triorla interrupta
Diptera,Bombyliidae
Bombyliidae,Xenox
Xenox,Xenox tigrinus
Diptera,Calliphoridae
Calliphoridae,Chrysomya
Chrysomya,Chrysomya megacephala
Calliphoridae,Lucilia
Lucilia,Lucilia sericata
Diptera,Cecidomyiidae
Cecidomyiidae,Rhopalomyia
Rhopalomyia,Rhopalomyia californica
Rhopalomyia,Rhopalomyia solidaginis
Diptera,Conopidae
Conopidae,Physocephala
Physocephala,Physocephala tibialis
Diptera,Culicidae
Culicidae,Culex
Culex,Culex quinquefasciatus
Diptera,Muscidae
Muscidae,Mesembrina
Mesembrina,Mesembrina meridiana
Muscidae,Musca
Musca,Musca domestica
Diptera,Psychodidae
Psychodidae,Clogmia
Clogmia,Clogmia albipunctata
Diptera,Ptychopteridae
Ptychopteridae,Bittacomorpha
Bittacomorpha,Bittacomorpha clavipes
Diptera,Rhagionidae
Rhagionidae,Chrysopilus
Chrysopilus,Chrysopilus thoracicus
Diptera,Stratiomyidae
Stratiomyidae,Hermetia
Hermetia,Hermetia illucens
Stratiomyidae,Ptecticus
Ptecticus,Ptecticus trivittatus
Diptera,Syrphidae
Syrphidae,Allograpta
Allograpta,Allograpta obliqua
Syrphidae,Dioprosopa
Dioprosopa,Dioprosopa clavata
Syrphidae,Episyrphus
Episyrphus,Episyrphus balteatus
Syrphidae,Eristalinus
Eristalinus,Eristalinus aeneus
Eristalinus,Eristalinus taeniops
Syrphidae,Eristalis
Eristalis,Eristalis arbustorum
Eristalis,Eristalis dimidiata
Eristalis,Eristalis flavipes
Eristalis,Eristalis pertinax
Eristalis,Eristalis stipator
Eristalis,Eristalis tenax
Eristalis,Eristalis transversa
Syrphidae,Milesia
Milesia,Milesia virginiensis
Syrphidae,Sphaerophoria
Sphaerophoria,Sphaerophoria scripta
Syrphidae,Spilomyia
Spilomyia,Spilomyia longicornis
Syrphidae,Toxomerus
Toxomerus,Toxomerus geminatus
Toxomerus,Toxomerus marginatus
Toxomerus,Toxomerus occidentalis
Toxomerus,Toxomerus politus
Diptera,Tachinidae
Tachinidae,Hystricia
Hystricia,Hystricia abrupta
Tachinidae,Tachina
Tachina,Tachina fera
Diptera,Tephritidae
Tephritidae,Eurosta
Eurosta,Eurosta solidaginis
Diptera,Ulidiidae
Ulidiidae,Delphinia
Delphinia,Delphinia picta
Insecta,Hemiptera
Hemiptera,Acanaloniidae
Acanaloniidae,Acanalonia
Acanalonia,Acanalonia bivittata
Acanalonia,Acanalonia conica
Hemiptera,Acanthosomatidae
Acanthosomatidae,Acanthosoma
Acanthosoma,Acanthosoma haemorrhoidale
Acanthosomatidae,Elasmucha
Elasmucha,Elasmucha grisea
Hemiptera,Alydidae
Alydidae,Hyalymenus
Hyalymenus,Hyalymenus tarsatus
Hemiptera,Aphalaridae
Aphalaridae,Pachypsylla
Pachypsylla,Pachypsylla celtidismamma
Pachypsylla,Pachypsylla venusta
Hemiptera,Aphididae
Aphididae,Melaphis
Melaphis,Melaphis rhois
Aphididae,Tuberolachnus
Tuberolachnus,Tuberolachnus salignus
Hemiptera,Aphrophoridae
Aphrophoridae,Philaenus
Philaenus,Philaenus spumarius
Hemiptera,Cercopidae
Cercopidae,Prosapia
Prosapia,Prosapia bicincta
Hemiptera,Cicadellidae
Cicadellidae,Excultanus
Excultanus,Excultanus excultus
Cicadellidae,Graphocephala
Graphocephala,Graphocephala atropunctata
Graphocephala,Graphocephala coccinea
Graphocephala,Graphocephala fennahi
Graphocephala,Graphocephala versuta
Cicadellidae,Orientus
Orientus,Orientus ishidae
Cicadellidae,Paraulacizes
Paraulacizes,Paraulacizes irrorata
Cicadellidae,Tylozygus
Tylozygus,Tylozygus bifidus
Hemiptera,Cicadidae
Cicadidae,Amphipsalta
Amphipsalta,Amphipsalta zelandica
Cicadidae,Cicada
Cicada,Cicada orni
Cicadidae,Cyclochila
Cyclochila,Cyclochila australasiae
Cicadidae,Graptopsaltria
Graptopsaltria,Graptopsaltria nigrofuscata
Cicadidae,Magicicada
Magicicada,Magicicada septendecim
Cicadidae,Pacarina
Pacarina,Pacarina puella
Cicadidae,Psaltoda
Psaltoda,Psaltoda plaga
Hemiptera,Coreidae
Coreidae,Anasa
Anasa,Anasa tristis
Coreidae,Chelinidea
Chelinidea,Chelinidea vittiger
Coreidae,Coreus
Coreus,Coreus marginatus
Coreidae,Euthochtha
Euthochtha,Euthochtha galeator
Coreidae,Gonocerus
Gonocerus,Gonocerus acuteangulatus
Coreidae,Hypselonotus
Hypselonotus,Hypselonotus interruptus
Hypselonotus,Hypselonotus punctiventris
Coreidae,Thasus
Thasus,Thasus gigas
Thasus,Thasus neocalifornicus
Hemiptera,Cydnidae
Cydnidae,Sehirus
Sehirus,Sehirus cinctus
Hemiptera,Flatidae
Flatidae,Flatormenis
Flatormenis,Flatormenis proxima
Flatidae,Siphanta
Siphanta,Siphanta acuta
Hemiptera,Fulgoridae
Fulgoridae,Pyrops
Pyrops,Pyrops candelaria
Hemiptera,Largidae
Largidae,Largus
Largus,Largus californicus
Largus,Largus succinctus
Hemiptera,Lygaeidae
Lygaeidae,Kleidocerys
Kleidocerys,Kleidocerys resedae
Lygaeidae,Neacoryphus
Neacoryphus,Neacoryphus bicrucis
Lygaeidae,Oncopeltus
Oncopeltus,Oncopeltus fasciatus
Lygaeidae,Spilostethus
Spilostethus,Spilostethus pandurus
Spilostethus,Spilostethus saxatilis
Hemiptera,Membracidae
Membracidae,Entylia
Entylia,Entylia carinata
Hemiptera,Miridae
Miridae,Closterotomus
Closterotomus,Closterotomus norwegicus
Miridae,Leptopterna
Leptopterna,Leptopterna dolabrata
Miridae,Poecilocapsus
Poecilocapsus,Poecilocapsus lineatus
Miridae,Stenotus
Stenotus,Stenotus binotatus
Hemiptera,Nepidae
Nepidae,Nepa
Nepa,Nepa cinerea
Hemiptera,Oxycarenidae
Oxycarenidae,Oxycarenus
Oxycarenus,Oxycarenus lavaterae
Hemiptera,Pentatomidae
Pentatomidae,Aelia
Aelia,Aelia acuminata
Pentatomidae,Bagrada
Bagrada,Bagrada hilaris
Pentatomidae,Banasa
Banasa,Banasa dimidiata
Banasa,Banasa euchlora
Pentatomidae,Chinavia
Chinavia,Chinavia hilaris
Pentatomidae,Erthesina
Erthesina,Erthesina fullo
Pentatomidae,Eurydema
Eurydema,Eurydema oleracea
Eurydema,Eurydema ornata
Pentatomidae,Euthyrhynchus
Euthyrhynchus,Euthyrhynchus floridanus
Pentatomidae,Halyomorpha
Halyomorpha,Halyomorpha halys
Pentatomidae,Menecles
Menecles,Menecles insertus
Pentatomidae,Nezara
Nezara,Nezara viridula
Pentatomidae,Oebalus
Oebalus,Oebalus pugnax
Pentatomidae,Palomena
Palomena,Palomena prasina
Pentatomidae,Pentatoma
Pentatoma,Pentatoma rufipes
Pentatomidae,Peribalus
Peribalus,Peribalus strictus
Pentatomidae,Picromerus
Picromerus,Picromerus bidens
Pentatomidae,Stiretrus
Stiretrus,Stiretrus anchorago
Hemiptera,Phylloxeridae
Phylloxeridae,Daktulosphaira
Daktulosphaira,Daktulosphaira vitifoliae
Hemiptera,Plataspidae
Plataspidae,Megacopta
Megacopta,Megacopta cribraria
Hemiptera,Pyrrhocoridae
Pyrrhocoridae,Dindymus
Dindymus,Dindymus versicolor
Pyrrhocoridae,Scantius
Scantius,Scantius aegyptius
Hemiptera,Reduviidae
Reduviidae,Melanolestes
Melanolestes,Melanolestes picipes
Reduviidae,Pselliopus
Pselliopus,Pselliopus barberi
Reduviidae,Zelus
Zelus,Zelus longipes
Zelus,Zelus luridus
Zelus,Zelus renardii
Zelus,Zelus tetracanthus
Hemiptera,Rhopalidae
Rhopalidae,Corizus
Corizus,Corizus hyoscyami
Rhopalidae,Jadera
Jadera,Jadera haematoloma
Hemiptera,Rhyparochromidae
Rhyparochromidae,Rhyparochromus
Rhyparochromus,Rhyparochromus vulgaris
Hemiptera,Scutelleridae
Scutelleridae,Poecilocoris
Poecilocoris,Poecilocoris lewisi
Scutelleridae,Tectocoris
Tectocoris,Tectocoris diophthalmus
Hemiptera,Tessaratomidae
Tessaratomidae,Tessaratoma
Tessaratoma,Tessaratoma papillosa
Insecta,Hymenoptera
Hymenoptera,Andrenidae
Andrenidae,Andrena
Andrena,Andrena cineraria
Andrena,Andrena fulva
Andrena,Andrena wilkella
Hymenoptera,Apidae
Apidae,Bombus
Bombus,Bombus auricomus
Bombus,Bombus bimaculatus
Bombus,Bombus borealis
Bombus,Bombus californicus
Bombus,Bombus citrinus
Bombus,Bombus fervidus
Bombus,Bombus flavifrons
Bombus,Bombus griseocollis
Bombus,Bombus huntii
Bombus,Bombus hypnorum
Bombus,Bombus impatiens
Bombus,Bombus lapidarius
Bombus,Bombus melanopygus
Bombus,Bombus mixtus
Bombus,Bombus nevadensis
Bombus,Bombus pascuorum
Bombus,Bombus pensylvanicus
Bombus,Bombus perplexus
Bombus,Bombus pratorum
Bombus,Bombus rufocinctus
Bombus,Bombus sonorus
Bombus,Bombus ternarius
Bombus,Bombus terrestris
Bombus,Bombus terricola
Bombus,Bombus vagans
Bombus,Bombus vancouverensis
Bombus,Bombus vosnesenskii
Apidae,Melissodes
Melissodes,Melissodes bimaculatus
Apidae,Tetragonisca
Tetragonisca,Tetragonisca angustula
Hymenoptera,Chrysididae
Chrysididae,Chrysis
Chrysis,Chrysis angolensis
Hymenoptera,Colletidae
Colletidae,Hylaeus
Hylaeus,Hylaeus modestus
Hymenoptera,Crabronidae
Crabronidae,Bicyrtes
Bicyrtes,Bicyrtes quadrifasciatus
Crabronidae,Sphecius
Sphecius,Sphecius speciosus
Crabronidae,Trypoxylon
Trypoxylon,Trypoxylon politum
Hymenoptera,Cynipidae
Cynipidae,Callirhytis
Callirhytis,Callirhytis seminator
Cynipidae,Cynips
Cynips,Cynips douglasii
Cynipidae,Diplolepis
Diplolepis,Diplolepis polita
Diplolepis,Diplolepis rosae
Hymenoptera,Formicidae
Formicidae,Anoplolepis
Anoplolepis,Anoplolepis gracilipes
Formicidae,Camponotus
Camponotus,Camponotus castaneus
Camponotus,Camponotus floridanus
Camponotus,Camponotus fulvopilosus
Camponotus,Camponotus modoc
Camponotus,Camponotus niveosetosus
Camponotus,Camponotus novaeboracensis
Camponotus,Camponotus pennsylvanicus
Camponotus,Camponotus planatus
Camponotus,Camponotus sericeiventris
Formicidae,Liometopum
Liometopum,Liometopum occidentale
Formicidae,Neoponera
Neoponera,Neoponera villosa
Formicidae,Paratrechina
Paratrechina,Paratrechina longicornis
Formicidae,Pseudomyrmex
Pseudomyrmex,Pseudomyrmex gracilis
Formicidae,Solenopsis
Solenopsis,Solenopsis invicta
Formicidae,Tapinoma
Tapinoma,Tapinoma sessile
Formicidae,Tetramorium
Tetramorium,Tetramorium immigrans
Hymenoptera,Halictidae
Halictidae,Agapostemon
Agapostemon,Agapostemon splendens
Agapostemon,Agapostemon virescens
Halictidae,Augochloropsis
Augochloropsis,Augochloropsis metallica
Hymenoptera,Ichneumonidae
Ichneumonidae,Enicospilus
Enicospilus,Enicospilus purgatus
Hymenoptera,Megachilidae
Megachilidae,Megachile
Megachile,Megachile sculpturalis
Megachile,Megachile xylocopoides
Hymenoptera,Scoliidae
Scoliidae,Scolia
Scolia,Scolia bicincta
Scolia,Scolia dubia
Scolia,Scolia hirta
Scolia,Scolia nobilitata
Hymenoptera,Sphecidae
Sphecidae,Sphecidae/Ammophila
Sphecidae/Ammophila,Ammophila procera
Sphecidae,Chlorion
Chlorion,Chlorion aerarium
Sphecidae,Eremnophila
Eremnophila,Eremnophila aureonotata
Sphecidae,Sceliphron
Sceliphron,Sceliphron caementarium
Hymenoptera,Tenthredinidae
Tenthredinidae,Pontania
Pontania,Pontania californica
Hymenoptera,Vespidae
Vespidae,Ancistrocerus
Ancistrocerus,Ancistrocerus adiabatus
Ancistrocerus,Ancistrocerus antilope
Ancistrocerus,Ancistrocerus gazella
Vespidae,Brachygastra
Brachygastra,Brachygastra mellifica
Vespidae,Dolichovespula
Dolichovespula,Dolichovespula arenaria
Dolichovespula,Dolichovespula maculata
Vespidae,Eumenes
Eumenes,Eumenes fraternus
Vespidae,Mischocyttarus
Mischocyttarus,Mischocyttarus flavitarsis
Vespidae,Vespa
Vespa,Vespa affinis
Vespa,Vespa crabro
Vespa,Vespa velutina
Vespidae,Vespula
Vespula,Vespula alascensis
Vespula,Vespula germanica
Vespula,Vespula maculifrons
Vespula,Vespula pensylvanica
Vespula,Vespula squamosa
Vespula,Vespula vidua
Vespula,Vespula vulgaris
Insecta,Lepidoptera
Lepidoptera,Adelidae
Adelidae,Nemophora
Nemophora,Nemophora degeerella
Lepidoptera,Apatelodidae
Apatelodidae,Apatelodes
Apatelodes,Apatelodes torrefacta
Lepidoptera,Blastobasidae
Blastobasidae,Blastobasis
Blastobasis,Blastobasis glandulella
Lepidoptera,Cossidae
Cossidae,Zeuzera
Zeuzera,Zeuzera pyrina
Lepidoptera,Crambidae
Crambidae,Achyra
Achyra,Achyra affinitalis
Achyra,Achyra rantalis
Crambidae,Agriphila
Agriphila,Agriphila straminella
Agriphila,Agriphila tristella
Agriphila,Agriphila vulgivagellus
Crambidae,Anageshna
Anageshna,Anageshna primordialis
Crambidae,Anania
Anania,Anania funebris
Anania,Anania hortulata
Crambidae,Blepharomastix
Blepharomastix,Blepharomastix ranalis
Crambidae,Chrysoteuchia
