Life,Animalia
Hypoblemum,Hypoblemum griseum
Salticidae,Lyssomanes
Lyssomanes,Lyssomanes viridis
Salticidae,Maevia
Maevia,Maevia inclemens
Salticidae,Marpissa
Marpissa,Marpissa muscosa
Salticidae,Menemerus
Menemerus,Menemerus bivittatus
Menemerus,Menemerus semilimbatus
Salticidae,Paraphidippus
Paraphidippus,Paraphidippus aurantius
Salticidae,Phidippus
Phidippus,Phidippus audax
Phidippus,Phidippus clarus
Phidippus,Phidippus johnsoni
Salticidae,Platycryptus
Platycryptus,Platycryptus undatus
Salticidae,Plexippus
Plexippus,Plexippus paykulli
Salticidae,Sassacus
Sassacus,Sassacus vitis
Araneae,Sicariidae
Sicariidae,Loxosceles
Loxosceles,Loxosceles reclusa
Araneae,Sparassidae
Sparassidae,Micrommata
Micrommata,Micrommata virescens
Sparassidae,Olios
Olios,Olios giganteus
Araneae,Tetragnathidae
Tetragnathidae,Leucauge
Leucauge,Leucauge argyra
Leucauge,Leucauge argyrobapta
Leucauge,Leucauge venusta
Araneae,Theridiidae
Theridiidae,Latrodectus
Latrodectus,Latrodectus geometricus
Latrodectus,Latrodectus hasselti
Latrodectus,Latrodectus hesperus
Latrodectus,Latrodectus katipo
Latrodectus,Latrodectus mactans
Latrodectus,Latrodectus variolus
Araneae,Thomisidae
Thomisidae,Misumena
Misumena,Misumena vatia
Thomisidae,Misumenoides
Misumenoides,Misumenoides formosipes
Thomisidae,Synema
Synema,Synema globosum
Arachnida,Endeostigmata
Endeostigmata,Eriophyidae
Eriophyidae,Eriophyes
Eriophyes,Eriophyes cerasicrumena
Eriophyes,Eriophyes tiliae
Eriophyidae,Vasates
Vasates,Vasates quadripedes
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Dermacentor
Dermacentor,Dermacentor occidentalis
Dermacentor,Dermacentor variabilis
Arachnida,Opiliones
Opiliones,Phalangiidae
Phalangiidae,Mitopus
Mitopus,Mitopus morio
Phalangiidae,Phalangium
Phalangium,Phalangium opilio
Arachnida,Scorpiones
Scorpiones,Caraboctonidae
Caraboctonidae,Hadrurus
Hadrurus,Hadrurus arizonensis
Scorpiones,Vaejovidae
Vaejovidae,Uroctonus
Uroctonus,Uroctonus mordax
Vaejovidae,Vaejovis
Vaejovis,Vaejovis carolinianus
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Scolopendra
Scolopendra,Scolopendra cingulata
Scolopendra,Scolopendra heros
Scolopendra,Scolopendra polymorpha
Arthropoda,Diplopoda
Diplopoda,Polydesmida
Polydesmida,Xystodesmidae
Xystodesmidae,Apheloria
Apheloria,Apheloria virginiensis
Diplopoda,Spirobolida
Spirobolida,Trigoniulidae
Trigoniulidae,Trigoniulus
Trigoniulus,Trigoniulus corallinus
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anatifera
Lepas,Lepas anserifera
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Balanus
Balanus,Balanus glandula
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Aptera
Aptera,Aptera fusca
Blaberidae,Pycnoscelus
Pycnoscelus,Pycnoscelus surinamensis
Blattodea,Blattidae
Blattidae,Blatta
Blatta,Blatta orientalis
Insecta,Coleoptera
Coleoptera,Brentidae
Brentidae,Arrhenodes
Arrhenodes,Arrhenodes minutus
Coleoptera,Buprestidae
Buprestidae,Buprestis
Buprestis,Buprestis aurulenta
Coleoptera,Cantharidae
Cantharidae,Chauliognathus
Chauliognathus,Chauliognathus basalis
Chauliognathus,Chauliognathus marginatus
Chauliognathus,Chauliognathus pensylvanicus
Coleoptera,Carabidae
Carabidae,Carabus
Carabus,Carabus coriaceus
Carabus,Carabus granulatus
Carabus,Carabus nemoralis
Carabidae,Scarites
Scarites,Scarites subterraneus
Coleoptera,Cerambycidae
Cerambycidae,Analeptura
Analeptura,Analeptura lineola
Cerambycidae,Clytus
Clytus,Clytus arietis
Clytus,Clytus ruricola
Cerambycidae,Desmocerus
Desmocerus,Desmocerus palliatus
Cerambycidae,Eburia
Eburia,Eburia quadrigeminata
Cerambycidae,Knulliana
Knulliana,Knulliana cincta
Cerambycidae,Megacyllene
Megacyllene,Megacyllene robiniae
Cerambycidae,Neoclytus
Neoclytus,Neoclytus acuminatus
Cerambycidae,Plectrodera
Plectrodera,Plectrodera scalator
Cerambycidae,Prionoplus
Prionoplus,Prionoplus reticularis
Cerambycidae,Rhagium
Rhagium,Rhagium inquisitor
Rhagium,Rhagium mordax
Cerambycidae,Rosalia
Rosalia,Rosalia funebris
Cerambycidae,Sphaenothecus
Sphaenothecus,Sphaenothecus bilineatus
Cerambycidae,Stenurella
Stenurella,Stenurella melanura
Cerambycidae,Strangalepta
Strangalepta,Strangalepta abbreviata
Cerambycidae,Strangalia
Strangalia,Strangalia luteicornis
Cerambycidae,Tetraopes
Tetraopes,Tetraopes femoratus
Tetraopes,Tetraopes tetrophthalmus
Cerambycidae,Trichocnemis
Trichocnemis,Trichocnemis spiculatus
Cerambycidae,Typocerus
Typocerus,Typocerus velutinus
Typocerus,Typocerus zebra
Cerambycidae,Xylotrechus
Xylotrechus,Xylotrechus colonus
Coleoptera,Chrysomelidae
Chrysomelidae,Acalymma
Acalymma,Acalymma vittatum
Chrysomelidae,Agelastica
Agelastica,Agelastica alni
Chrysomelidae,Cerotoma
Cerotoma,Cerotoma trifurcata
Chrysomelidae,Charidotella
Charidotella,Charidotella sexpunctata
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus auratus
Chrysochus,Chrysochus cobaltinus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina americana
Chrysolina,Chrysolina bankii
Chrysolina,Chrysolina fastuosa
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela populi
Chrysomela,Chrysomela scripta
Chrysomela,Chrysomela vigintipunctata
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica balteata
Diabrotica,Diabrotica undecimpunctata
Chrysomelidae,Lema
Lema,Lema daturaphila
Chrysomelidae,Lilioceris
Lilioceris,Lilioceris lilii
Chrysomelidae,Trachymela
Trachymela,Trachymela sloanei
Chrysomelidae,Zygogramma
Zygogramma,Zygogramma signatipennis
Coleoptera,Coccinellidae
Coccinellidae,Adalia
Adalia,Adalia bipunctata
Adalia,Adalia decempunctata
Coccinellidae,Anatis
Anatis,Anatis ocellata
Coccinellidae,Coccinella
Coccinella,Coccinella californica
Coccinella,Coccinella septempunctata
Coccinella,Coccinella transversalis
Coccinella,Coccinella trifasciata
Coccinella,Coccinella undecimpunctata
Coccinellidae,Coleomegilla
Coleomegilla,Coleomegilla maculata
Coccinellidae,Cryptolaemus
Cryptolaemus,Cryptolaemus montrouzieri
Coccinellidae,Epilachna
Epilachna,Epilachna mexicana
Coccinellidae,Exochomus
Exochomus,Exochomus quadripustulatus
Coccinellidae,Halmus
Halmus,Halmus chalybeus
Coccinellidae,Halyzia
Halyzia,Halyzia sedecimguttata
Coccinellidae,Henosepilachna
Henosepilachna,Henosepilachna vigintioctopunctata
Coccinellidae,Propylea
Propylea,Propylea quatuordecimpunctata
Coccinellidae,Psyllobora
Psyllobora,Psyllobora vigintiduopunctata
Psyllobora,Psyllobora vigintimaculata
Coleoptera,Curculionidae
Curculionidae,Cyrtepistomus
Cyrtepistomus,Cyrtepistomus castaneus
Curculionidae,Diaprepes
Diaprepes,Diaprepes abbreviatus
Curculionidae,Larinus
Larinus,Larinus carlinae
Curculionidae,Phyllobius
Phyllobius,Phyllobius pomaceus
Curculionidae,Rhynchophorus
Rhynchophorus,Rhynchophorus ferrugineus
Coleoptera,Dermestidae
Dermestidae,Anthrenus
Anthrenus,Anthrenus verbasci
Coleoptera,Elateridae
Elateridae,Alaus
Alaus,Alaus lusciosus
Alaus,Alaus oculatus
Coleoptera,Erotylidae
Erotylidae,Cypherotylus
Cypherotylus,Cypherotylus californicus
Coleoptera,Geotrupidae
Geotrupidae,Anoplotrupes
Anoplotrupes,Anoplotrupes stercorosus
Coleoptera,Lampyridae
Lampyridae,Lampyris
Lampyris,Lampyris noctiluca
Lampyridae,Photinus
Photinus,Photinus pyralis
Coleoptera,Lucanidae
Lucanidae,Dorcus
Dorcus,Dorcus parallelipipedus
Lucanidae,Serrognathus
Serrognathus,Serrognathus titanus
Coleoptera,Meloidae
Meloidae,Meloe
Meloe,Meloe proscarabaeus
Meloe,Meloe violaceus
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera femorata
Oedemera,Oedemera nobilis
Coleoptera,Scarabaeidae
Scarabaeidae,Callistethus
Callistethus,Callistethus marginatus
Scarabaeidae,Cetonia
Cetonia,Cetonia aurata
Scarabaeidae,Digitonthophagus
Digitonthophagus,Digitonthophagus gazella
Scarabaeidae,Dynastes
Dynastes,Dynastes tityus
Scarabaeidae,Macrodactylus
Macrodactylus,Macrodactylus subspinosus
Scarabaeidae,Melolontha
Melolontha,Melolontha melolontha
Scarabaeidae,Oryctes
Oryctes,Oryctes nasicornis
Scarabaeidae,Pelidnota
Pelidnota,Pelidnota punctata
Scarabaeidae,Phyllopertha
Phyllopertha,Phyllopertha horticola
Scarabaeidae,Polyphylla
Polyphylla,Polyphylla decemlineata
Scarabaeidae,Strategus
Strategus,Strategus aloeus
Scarabaeidae,Trichiotinus
Trichiotinus,Trichiotinus assimilis
Trichiotinus,Trichiotinus texanus
Scarabaeidae,Trypoxylus
Trypoxylus,Trypoxylus dichotomus
Scarabaeidae,Valgus
Valgus,Valgus hemipterus
Coleoptera,Silphidae
Silphidae,Nicrophorus
Nicrophorus,Nicrophorus orbicollis
Nicrophorus,Nicrophorus tomentosus
Nicrophorus,Nicrophorus vespilloides
Coleoptera,Tenebrionidae
Tenebrionidae,Bolitotherus
Bolitotherus,Bolitotherus cornutus
Tenebrionidae,Eleodes
Eleodes,Eleodes obscura
Eleodes,Eleodes osculans
Coleoptera,Zopheridae
Zopheridae,Zopherus
Zopherus,Zopherus nodulosus
Insecta,Dermaptera
Dermaptera,Anisolabididae
Anisolabididae,Euborellia
Euborellia,Euborellia annulipes
Insecta,Diptera
Diptera,Asilidae
Asilidae,Laphria
Laphria,Laphria macquarti
Laphria,Laphria thoracica
Asilidae,Mallophora
Mallophora,Mallophora fautrix
Mallophora,Mallophora leschenaulti
Asilidae,Promachus
Promachus,Promachus hinei
Promachus,Promachus rufipes
Diptera,Bibionidae
Bibionidae,Plecia
Plecia,Plecia nearctica
Diptera,Bombyliidae
Bombyliidae,Bombylius
Bombylius,Bombylius major
Bombyliidae,Poecilanthrax
Poecilanthrax,Poecilanthrax lucifer
Diptera,Calliphoridae
Calliphoridae,Calliphora
Calliphora,Calliphora vicina
Diptera,Cecidomyiidae
Cecidomyiidae,Asphondylia
Asphondylia,Asphondylia auripila
Cecidomyiidae,Rabdophaga
Rabdophaga,Rabdophaga strobiloides
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes aegypti
Aedes,Aedes albopictus
Aedes,Aedes vexans
Culicidae,Psorophora
Psorophora,Psorophora ciliata
Diptera,Micropezidae
Micropezidae,Rainieria
Rainieria,Rainieria antennaepes
Diptera,Muscidae
Muscidae,Stomoxys
Stomoxys,Stomoxys calcitrans
Diptera,Mydidae
Mydidae,Mydas
Mydas,Mydas clavatus
Diptera,Scathophagidae
Scathophagidae,Scathophaga
Scathophaga,Scathophaga stercoraria
Diptera,Stratiomyidae
Stratiomyidae,Exaireta
Exaireta,Exaireta spinigera
Diptera,Syrphidae
Syrphidae,Copestylum
Copestylum,Copestylum mexicanum
Syrphidae,Eupeodes
Eupeodes,Eupeodes corollae
Eupeodes,Eupeodes volucris
Syrphidae,Helophilus
Helophilus,Helophilus fasciatus
Helophilus,Helophilus pendulus
Helophilus,Helophilus trivittatus
Syrphidae,Melangyna
Melangyna,Melangyna novaezelandiae
Syrphidae,Merodon
Merodon,Merodon equestris
Syrphidae,Myathropa
Myathropa,Myathropa florea
Syrphidae,Ocyptamus
Ocyptamus,Ocyptamus fuscipennis
Syrphidae,Palpada
Palpada,Palpada vinetorum
Syrphidae,Paragus
Paragus,Paragus haemorrhous
Syrphidae,Scaeva
Scaeva,Scaeva affinis
Scaeva,Scaeva pyrastri
Syrphidae,Syritta
Syritta,Syritta pipiens
Syrphidae,Volucella
Volucella,Volucella bombylans
Volucella,Volucella inanis
Volucella,Volucella pellucens
Volucella,Volucella zonaria
Diptera,Tabanidae
Tabanidae,Tabanus
Tabanus,Tabanus atratus
Diptera,Tachinidae
Tachinidae,Trichopoda
Trichopoda,Trichopoda pennipes
Tachinidae,Trigonospila
Trigonospila,Trigonospila brevifacies
Diptera,Tipulidae
Tipulidae,Tipula
Tipula,Tipula abdominalis
Insecta,Ephemeroptera
Ephemeroptera,Ephemeridae
Ephemeridae,Hexagenia
Hexagenia,Hexagenia limbata
Insecta,Hemiptera
Hemiptera,Acanthosomatidae
Acanthosomatidae,Elasmostethus
Elasmostethus,Elasmostethus cruciatus
Elasmostethus,Elasmostethus interstinctus
Hemiptera,Adelgidae
Adelgidae,Adelges
Adelges,Adelges tsugae
Hemiptera,Alydidae
Alydidae,Riptortus
Riptortus,Riptortus pedestris
Hemiptera,Aphalaridae
Aphalaridae,Glycaspis
Glycaspis,Glycaspis brimblecombei
Hemiptera,Aphididae
Aphididae,Aphis
Aphis,Aphis nerii
Aphididae,Hormaphis
Hormaphis,Hormaphis hamamelidis
Hemiptera,Belostomatidae
Belostomatidae,Lethocerus
Lethocerus,Lethocerus americanus
Hemiptera,Cercopidae
Cercopidae,Cercopis
Cercopis,Cercopis vulnerata
Hemiptera,Cicadellidae
Cicadellidae,Cicadella
Cicadella,Cicadella viridis
Cicadellidae,Colladonus
Colladonus,Colladonus clitellarius
Cicadellidae,Cuerna
Cuerna,Cuerna costalis
Cicadellidae,Homalodisca
Homalodisca,Homalodisca vitripennis
Cicadellidae,Jikradia
Jikradia,Jikradia olitoria
Cicadellidae,Oncometopia
Oncometopia,Oncometopia orbona
Hemiptera,Cicadidae
Cicadidae,Megatibicen
Megatibicen,Megatibicen auletes
Megatibicen,Megatibicen dealbatus
Megatibicen,Megatibicen resh
Cicadidae,Neotibicen
Neotibicen,Neotibicen canicularis
Neotibicen,Neotibicen lyricen
Neotibicen,Neotibicen pruinosus
Neotibicen,Neotibicen superbus
Neotibicen,Neotibicen tibicen
Hemiptera,Coreidae
Coreidae,Acanthocephala
Acanthocephala,Acanthocephala alata
Acanthocephala,Acanthocephala declivis
Acanthocephala,Acanthocephala femorata
Acanthocephala,Acanthocephala terminalis
Coreidae,Leptoglossus
Leptoglossus,Leptoglossus clypealis
Leptoglossus,Leptoglossus occidentalis
Leptoglossus,Leptoglossus oppositus
Leptoglossus,Leptoglossus phyllopus
Leptoglossus,Leptoglossus zonatus
Hemiptera,Flatidae
Flatidae,Metcalfa
Metcalfa,Metcalfa pruinosa
Flatidae,Ormenoides
Ormenoides,Ormenoides venusta
Hemiptera,Fulgoridae
Fulgoridae,Lycorma
Lycorma,Lycorma delicatula
Hemiptera,Gelastocoridae
Gelastocoridae,Gelastocoris
Gelastocoris,Gelastocoris oculatus
Hemiptera,Gerridae
Gerridae,Aquarius
Aquarius,Aquarius remigis
Hemiptera,Largidae
Largidae,Stenomacra
Stenomacra,Stenomacra marginella
Hemiptera,Lygaeidae
Lygaeidae,Lygaeus
Lygaeus,Lygaeus equestris
Lygaeus,Lygaeus kalmii
Lygaeus,Lygaeus turcicus
Lygaeidae,Melacoryphus
Melacoryphus,Melacoryphus lateralis
Hemiptera,Membracidae
Membracidae,Membracis
Membracis,Membracis mexicana
Hemiptera,Miridae
Miridae,Adelphocoris
Adelphocoris,Adelphocoris lineolatus
Miridae,Deraeocoris
Deraeocoris,Deraeocoris ruber
Miridae,Lygus
Lygus,Lygus lineolaris
Hemiptera,Pentatomidae
Pentatomidae,Carpocoris
Carpocoris,Carpocoris fuscispinus
Carpocoris,Carpocoris mediterraneus
Carpocoris,Carpocoris purpureipennis
Pentatomidae,Chlorochroa
Chlorochroa,Chlorochroa ligata
Chlorochroa,Chlorochroa sayi
Pentatomidae,Cosmopepla
Cosmopepla,Cosmopepla lintneriana
Pentatomidae,Dolycoris
Dolycoris,Dolycoris baccarum
Pentatomidae,Euschistus
Euschistus,Euschistus servus
Euschistus,Euschistus tristigmus
Pentatomidae,Graphosoma
Graphosoma,Graphosoma italicum
Graphosoma,Graphosoma semipunctatum
Pentatomidae,Mormidea
Mormidea,Mormidea lugens
Pentatomidae,Murgantia
Murgantia,Murgantia histrionica
Pentatomidae,Piezodorus
Piezodorus,Piezodorus lituratus
Pentatomidae,Proxys
Proxys,Proxys punctulatus
Pentatomidae,Rhaphigaster
Rhaphigaster,Rhaphigaster nebulosa
Pentatomidae,Thyanta
Thyanta,Thyanta custator
Hemiptera,Pyrrhocoridae
Pyrrhocoridae,Dysdercus
Dysdercus,Dysdercus cingulatus
Pyrrhocoridae,Pyrrhocoris
Pyrrhocoris,Pyrrhocoris apterus
Hemiptera,Reduviidae
Reduviidae,Apiomerus
Apiomerus,Apiomerus californicus
Apiomerus,Apiomerus spissipes
Reduviidae,Arilus
Arilus,Arilus cristatus
Reduviidae,Phymata
Phymata,Phymata americana
Reduviidae,Rasahus
Rasahus,Rasahus hamatus
Reduviidae,Reduvius
Reduvius,Reduvius personatus
Reduviidae,Repipta
Repipta,Repipta taurus
Hemiptera,Rhopalidae
Rhopalidae,Boisea
Boisea,Boisea rubrolineata
Boisea,Boisea trivittata
Hemiptera,Rhyparochromidae
Rhyparochromidae,Myodocha
Myodocha,Myodocha serripes
Hemiptera,Ricaniidae
Ricaniidae,Scolypopa
Scolypopa,Scolypopa australis
Hemiptera,Scutelleridae
Scutelleridae,Cantao
Cantao,Cantao ocellatus
Insecta,Hymenoptera
Hymenoptera,Apidae
Apidae,Anthophora
Anthophora,Anthophora californica
Anthophora,Anthophora urbana
Apidae,Apis
Apis,Apis cerana
Apis,Apis dorsata
Apis,Apis florea
Apis,Apis mellifera
Apidae,Trigona
Trigona,Trigona fulviventris
Apidae,Xylocopa
Xylocopa,Xylocopa californica
Xylocopa,Xylocopa micans
Xylocopa,Xylocopa sonorina
Xylocopa,Xylocopa tabaniformis
Xylocopa,Xylocopa violacea
Xylocopa,Xylocopa virginica
Hymenoptera,Braconidae
Braconidae,Cotesia
Cotesia,Cotesia congregata
Hymenoptera,Cimbicidae
Cimbicidae,Cimbex
Cimbex,Cimbex americanus
Hymenoptera,Colletidae
Colletidae,Colletes
Colletes,Colletes inaequalis
Hymenoptera,Crabronidae
Crabronidae,Bembix
Bembix,Bembix americana
Crabronidae,Philanthus
Philanthus,Philanthus gibbosus
Philanthus,Philanthus triangulum
Hymenoptera,Cynipidae
Cynipidae,Amphibolips
Amphibolips,Amphibolips confluenta
Amphibolips,Amphibolips quercusjuglans
Amphibolips,Amphibolips quercuspomiformis
Cynipidae,Andricus
Andricus,Andricus kingi
Andricus,Andricus quercuscalifornicus
Hymenoptera,Diprionidae
Diprionidae,Diprion
Diprion,Diprion similis
Hymenoptera,Evaniidae
Evaniidae,Evania
Evania,Evania appendigaster
Hymenoptera,Formicidae
Formicidae,Atta
Atta,Atta cephalotes
Atta,Atta mexicana
Atta,Atta texana
Formicidae,Crematogaster
Crematogaster,Crematogaster peringueyi
Crematogaster,Crematogaster scutellaris
Formicidae,Formica
Formica,Formica obscuripes
Formica,Formica rufa
Formicidae,Iridomyrmex
Iridomyrmex,Iridomyrmex purpureus
Formicidae,Linepithema
Linepithema,Linepithema humile
Formicidae,Myrmecia
Myrmecia,Myrmecia pilosula
Formicidae,Oecophylla
Oecophylla,Oecophylla smaragdina
Formicidae,Paraponera
Paraponera,Paraponera clavata
Formicidae,Pogonomyrmex
Pogonomyrmex,Pogonomyrmex barbatus
Pogonomyrmex,Pogonomyrmex californicus
Pogonomyrmex,Pogonomyrmex rugosus
Formicidae,Prenolepis
Prenolepis,Prenolepis imparis
Formicidae,Veromessor
Veromessor,Veromessor pergandei
Hymenoptera,Halictidae
Halictidae,Augochlora
Augochlora,Augochlora pura
Halictidae,Halictus
Halictus,Halictus ligatus
Halictus,Halictus poeyi
Halictus,Halictus rubicundus
Halictus,Halictus scabiosae
Halictus,Halictus tripartitus
Hymenoptera,Ichneumonidae
Ichneumonidae,Megarhyssa
Megarhyssa,Megarhyssa atrata
Megarhyssa,Megarhyssa macrurus
Hymenoptera,Megachilidae
Megachilidae,Anthidium
Anthidium,Anthidium manicatum
Anthidium,Anthidium oblongatum
Megachilidae,Osmia
Osmia,Osmia bicornis
Osmia,Osmia cornuta
Hymenoptera,Mutillidae
Mutillidae,Dasymutilla
Dasymutilla,Dasymutilla aureola
Dasymutilla,Dasymutilla occidentalis
Hymenoptera,Pelecinidae
Pelecinidae,Pelecinus
Pelecinus,Pelecinus polyturator
Hymenoptera,Scoliidae
Scoliidae,Megascolia
Megascolia,Megascolia maculata
Hymenoptera,Siricidae
Siricidae,Tremex
Tremex,Tremex columba
Hymenoptera,Sphecidae
Sphecidae,Chalybion
Chalybion,Chalybion californicum
Sphecidae,Isodontia
Isodontia,Isodontia mexicana
Sphecidae,Sphex
Sphex,Sphex ichneumoneus
Sphex,Sphex nudus
Sphex,Sphex pensylvanicus
Hymenoptera,Thynnidae
Thynnidae,Myzinum
Myzinum,Myzinum quinquecinctum
Hymenoptera,Vespidae
Vespidae,Euodynerus
Euodynerus,Euodynerus foraminatus
Euodynerus,Euodynerus hidalgo
Vespidae,Monobia
Monobia,Monobia quadridens
Vespidae,Pachodynerus
Pachodynerus,Pachodynerus erynnis
Vespidae,Polistes
Polistes,Polistes annularis
Polistes,Polistes apachus
Polistes,Polistes aurifer
Polistes,Polistes bellicosus
Polistes,Polistes canadensis
Polistes,Polistes carnifex
Polistes,Polistes chinensis
Polistes,Polistes comanchus
Polistes,Polistes dominula
Polistes,Polistes dorsalis
Polistes,Polistes exclamans
Polistes,Polistes fuscatus
Polistes,Polistes humilis
Polistes,Polistes instabilis
Polistes,Polistes major
Polistes,Polistes metricus
Insecta,Lepidoptera
Lepidoptera,Adelidae
Adelidae,Adela
Adela,Adela reaumurella
Lepidoptera,Attevidae
Attevidae,Atteva
Atteva,Atteva aurea
Lepidoptera,Cosmopterigidae
Cosmopterigidae,Limnaecia
Limnaecia,Limnaecia phragmitella
Lepidoptera,Cossidae
Cossidae,Cossus
Cossus,Cossus cossus
Cossidae,Prionoxystus
Prionoxystus,Prionoxystus robiniae
Lepidoptera,Crambidae
Crambidae,Apogeshna
Apogeshna,Apogeshna stenialis
Crambidae,Argyria
Argyria,Argyria lacteella
Crambidae,Chalcoela
Chalcoela,Chalcoela iphitalis
Crambidae,Cnaphalocrocis
Cnaphalocrocis,Cnaphalocrocis medinalis
Cnaphalocrocis,Cnaphalocrocis poeyalis
Crambidae,Conchylodes
Conchylodes,Conchylodes ovulalis
Crambidae,Crambus
Crambus,Crambus agitatellus
Crambus,Crambus perlella
Crambidae,Culladia
Culladia,Culladia cuneiferellus
Crambidae,Cydalima
Cydalima,Cydalima perspectalis
Crambidae,Desmia
Desmia,Desmia funeralis
Crambidae,Diastictis
Diastictis,Diastictis fracturalis
Crambidae,Dicymolomia
Dicymolomia,Dicymolomia julianalis
Crambidae,Eustixia
Eustixia,Eustixia pupula
Crambidae,Glaphyria
Glaphyria,Glaphyria sesquistrialis
Crambidae,Glyphodes
Glyphodes,Glyphodes onychinalis
Crambidae,Hymenia
Hymenia,Hymenia perspectalis
Crambidae,Lamprosema
Lamprosema,Lamprosema victoriae
Crambidae,Lygropia
Lygropia,Lygropia rivulalis
Crambidae,Maruca
Maruca,Maruca vitrata
Crambidae,Microcrambus
Microcrambus,Microcrambus biguttellus
Microcrambus,Microcrambus elegans
Crambidae,Mimoschinia
Mimoschinia,Mimoschinia rufofascialis
Crambidae,Nacoleia
Nacoleia,Nacoleia rhoeoalis
Crambidae,Orocrambus
Orocrambus,Orocrambus flexuosellus
Crambidae,Ostrinia
Ostrinia,Ostrinia nubilalis
Crambidae,Palpita
Palpita,Palpita magniferalis
Palpita,Palpita quadristigmalis
Palpita,Palpita vitrealis
Crambidae,Pantographa
Pantographa,Pantographa limata
Crambidae,Parapediasia
Parapediasia,Parapediasia teterrellus
Crambidae,Parapoynx
Parapoynx,Parapoynx allionealis
Parapoynx,Parapoynx badiusalis
Parapoynx,Parapoynx diminutalis
Parapoynx,Parapoynx maculalis
Crambidae,Patania
Patania,Patania ruralis
Crambidae,Perispasta
Perispasta,Perispasta caeculalis
Crambidae,Petrophila
Petrophila,Petrophila bifascialis
Petrophila,Petrophila jaliscalis
Crambidae,Samea
Samea,Samea baccatalis
Samea,Samea ecclesialis
Samea,Samea multiplicalis
Crambidae,Sitochroa
Sitochroa,Sitochroa palealis
Crambidae,Udea
Udea,Udea ferrugalis
Udea,Udea rubigalis
Crambidae,Uresiphita
Uresiphita,Uresiphita reversalis
Lepidoptera,Depressariidae
Depressariidae,Machimia
Machimia,Machimia tentoriferella
Lepidoptera,Drepanidae
Drepanidae,Habrosyne
Habrosyne,Habrosyne pyritoides
Habrosyne,Habrosyne scripta
Drepanidae,Oreta
Oreta,Oreta rosea
Drepanidae,Pseudothyatira
Pseudothyatira,Pseudothyatira cymatophoroides
Drepanidae,Thyatira
