Life,Animalia
Verrucosa,Verrucosa arenata
Araneidae,Zygiella
Zygiella,Zygiella x-notata
Araneae,Cheiracanthiidae
Cheiracanthiidae,Cheiracanthium
Cheiracanthium,Cheiracanthium mildei
Araneae,Corinnidae
Corinnidae,Nyssus
Nyssus,Nyssus coloripes
Araneae,Dysderidae
Dysderidae,Dysdera
Dysdera,Dysdera crocata
Araneae,Lycosidae
Lycosidae,Hogna
Hogna,Hogna radiata
Lycosidae,Rabidosa
Rabidosa,Rabidosa rabida
Araneae,Oxyopidae
Oxyopidae,Oxyopes
Oxyopes,Oxyopes salticus
Oxyopes,Oxyopes scalaris
Oxyopidae,Peucetia
Peucetia,Peucetia viridans
Araneae,Sicariidae
Sicariidae,Loxosceles
Loxosceles,Loxosceles reclusa
Araneae,Theraphosidae
Theraphosidae,Aphonopelma
Aphonopelma,Aphonopelma chalcodes
Aphonopelma,Aphonopelma eutylenum
Aphonopelma,Aphonopelma hentzi
Aphonopelma,Aphonopelma iodius
Araneae,Thomisidae
Thomisidae,Misumena
Misumena,Misumena vatia
Thomisidae,Misumenoides
Misumenoides,Misumenoides formosipes
Thomisidae,Sidymella
Sidymella,Sidymella trapezia
Thomisidae,Synema
Synema,Synema globosum
Thomisidae,Thomisus
Thomisus,Thomisus onustus
Araneae,Zoropsidae
Zoropsidae,Zoropsis
Zoropsis,Zoropsis spinimana
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Amblyomma
Amblyomma,Amblyomma americanum
Ixodidae,Dermacentor
Dermacentor,Dermacentor occidentalis
Dermacentor,Dermacentor variabilis
Ixodidae,Ixodes
Ixodes,Ixodes pacificus
Ixodes,Ixodes ricinus
Ixodes,Ixodes scapularis
Arachnida,Opiliones
Opiliones,Phalangiidae
Phalangiidae,Mitopus
Mitopus,Mitopus morio
Phalangiidae,Opilio
Opilio,Opilio canestrinii
Phalangiidae,Phalangium
Phalangium,Phalangium opilio
Arachnida,Scorpiones
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis puritanus
Paravaejovis,Paravaejovis spinigerus
Vaejovidae,Paruroctonus
Paruroctonus,Paruroctonus silvestrii
Vaejovidae,Uroctonus
Uroctonus,Uroctonus mordax
Vaejovidae,Vaejovis
Vaejovis,Vaejovis carolinianus
Arthropoda,Chilopoda
Chilopoda,Scutigeromorpha
Scutigeromorpha,Scutigeridae
Scutigeridae,Scutigera
Scutigera,Scutigera coleoptrata
Arthropoda,Diplopoda
Diplopoda,Polydesmida
Polydesmida,Paradoxosomatidae
Paradoxosomatidae,Oxidus
Oxidus,Oxidus gracilis
Diplopoda,Spirobolida
Spirobolida,Trigoniulidae
Trigoniulidae,Trigoniulus
Trigoniulus,Trigoniulus corallinus
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anatifera
Lepas,Lepas anserifera
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Balanus
Balanus,Balanus glandula
Balanidae,Semibalanus
Semibalanus,Semibalanus balanoides
Semibalanus,Semibalanus cariosus
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Aptera
Aptera,Aptera fusca
Blaberidae,Panchlora
Panchlora,Panchlora nivea
Blaberidae,Pycnoscelus
Pycnoscelus,Pycnoscelus surinamensis
Blattodea,Ectobiidae
Ectobiidae,Pseudomops
Pseudomops,Pseudomops septentrionalis
Insecta,Coleoptera
Coleoptera,Cerambycidae
Cerambycidae,Agapanthia
Agapanthia,Agapanthia villosoviridescens
Cerambycidae,Analeptura
Analeptura,Analeptura lineola
Cerambycidae,Aromia
Aromia,Aromia moschata
Cerambycidae,Cerambyx
Cerambyx,Cerambyx scopolii
Cerambycidae,Clytus
Clytus,Clytus arietis
Clytus,Clytus ruricola
Cerambycidae,Dendrobias
Dendrobias,Dendrobias mandibularis
Cerambycidae,Desmocerus
Desmocerus,Desmocerus palliatus
Cerambycidae,Eburia
Eburia,Eburia quadrigeminata
Cerambycidae,Elaphidion
Elaphidion,Elaphidion mucronatum
Cerambycidae,Graphisurus
Graphisurus,Graphisurus fasciatus
Cerambycidae,Knulliana
Knulliana,Knulliana cincta
Cerambycidae,Leptura
Leptura,Leptura quadrifasciata
Cerambycidae,Lepturobosca
Lepturobosca,Lepturobosca chrysocoma
Cerambycidae,Mallodon
Mallodon,Mallodon dasystomus
Cerambycidae,Megacyllene
Megacyllene,Megacyllene robiniae
Cerambycidae,Monochamus
Monochamus,Monochamus clamator
Monochamus,Monochamus notatus
Monochamus,Monochamus scutellatus
Cerambycidae,Morimus
Morimus,Morimus asper
Cerambycidae,Neoclytus
Neoclytus,Neoclytus acuminatus
Cerambycidae,Orthosoma
Orthosoma,Orthosoma brunneum
Cerambycidae,Plectrodera
Plectrodera,Plectrodera scalator
Cerambycidae,Prionoplus
Prionoplus,Prionoplus reticularis
Cerambycidae,Prionus
Prionus,Prionus californicus
Prionus,Prionus coriarius
Prionus,Prionus imbricornis
Prionus,Prionus laticollis
Cerambycidae,Pseudovadonia
Pseudovadonia,Pseudovadonia livida
Cerambycidae,Rhagium
Rhagium,Rhagium inquisitor
Rhagium,Rhagium mordax
Cerambycidae,Rosalia
Rosalia,Rosalia funebris
Cerambycidae,Rutpela
Rutpela,Rutpela maculata
Cerambycidae,Sphaenothecus
Sphaenothecus,Sphaenothecus bilineatus
Cerambycidae,Stenurella
Stenurella,Stenurella melanura
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura canadensis
Stictoleptura,Stictoleptura rubra
Cerambycidae,Strangalepta
Strangalepta,Strangalepta abbreviata
Cerambycidae,Strangalia
Strangalia,Strangalia luteicornis
Cerambycidae,Tetraopes
Tetraopes,Tetraopes femoratus
Tetraopes,Tetraopes tetrophthalmus
Cerambycidae,Trichocnemis
Trichocnemis,Trichocnemis spiculatus
Cerambycidae,Typocerus
Typocerus,Typocerus velutinus
Typocerus,Typocerus zebra
Cerambycidae,Xylotrechus
Xylotrechus,Xylotrechus colonus
Coleoptera,Chrysomelidae
Chrysomelidae,Acalymma
Acalymma,Acalymma vittatum
Chrysomelidae,Agelastica
Agelastica,Agelastica alni
Chrysomelidae,Anomoea
Anomoea,Anomoea laticlavia
Chrysomelidae,Aspidimorpha
Aspidimorpha,Aspidimorpha miliaris
Chrysomelidae,Cassida
Cassida,Cassida rubiginosa
Chrysomelidae,Cerotoma
Cerotoma,Cerotoma trifurcata
Chrysomelidae,Charidotella
Charidotella,Charidotella sexpunctata
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus auratus
Chrysochus,Chrysochus cobaltinus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina americana
Chrysolina,Chrysolina bankii
Chrysolina,Chrysolina fastuosa
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela populi
Chrysomela,Chrysomela scripta
Chrysomela,Chrysomela vigintipunctata
Chrysomelidae,Clytra
Clytra,Clytra laeviuscula
Chrysomelidae,Deloyala
Deloyala,Deloyala guttata
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica balteata
Diabrotica,Diabrotica undecimpunctata
Chrysomelidae,Disonycha
Disonycha,Disonycha glabrata
Chrysomelidae,Galeruca
Galeruca,Galeruca tanaceti
Chrysomelidae,Gastrophysa
Gastrophysa,Gastrophysa viridula
Chrysomelidae,Helocassis
Helocassis,Helocassis clavata
Chrysomelidae,Labidomera
Labidomera,Labidomera clivicollis
Chrysomelidae,Lema
Lema,Lema daturaphila
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa decemlineata
Leptinotarsa,Leptinotarsa juncta
Chrysomelidae,Lilioceris
Lilioceris,Lilioceris lilii
Chrysomelidae,Omophoita
Omophoita,Omophoita cyanipennis
Chrysomelidae,Ophraella
Ophraella,Ophraella communa
Chrysomelidae,Plagiodera
Plagiodera,Plagiodera versicolora
Chrysomelidae,Timarcha
Timarcha,Timarcha tenebricosa
Chrysomelidae,Trachymela
Trachymela,Trachymela sloanei
Chrysomelidae,Xanthogaleruca
Xanthogaleruca,Xanthogaleruca luteola
Chrysomelidae,Zygogramma
Zygogramma,Zygogramma signatipennis
Coleoptera,Coccinellidae
Coccinellidae,Adalia
Adalia,Adalia bipunctata
Adalia,Adalia decempunctata
Coccinellidae,Anatis
Anatis,Anatis ocellata
Coccinellidae,Calvia
Calvia,Calvia quatuordecimguttata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes lunata
Cheilomenes,Cheilomenes sexmaculata
Coccinellidae,Chilocorus
Chilocorus,Chilocorus stigma
Coccinellidae,Coccinella
Coccinella,Coccinella californica
Coccinella,Coccinella septempunctata
Coccinella,Coccinella transversalis
Coccinella,Coccinella trifasciata
Coccinella,Coccinella undecimpunctata
Coccinellidae,Coelophora
Coelophora,Coelophora inaequalis
Coccinellidae,Coleomegilla
Coleomegilla,Coleomegilla maculata
Coccinellidae,Cryptolaemus
Cryptolaemus,Cryptolaemus montrouzieri
Coccinellidae,Cycloneda
Cycloneda,Cycloneda munda
Cycloneda,Cycloneda polita
Cycloneda,Cycloneda sanguinea
Coccinellidae,Epilachna
Epilachna,Epilachna mexicana
Coccinellidae,Exochomus
Exochomus,Exochomus quadripustulatus
Coccinellidae,Halmus
Halmus,Halmus chalybeus
Coccinellidae,Halyzia
Halyzia,Halyzia sedecimguttata
Coccinellidae,Harmonia
Harmonia,Harmonia axyridis
Harmonia,Harmonia conformis
Coccinellidae,Henosepilachna
Henosepilachna,Henosepilachna vigintioctopunctata
Coccinellidae,Hippodamia
Hippodamia,Hippodamia convergens
Hippodamia,Hippodamia variegata
Coccinellidae,Illeis
Illeis,Illeis galbula
Coccinellidae,Olla
Olla,Olla v-nigrum
Coccinellidae,Propylea
Propylea,Propylea quatuordecimpunctata
Coccinellidae,Psyllobora
Psyllobora,Psyllobora vigintiduopunctata
Psyllobora,Psyllobora vigintimaculata
Coleoptera,Curculionidae
Curculionidae,Cactophagus
Cactophagus,Cactophagus spinolae
Curculionidae,Cyrtepistomus
Cyrtepistomus,Cyrtepistomus castaneus
Curculionidae,Diaprepes
Diaprepes,Diaprepes abbreviatus
Curculionidae,Larinus
Larinus,Larinus carlinae
Curculionidae,Otiorhynchus
Otiorhynchus,Otiorhynchus sulcatus
Curculionidae,Pantomorus
Pantomorus,Pantomorus cervinus
Curculionidae,Phyllobius
Phyllobius,Phyllobius pomaceus
Curculionidae,Polydrusus
Polydrusus,Polydrusus formosus
Curculionidae,Rhodobaenus
Rhodobaenus,Rhodobaenus quinquepunctatus
Curculionidae,Rhynchophorus
Rhynchophorus,Rhynchophorus ferrugineus
Coleoptera,Meloidae
Meloidae,Cysteodemus
Cysteodemus,Cysteodemus armatus
Meloidae,Epicauta
Epicauta,Epicauta pennsylvanica
Meloidae,Lytta
Lytta,Lytta magister
Meloidae,Meloe
Meloe,Meloe proscarabaeus
Meloe,Meloe violaceus
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera femorata
Oedemera,Oedemera nobilis
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa coccinea
Pyrochroa,Pyrochroa serraticornis
Coleoptera,Zopheridae
Zopheridae,Phloeodes
Phloeodes,Phloeodes diabolicus
Zopheridae,Zopherus
Zopherus,Zopherus nodulosus
Insecta,Dermaptera
Dermaptera,Anisolabididae
Anisolabididae,Euborellia
Euborellia,Euborellia annulipes
Insecta,Diptera
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes aegypti
Aedes,Aedes albopictus
Aedes,Aedes vexans
Culicidae,Culex
Culex,Culex quinquefasciatus
Culicidae,Psorophora
Psorophora,Psorophora ciliata
Diptera,Rhagionidae
Rhagionidae,Chrysopilus
Chrysopilus,Chrysopilus thoracicus
Diptera,Stratiomyidae
Stratiomyidae,Exaireta
Exaireta,Exaireta spinigera
Stratiomyidae,Hermetia
Hermetia,Hermetia illucens
Stratiomyidae,Ptecticus
Ptecticus,Ptecticus trivittatus
Diptera,Syrphidae
Syrphidae,Allograpta
Allograpta,Allograpta obliqua
Syrphidae,Copestylum
Copestylum,Copestylum mexicanum
Syrphidae,Dioprosopa
Dioprosopa,Dioprosopa clavata
Syrphidae,Episyrphus
Episyrphus,Episyrphus balteatus
Syrphidae,Eristalinus
Eristalinus,Eristalinus aeneus
Eristalinus,Eristalinus taeniops
Syrphidae,Eristalis
Eristalis,Eristalis arbustorum
Eristalis,Eristalis dimidiata
Eristalis,Eristalis flavipes
Eristalis,Eristalis pertinax
Eristalis,Eristalis stipator
Eristalis,Eristalis tenax
Eristalis,Eristalis transversa
Syrphidae,Eupeodes
Eupeodes,Eupeodes corollae
Eupeodes,Eupeodes volucris
Syrphidae,Helophilus
Helophilus,Helophilus fasciatus
Helophilus,Helophilus pendulus
Helophilus,Helophilus trivittatus
Syrphidae,Melangyna
Melangyna,Melangyna novaezelandiae
Syrphidae,Merodon
Merodon,Merodon equestris
Syrphidae,Milesia
Milesia,Milesia virginiensis
Syrphidae,Myathropa
Myathropa,Myathropa florea
Syrphidae,Ocyptamus
Ocyptamus,Ocyptamus fuscipennis
Syrphidae,Palpada
Palpada,Palpada vinetorum
Syrphidae,Paragus
Paragus,Paragus haemorrhous
Syrphidae,Scaeva
Scaeva,Scaeva affinis
Scaeva,Scaeva pyrastri
Syrphidae,Sphaerophoria
Sphaerophoria,Sphaerophoria scripta
Syrphidae,Spilomyia
Spilomyia,Spilomyia longicornis
Syrphidae,Syritta
Syritta,Syritta pipiens
Syrphidae,Toxomerus
Toxomerus,Toxomerus geminatus
Toxomerus,Toxomerus marginatus
Toxomerus,Toxomerus occidentalis
Toxomerus,Toxomerus politus
Syrphidae,Volucella
Volucella,Volucella bombylans
Volucella,Volucella inanis
Volucella,Volucella pellucens
Volucella,Volucella zonaria
Diptera,Tephritidae
Tephritidae,Eurosta
Eurosta,Eurosta solidaginis
Insecta,Hemiptera
Hemiptera,Acanaloniidae
Acanaloniidae,Acanalonia
Acanalonia,Acanalonia bivittata
Acanalonia,Acanalonia conica
Hemiptera,Acanthosomatidae
Acanthosomatidae,Acanthosoma
Acanthosoma,Acanthosoma haemorrhoidale
Acanthosomatidae,Elasmostethus
Elasmostethus,Elasmostethus cruciatus
Elasmostethus,Elasmostethus interstinctus
Acanthosomatidae,Elasmucha
Elasmucha,Elasmucha grisea
Hemiptera,Adelgidae
Adelgidae,Adelges
Adelges,Adelges tsugae
Hemiptera,Alydidae
Alydidae,Hyalymenus
Hyalymenus,Hyalymenus tarsatus
Alydidae,Riptortus
Riptortus,Riptortus pedestris
Hemiptera,Aphalaridae
Aphalaridae,Glycaspis
Glycaspis,Glycaspis brimblecombei
Aphalaridae,Pachypsylla
Pachypsylla,Pachypsylla celtidismamma
Pachypsylla,Pachypsylla venusta
Hemiptera,Aphrophoridae
Aphrophoridae,Philaenus
Philaenus,Philaenus spumarius
Hemiptera,Cicadellidae
Cicadellidae,Cicadella
Cicadella,Cicadella viridis
Cicadellidae,Colladonus
Colladonus,Colladonus clitellarius
Cicadellidae,Cuerna
Cuerna,Cuerna costalis
Cicadellidae,Excultanus
Excultanus,Excultanus excultus
Cicadellidae,Graphocephala
Graphocephala,Graphocephala atropunctata
Graphocephala,Graphocephala coccinea
Graphocephala,Graphocephala fennahi
Graphocephala,Graphocephala versuta
Cicadellidae,Homalodisca
Homalodisca,Homalodisca vitripennis
Cicadellidae,Jikradia
Jikradia,Jikradia olitoria
Cicadellidae,Oncometopia
Oncometopia,Oncometopia orbona
Cicadellidae,Orientus
Orientus,Orientus ishidae
Cicadellidae,Paraulacizes
Paraulacizes,Paraulacizes irrorata
Cicadellidae,Tylozygus
Tylozygus,Tylozygus bifidus
Hemiptera,Cicadidae
Cicadidae,Amphipsalta
Amphipsalta,Amphipsalta zelandica
Cicadidae,Cicada
Cicada,Cicada orni
Cicadidae,Cyclochila
Cyclochila,Cyclochila australasiae
Cicadidae,Graptopsaltria
Graptopsaltria,Graptopsaltria nigrofuscata
Cicadidae,Magicicada
Magicicada,Magicicada septendecim
Cicadidae,Megatibicen
Megatibicen,Megatibicen auletes
Megatibicen,Megatibicen dealbatus
Megatibicen,Megatibicen resh
Cicadidae,Neotibicen
Neotibicen,Neotibicen canicularis
Neotibicen,Neotibicen lyricen
Neotibicen,Neotibicen pruinosus
Neotibicen,Neotibicen superbus
Neotibicen,Neotibicen tibicen
Cicadidae,Pacarina
Pacarina,Pacarina puella
Cicadidae,Psaltoda
Psaltoda,Psaltoda plaga
Hemiptera,Flatidae
Flatidae,Flatormenis
Flatormenis,Flatormenis proxima
Flatidae,Metcalfa
Metcalfa,Metcalfa pruinosa
Flatidae,Ormenoides
Ormenoides,Ormenoides venusta
Flatidae,Siphanta
Siphanta,Siphanta acuta
Hemiptera,Fulgoridae
Fulgoridae,Lycorma
Lycorma,Lycorma delicatula
Fulgoridae,Pyrops
Pyrops,Pyrops candelaria
Hemiptera,Lygaeidae
Lygaeidae,Kleidocerys
Kleidocerys,Kleidocerys resedae
Lygaeidae,Lygaeus
Lygaeus,Lygaeus equestris
Lygaeus,Lygaeus kalmii
Lygaeus,Lygaeus turcicus
Lygaeidae,Melacoryphus
Melacoryphus,Melacoryphus lateralis
Lygaeidae,Neacoryphus
Neacoryphus,Neacoryphus bicrucis
Lygaeidae,Oncopeltus
Oncopeltus,Oncopeltus fasciatus
Lygaeidae,Spilostethus
Spilostethus,Spilostethus pandurus
Spilostethus,Spilostethus saxatilis
Hemiptera,Nepidae
Nepidae,Nepa
Nepa,Nepa cinerea
Hemiptera,Pyrrhocoridae
Pyrrhocoridae,Dindymus
Dindymus,Dindymus versicolor
Pyrrhocoridae,Dysdercus
Dysdercus,Dysdercus cingulatus
Pyrrhocoridae,Pyrrhocoris
Pyrrhocoris,Pyrrhocoris apterus
Pyrrhocoridae,Scantius
Scantius,Scantius aegyptius
Hemiptera,Reduviidae
Reduviidae,Apiomerus
Apiomerus,Apiomerus californicus
Apiomerus,Apiomerus spissipes
Reduviidae,Arilus
Arilus,Arilus cristatus
Reduviidae,Melanolestes
Melanolestes,Melanolestes picipes
Reduviidae,Phymata
Phymata,Phymata americana
Reduviidae,Pselliopus
Pselliopus,Pselliopus barberi
Reduviidae,Rasahus
Rasahus,Rasahus hamatus
Reduviidae,Reduvius
Reduvius,Reduvius personatus
Reduviidae,Repipta
Repipta,Repipta taurus
Reduviidae,Zelus
Zelus,Zelus longipes
Zelus,Zelus luridus
Zelus,Zelus renardii
Zelus,Zelus tetracanthus
Hemiptera,Rhyparochromidae
Rhyparochromidae,Myodocha
Myodocha,Myodocha serripes
Rhyparochromidae,Rhyparochromus
Rhyparochromus,Rhyparochromus vulgaris
Hemiptera,Ricaniidae
Ricaniidae,Scolypopa
Scolypopa,Scolypopa australis
Hemiptera,Scutelleridae
Scutelleridae,Cantao
Cantao,Cantao ocellatus
Scutelleridae,Poecilocoris
Poecilocoris,Poecilocoris lewisi
Scutelleridae,Tectocoris
Tectocoris,Tectocoris diophthalmus
Insecta,Hymenoptera
Hymenoptera,Andrenidae
Andrenidae,Andrena
Andrena,Andrena cineraria
Andrena,Andrena fulva
Andrena,Andrena wilkella
Hymenoptera,Apidae
Apidae,Anthophora
Anthophora,Anthophora californica
Anthophora,Anthophora urbana
Apidae,Apis
Apis,Apis cerana
Apis,Apis dorsata
Apis,Apis florea
Apis,Apis mellifera
Apidae,Bombus
Bombus,Bombus auricomus
Bombus,Bombus bimaculatus
Bombus,Bombus borealis
Bombus,Bombus californicus
Bombus,Bombus citrinus
Bombus,Bombus fervidus
Bombus,Bombus flavifrons
Bombus,Bombus griseocollis
Bombus,Bombus huntii
Bombus,Bombus hypnorum
Bombus,Bombus impatiens
Bombus,Bombus lapidarius
Bombus,Bombus melanopygus
Bombus,Bombus mixtus
Bombus,Bombus nevadensis
Bombus,Bombus pascuorum
Bombus,Bombus pensylvanicus
Bombus,Bombus perplexus
Bombus,Bombus pratorum
Bombus,Bombus rufocinctus
Bombus,Bombus sonorus
Bombus,Bombus ternarius
Bombus,Bombus terrestris
Bombus,Bombus terricola
Bombus,Bombus vagans
Bombus,Bombus vancouverensis
Bombus,Bombus vosnesenskii
Apidae,Melissodes
Melissodes,Melissodes bimaculatus
Apidae,Tetragonisca
Tetragonisca,Tetragonisca angustula
Apidae,Trigona
Trigona,Trigona fulviventris
Apidae,Xylocopa
Xylocopa,Xylocopa californica
Xylocopa,Xylocopa micans
Xylocopa,Xylocopa sonorina
Xylocopa,Xylocopa tabaniformis
Xylocopa,Xylocopa violacea
Xylocopa,Xylocopa virginica
Hymenoptera,Cimbicidae
Cimbicidae,Cimbex
Cimbex,Cimbex americanus
Hymenoptera,Crabronidae
Crabronidae,Bembix
Bembix,Bembix americana
Crabronidae,Bicyrtes
Bicyrtes,Bicyrtes quadrifasciatus
Crabronidae,Philanthus
Philanthus,Philanthus gibbosus
Philanthus,Philanthus triangulum
Crabronidae,Sphecius
Sphecius,Sphecius speciosus
Crabronidae,Trypoxylon
Trypoxylon,Trypoxylon politum
Hymenoptera,Diprionidae
Diprionidae,Diprion
Diprion,Diprion similis
Hymenoptera,Halictidae
Halictidae,Agapostemon
Agapostemon,Agapostemon splendens
Agapostemon,Agapostemon virescens
Halictidae,Augochlora
Augochlora,Augochlora pura
Halictidae,Augochloropsis
Augochloropsis,Augochloropsis metallica
Halictidae,Halictus
Halictus,Halictus ligatus
Halictus,Halictus poeyi
Halictus,Halictus rubicundus
Halictus,Halictus scabiosae
Halictus,Halictus tripartitus
Hymenoptera,Megachilidae
Megachilidae,Anthidium
Anthidium,Anthidium manicatum
Anthidium,Anthidium oblongatum
Megachilidae,Megachile
Megachile,Megachile sculpturalis
Megachile,Megachile xylocopoides
Megachilidae,Osmia
Osmia,Osmia bicornis
Osmia,Osmia cornuta
Hymenoptera,Mutillidae
Mutillidae,Dasymutilla
Dasymutilla,Dasymutilla aureola
Dasymutilla,Dasymutilla occidentalis
Hymenoptera,Siricidae
Siricidae,Tremex
Tremex,Tremex columba
Hymenoptera,Tenthredinidae
Tenthredinidae,Pontania
Pontania,Pontania californica
Hymenoptera,Thynnidae
Thynnidae,Myzinum
Myzinum,Myzinum quinquecinctum
Insecta,Lepidoptera
Lepidoptera,Blastobasidae
Blastobasidae,Blastobasis
Blastobasis,Blastobasis glandulella
Lepidoptera,Cosmopterigidae
Cosmopterigidae,Limnaecia
Limnaecia,Limnaecia phragmitella
Lepidoptera,Euteliidae
Euteliidae,Marathyssa
Marathyssa,Marathyssa inficita
Euteliidae,Paectes
Paectes,Paectes abrostoloides
Paectes,Paectes oculatrix
Lepidoptera,Gelechiidae
Gelechiidae,Chionodes
Chionodes,Chionodes mediofuscella
Gelechiidae,Dichomeris
Dichomeris,Dichomeris flavocostella
Gelechiidae,Stegasta
Stegasta,Stegasta bosqueella
Lepidoptera,Gracillariidae
Gracillariidae,Cameraria
Cameraria,Cameraria ohridella
Gracillariidae,Phyllocnistis
Phyllocnistis,Phyllocnistis populiella
Lepidoptera,Hepialidae
Hepialidae,Aenetus
Aenetus,Aenetus virescens
Hepialidae,Korscheltellus
Korscheltellus,Korscheltellus lupulina
Hepialidae,Triodia
Triodia,Triodia sylvina
Lepidoptera,Hesperiidae
Hesperiidae,Achalarus
Achalarus,Achalarus lyciades
Hesperiidae,Achlyodes
Achlyodes,Achlyodes pallida
Hesperiidae,Amblyscirtes
Amblyscirtes,Amblyscirtes celia
Hesperiidae,Ampittia
Ampittia,Ampittia dioscorides
Hesperiidae,Anatrytone
Anatrytone,Anatrytone logan
Hesperiidae,Ancyloxypha
Ancyloxypha,Ancyloxypha numitor
Hesperiidae,Antigonus
Antigonus,Antigonus erosus
Hesperiidae,Asbolis
Asbolis,Asbolis capucinus
Hesperiidae,Astraptes
Astraptes,Astraptes fulgerator
Hesperiidae,Atalopedes
Atalopedes,Atalopedes campestris
Hesperiidae,Autochton
Autochton,Autochton cellus
Hesperiidae,Borbo
Borbo,Borbo cinnara
Hesperiidae,Burnsius
Burnsius,Burnsius albescens
Burnsius,Burnsius communis
Burnsius,Burnsius oileus
Burnsius,Burnsius orcus
Burnsius,Burnsius philetas
Hesperiidae,Calpodes
Calpodes,Calpodes ethlius
Hesperiidae,Carcharodus
Carcharodus,Carcharodus alceae
Hesperiidae,Carterocephalus
Carterocephalus,Carterocephalus palaemon
Hesperiidae,Chioides
Chioides,Chioides albofasciatus
Hesperiidae,Chiomara
Chiomara,Chiomara georgina
Hesperiidae,Copaeodes
Copaeodes,Copaeodes aurantiaca
Copaeodes,Copaeodes minima
Hesperiidae,Daimio
Daimio,Daimio tethys
Hesperiidae,Eantis
Eantis,Eantis tamenund
Hesperiidae,Epargyreus
Epargyreus,Epargyreus clarus
Hesperiidae,Erynnis
Erynnis,Erynnis baptisiae
Erynnis,Erynnis brizo
Erynnis,Erynnis funeralis
Erynnis,Erynnis horatius
Erynnis,Erynnis icelus
Erynnis,Erynnis juvenalis
Erynnis,Erynnis propertius
Erynnis,Erynnis tages
Erynnis,Erynnis tristis
Hesperiidae,Euphyes
Euphyes,Euphyes dion
Euphyes,Euphyes vestris
Hesperiidae,Heliopetes
Heliopetes,Heliopetes ericetorum
Heliopetes,Heliopetes laviana
Hesperiidae,Hesperia
Hesperia,Hesperia colorado
Hesperia,Hesperia comma
Hesperia,Hesperia leonardus
Hesperiidae,Hylephila
