Life,Animalia
Araneae,Theraphosidae
Theraphosidae,Aphonopelma
Aphonopelma,Aphonopelma chalcodes
Aphonopelma,Aphonopelma hentzi
Araneae,Theridiidae
Theridiidae,Enoplognatha
Enoplognatha,Enoplognatha ovata
Theridiidae,Latrodectus
Latrodectus,Latrodectus geometricus
Latrodectus,Latrodectus hasselti
Latrodectus,Latrodectus hesperus
Theridiidae,Parasteatoda
Parasteatoda,Parasteatoda tepidariorum
Theridiidae,Steatoda
Steatoda,Steatoda capensis
Steatoda,Steatoda grossa
Araneae,Thomisidae
Thomisidae,Misumena
Misumena,Misumena vatia
Thomisidae,Misumenoides
Misumenoides,Misumenoides formosipes
Thomisidae,Sidymella
Sidymella,Sidymella trapezia
Thomisidae,Synema
Synema,Synema globosum
Arachnida,Endeostigmata
Endeostigmata,Eriophyidae
Eriophyidae,Aceria
Aceria,Aceria parulmi
Eriophyidae,Eriophyes
Eriophyes,Eriophyes cerasicrumena
Eriophyidae,Vasates
Vasates,Vasates quadripedes
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Dermacentor
Dermacentor,Dermacentor variabilis
Ixodidae,Ixodes
Ixodes,Ixodes pacificus
Arachnida,Opiliones
Opiliones,Phalangiidae
Phalangiidae,Mitopus
Mitopus,Mitopus morio
Phalangiidae,Opilio
Opilio,Opilio canestrinii
Phalangiidae,Phalangium
Phalangium,Phalangium opilio
Opiliones,Sclerosomatidae
Sclerosomatidae,Leiobunum
Leiobunum,Leiobunum rotundum
Leiobunum,Leiobunum vittatum
Arachnida,Scorpiones
Scorpiones,Buthidae
Buthidae,Centruroides
Centruroides,Centruroides vittatus
Scorpiones,Caraboctonidae
Caraboctonidae,Hadrurus
Hadrurus,Hadrurus arizonensis
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis puritanus
Vaejovidae,Uroctonus
Uroctonus,Uroctonus mordax
Vaejovidae,Vaejovis
Vaejovis,Vaejovis carolinianus
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Scolopendra
Scolopendra,Scolopendra heros
Scolopendra,Scolopendra polymorpha
Chilopoda,Scutigeromorpha
Scutigeromorpha,Scutigeridae
Scutigeridae,Scutigera
Scutigera,Scutigera coleoptrata
Arthropoda,Diplopoda
Diplopoda,Polydesmida
Polydesmida,Xystodesmidae
Xystodesmidae,Harpaphe
Harpaphe,Harpaphe haydeniana
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anatifera
Hexanauplia,Scalpelliformes
Scalpelliformes,Pollicipedidae
Pollicipedidae,Pollicipes
Pollicipes,Pollicipes polymerus
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Semibalanus
Semibalanus,Semibalanus balanoides
Sessilia,Tetraclitidae
Tetraclitidae,Tetraclita
Tetraclita,Tetraclita rubescens
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Aptera
Aptera,Aptera fusca
Blattodea,Blattidae
Blattidae,Blatta
Blatta,Blatta orientalis
Blattidae,Periplaneta
Periplaneta,Periplaneta americana
Blattodea,Ectobiidae
Ectobiidae,Pseudomops
Pseudomops,Pseudomops septentrionalis
Insecta,Coleoptera
Coleoptera,Brentidae
Brentidae,Arrhenodes
Arrhenodes,Arrhenodes minutus
Coleoptera,Buprestidae
Buprestidae,Agrilus
Agrilus,Agrilus planipennis
Coleoptera,Cantharidae
Cantharidae,Atalantycha
Atalantycha,Atalantycha bilineata
Cantharidae,Cantharis
Cantharis,Cantharis fusca
Cantharis,Cantharis rustica
Cantharidae,Chauliognathus
Chauliognathus,Chauliognathus basalis
Chauliognathus,Chauliognathus marginatus
Coleoptera,Carabidae
Carabidae,Carabus
Carabus,Carabus coriaceus
Carabus,Carabus nemoralis
Carabidae,Cicindela
Cicindela,Cicindela campestris
Cicindela,Cicindela formosa
Cicindela,Cicindela hirticollis
Cicindela,Cicindela hybrida
Cicindela,Cicindela ocellata
Cicindela,Cicindela oregona
Cicindela,Cicindela repanda
Cicindela,Cicindela trifasciata
Carabidae,Scaphinotus
Scaphinotus,Scaphinotus angusticollis
Carabidae,Scarites
Scarites,Scarites subterraneus
Coleoptera,Cerambycidae
Cerambycidae,Agapanthia
Agapanthia,Agapanthia villosoviridescens
Cerambycidae,Cerambyx
Cerambyx,Cerambyx scopolii
Cerambycidae,Clytus
Clytus,Clytus arietis
Cerambycidae,Dendrobias
Dendrobias,Dendrobias mandibularis
Cerambycidae,Elaphidion
Elaphidion,Elaphidion mucronatum
Cerambycidae,Graphisurus
Graphisurus,Graphisurus fasciatus
Cerambycidae,Lepturobosca
Lepturobosca,Lepturobosca chrysocoma
Cerambycidae,Monochamus
Monochamus,Monochamus notatus
Monochamus,Monochamus scutellatus
Cerambycidae,Morimus
Morimus,Morimus asper
Cerambycidae,Neoclytus
Neoclytus,Neoclytus acuminatus
Cerambycidae,Orthosoma
Orthosoma,Orthosoma brunneum
Cerambycidae,Plectrodera
Plectrodera,Plectrodera scalator
Cerambycidae,Prionoplus
Prionoplus,Prionoplus reticularis
Cerambycidae,Prionus
Prionus,Prionus californicus
Prionus,Prionus laticollis
Cerambycidae,Rhagium
Rhagium,Rhagium mordax
Cerambycidae,Rutpela
Rutpela,Rutpela maculata
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura rubra
Cerambycidae,Strangalepta
Strangalepta,Strangalepta abbreviata
Cerambycidae,Strangalia
Strangalia,Strangalia luteicornis
Cerambycidae,Tetraopes
Tetraopes,Tetraopes tetrophthalmus
Cerambycidae,Trichocnemis
Trichocnemis,Trichocnemis spiculatus
Cerambycidae,Typocerus
Typocerus,Typocerus velutinus
Cerambycidae,Xylotrechus
Xylotrechus,Xylotrechus colonus
Coleoptera,Chrysomelidae
Chrysomelidae,Aspidimorpha
Aspidimorpha,Aspidimorpha miliaris
Chrysomelidae,Cassida
Cassida,Cassida rubiginosa
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus auratus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina bankii
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela vigintipunctata
Chrysomelidae,Deloyala
Deloyala,Deloyala guttata
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica balteata
Chrysomelidae,Disonycha
Disonycha,Disonycha glabrata
Chrysomelidae,Lema
Lema,Lema daturaphila
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa juncta
Chrysomelidae,Lilioceris
Lilioceris,Lilioceris lilii
Chrysomelidae,Omophoita
Omophoita,Omophoita cyanipennis
Chrysomelidae,Ophraella
Ophraella,Ophraella communa
Chrysomelidae,Xanthogaleruca
Xanthogaleruca,Xanthogaleruca luteola
Coleoptera,Cleridae
Cleridae,Trichodes
Trichodes,Trichodes ornatus
Coleoptera,Coccinellidae
Coccinellidae,Adalia
Adalia,Adalia decempunctata
Coccinellidae,Calvia
Calvia,Calvia quatuordecimguttata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes lunata
Coccinellidae,Coccinella
Coccinella,Coccinella septempunctata
Coccinella,Coccinella transversalis
Coccinella,Coccinella trifasciata
Coccinellidae,Coelophora
Coelophora,Coelophora inaequalis
Coccinellidae,Coleomegilla
Coleomegilla,Coleomegilla maculata
Coccinellidae,Cycloneda
Cycloneda,Cycloneda munda
Coccinellidae,Epilachna
Epilachna,Epilachna mexicana
Coccinellidae,Exochomus
Exochomus,Exochomus quadripustulatus
Coccinellidae,Harmonia
Harmonia,Harmonia conformis
Coccinellidae,Henosepilachna
Henosepilachna,Henosepilachna vigintioctopunctata
Coccinellidae,Hippodamia
Hippodamia,Hippodamia convergens
Coccinellidae,Illeis
Illeis,Illeis galbula
Coccinellidae,Olla
Olla,Olla v-nigrum
Coccinellidae,Propylea
Propylea,Propylea quatuordecimpunctata
Coccinellidae,Psyllobora
Psyllobora,Psyllobora vigintimaculata
Coleoptera,Curculionidae
Curculionidae,Cactophagus
Cactophagus,Cactophagus spinolae
Curculionidae,Cyrtepistomus
Cyrtepistomus,Cyrtepistomus castaneus
Curculionidae,Diaprepes
Diaprepes,Diaprepes abbreviatus
Curculionidae,Larinus
Larinus,Larinus carlinae
Curculionidae,Otiorhynchus
Otiorhynchus,Otiorhynchus sulcatus
Curculionidae,Pantomorus
Pantomorus,Pantomorus cervinus
Curculionidae,Phyllobius
Phyllobius,Phyllobius pomaceus
Curculionidae,Polydrusus
Polydrusus,Polydrusus formosus
Curculionidae,Rhodobaenus
Rhodobaenus,Rhodobaenus quinquepunctatus
Curculionidae,Rhynchophorus
Rhynchophorus,Rhynchophorus ferrugineus
Coleoptera,Elateridae
Elateridae,Alaus
Alaus,Alaus lusciosus
Coleoptera,Erotylidae
Erotylidae,Cypherotylus
Cypherotylus,Cypherotylus californicus
Erotylidae,Megalodacne
Megalodacne,Megalodacne heros
Coleoptera,Geotrupidae
Geotrupidae,Trypocopris
Trypocopris,Trypocopris vernalis
Coleoptera,Lampyridae
Lampyridae,Ellychnia
Ellychnia,Ellychnia corrusca
Lampyridae,Lampyris
Lampyris,Lampyris noctiluca
Coleoptera,Lucanidae
Lucanidae,Lucanus
Lucanus,Lucanus elaphus
Lucanidae,Serrognathus
Serrognathus,Serrognathus titanus
Coleoptera,Lycidae
Lycidae,Calopteron
Calopteron,Calopteron terminale
Coleoptera,Meloidae
Meloidae,Lytta
Lytta,Lytta magister
Meloidae,Meloe
Meloe,Meloe violaceus
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera femorata
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa coccinea
Coleoptera,Scarabaeidae
Scarabaeidae,Callistethus
Callistethus,Callistethus marginatus
Scarabaeidae,Cotinis
Cotinis,Cotinis nitida
Scarabaeidae,Digitonthophagus
Digitonthophagus,Digitonthophagus gazella
Scarabaeidae,Euphoria
Euphoria,Euphoria inda
Euphoria,Euphoria kernii
Scarabaeidae,Macrodactylus
Macrodactylus,Macrodactylus subspinosus
Scarabaeidae,Oryctes
Oryctes,Oryctes nasicornis
Scarabaeidae,Osmoderma
Osmoderma,Osmoderma scabra
Scarabaeidae,Pelidnota
Pelidnota,Pelidnota punctata
Scarabaeidae,Polyphylla
Polyphylla,Polyphylla decemlineata
Scarabaeidae,Trichiotinus
Trichiotinus,Trichiotinus texanus
Scarabaeidae,Trichius
Trichius,Trichius fasciatus
Scarabaeidae,Trypoxylus
Trypoxylus,Trypoxylus dichotomus
Scarabaeidae,Valgus
Valgus,Valgus hemipterus
Coleoptera,Silphidae
Silphidae,Necrodes
Necrodes,Necrodes surinamensis
Silphidae,Necrophila
Necrophila,Necrophila americana
Silphidae,Nicrophorus
Nicrophorus,Nicrophorus orbicollis
Nicrophorus,Nicrophorus vespilloides
Silphidae,Phosphuga
Phosphuga,Phosphuga atrata
Coleoptera,Tenebrionidae
Tenebrionidae,Eleodes
Eleodes,Eleodes osculans
Tenebrionidae,Lagria
Lagria,Lagria hirta
Coleoptera,Zopheridae
Zopheridae,Phloeodes
Phloeodes,Phloeodes diabolicus
Insecta,Dermaptera
Dermaptera,Anisolabididae
Anisolabididae,Euborellia
Euborellia,Euborellia annulipes
Insecta,Diptera
Diptera,Asilidae
Asilidae,Dioctria
Dioctria,Dioctria hyalipennis
Asilidae,Efferia
Efferia,Efferia aestuans
Asilidae,Laphria
Laphria,Laphria macquarti
Asilidae,Mallophora
Mallophora,Mallophora fautrix
Asilidae,Promachus
Promachus,Promachus rufipes
Diptera,Bombyliidae
Bombyliidae,Bombylius
Bombylius,Bombylius major
Bombyliidae,Xenox
Xenox,Xenox tigrinus
Diptera,Calliphoridae
Calliphoridae,Calliphora
Calliphora,Calliphora vicina
Calliphoridae,Lucilia
Lucilia,Lucilia sericata
Diptera,Cecidomyiidae
Cecidomyiidae,Asphondylia
Asphondylia,Asphondylia auripila
Cecidomyiidae,Rabdophaga
Rabdophaga,Rabdophaga strobiloides
Cecidomyiidae,Rhopalomyia
Rhopalomyia,Rhopalomyia solidaginis
Diptera,Conopidae
Conopidae,Physocephala
Physocephala,Physocephala tibialis
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes albopictus
Aedes,Aedes vexans
Culicidae,Culex
Culex,Culex quinquefasciatus
Culicidae,Psorophora
Psorophora,Psorophora ciliata
Diptera,Muscidae
Muscidae,Mesembrina
Mesembrina,Mesembrina meridiana
Diptera,Psychodidae
Psychodidae,Clogmia
Clogmia,Clogmia albipunctata
Diptera,Ptychopteridae
Ptychopteridae,Bittacomorpha
Bittacomorpha,Bittacomorpha clavipes
Diptera,Rhagionidae
Rhagionidae,Chrysopilus
Chrysopilus,Chrysopilus thoracicus
Diptera,Stratiomyidae
Stratiomyidae,Exaireta
Exaireta,Exaireta spinigera
Diptera,Syrphidae
Syrphidae,Allograpta
Allograpta,Allograpta obliqua
Syrphidae,Episyrphus
Episyrphus,Episyrphus balteatus
Syrphidae,Eristalinus
Eristalinus,Eristalinus aeneus
Syrphidae,Eristalis
Eristalis,Eristalis dimidiata
Eristalis,Eristalis flavipes
Eristalis,Eristalis pertinax
Eristalis,Eristalis transversa
Syrphidae,Eupeodes
Eupeodes,Eupeodes corollae
Syrphidae,Helophilus
Helophilus,Helophilus fasciatus
Syrphidae,Melangyna
Melangyna,Melangyna novaezelandiae
Syrphidae,Merodon
Merodon,Merodon equestris
Syrphidae,Palpada
Palpada,Palpada vinetorum
Syrphidae,Scaeva
Scaeva,Scaeva pyrastri
Syrphidae,Spilomyia
Spilomyia,Spilomyia longicornis
Syrphidae,Syritta
Syritta,Syritta pipiens
Syrphidae,Toxomerus
Toxomerus,Toxomerus marginatus
Toxomerus,Toxomerus occidentalis
Syrphidae,Volucella
Volucella,Volucella bombylans
Volucella,Volucella pellucens
Diptera,Tabanidae
Tabanidae,Tabanus
Tabanus,Tabanus atratus
Diptera,Tachinidae
Tachinidae,Hystricia
Hystricia,Hystricia abrupta
Tachinidae,Tachina
Tachina,Tachina fera
Tachinidae,Trichopoda
Trichopoda,Trichopoda pennipes
Tachinidae,Trigonospila
Trigonospila,Trigonospila brevifacies
Diptera,Tephritidae
Tephritidae,Eurosta
Eurosta,Eurosta solidaginis
Diptera,Tipulidae
Tipulidae,Tipula
Tipula,Tipula abdominalis
Diptera,Ulidiidae
Ulidiidae,Delphinia
Delphinia,Delphinia picta
Insecta,Hemiptera
Hemiptera,Acanaloniidae
Acanaloniidae,Acanalonia
Acanalonia,Acanalonia conica
Hemiptera,Acanthosomatidae
Acanthosomatidae,Elasmostethus
Elasmostethus,Elasmostethus interstinctus
Hemiptera,Adelgidae
Adelgidae,Adelges
Adelges,Adelges tsugae
Hemiptera,Alydidae
Alydidae,Riptortus
Riptortus,Riptortus pedestris
Hemiptera,Aphalaridae
Aphalaridae,Glycaspis
Glycaspis,Glycaspis brimblecombei
Aphalaridae,Pachypsylla
Pachypsylla,Pachypsylla venusta
Hemiptera,Aphididae
Aphididae,Melaphis
Melaphis,Melaphis rhois
Hemiptera,Aphrophoridae
Aphrophoridae,Philaenus
Philaenus,Philaenus spumarius
Hemiptera,Belostomatidae
Belostomatidae,Lethocerus
Lethocerus,Lethocerus americanus
Hemiptera,Cercopidae
Cercopidae,Prosapia
Prosapia,Prosapia bicincta
Hemiptera,Cicadellidae
Cicadellidae,Colladonus
Colladonus,Colladonus clitellarius
Cicadellidae,Cuerna
Cuerna,Cuerna costalis
Cicadellidae,Excultanus
Excultanus,Excultanus excultus
Cicadellidae,Graphocephala
Graphocephala,Graphocephala coccinea
Graphocephala,Graphocephala versuta
Cicadellidae,Jikradia
Jikradia,Jikradia olitoria
Cicadellidae,Paraulacizes
Paraulacizes,Paraulacizes irrorata
Cicadellidae,Tylozygus
Tylozygus,Tylozygus bifidus
Hemiptera,Cicadidae
Cicadidae,Amphipsalta
Amphipsalta,Amphipsalta zelandica
Cicadidae,Cicada
Cicada,Cicada orni
Cicadidae,Cyclochila
Cyclochila,Cyclochila australasiae
Cicadidae,Graptopsaltria
Graptopsaltria,Graptopsaltria nigrofuscata
Cicadidae,Magicicada
Magicicada,Magicicada septendecim
Cicadidae,Megatibicen
Megatibicen,Megatibicen dealbatus
Megatibicen,Megatibicen resh
Cicadidae,Neotibicen
Neotibicen,Neotibicen canicularis
Neotibicen,Neotibicen pruinosus
Cicadidae,Pacarina
Pacarina,Pacarina puella
Cicadidae,Psaltoda
Psaltoda,Psaltoda plaga
Hemiptera,Coreidae
Coreidae,Acanthocephala
Acanthocephala,Acanthocephala declivis
Acanthocephala,Acanthocephala terminalis
Coreidae,Anasa
Anasa,Anasa tristis
Coreidae,Chelinidea
Chelinidea,Chelinidea vittiger
Coreidae,Hypselonotus
Hypselonotus,Hypselonotus interruptus
Coreidae,Leptoglossus
Leptoglossus,Leptoglossus oppositus
Leptoglossus,Leptoglossus zonatus
Coreidae,Thasus
Thasus,Thasus neocalifornicus
Hemiptera,Cydnidae
Cydnidae,Sehirus
Sehirus,Sehirus cinctus
Hemiptera,Flatidae
Flatidae,Metcalfa
Metcalfa,Metcalfa pruinosa
Flatidae,Ormenoides
Ormenoides,Ormenoides venusta
Flatidae,Siphanta
Siphanta,Siphanta acuta
Hemiptera,Fulgoridae
Fulgoridae,Pyrops
Pyrops,Pyrops candelaria
Hemiptera,Gerridae
Gerridae,Aquarius
Aquarius,Aquarius remigis
Hemiptera,Largidae
Largidae,Largus
Largus,Largus californicus
Hemiptera,Lygaeidae
Lygaeidae,Lygaeus
Lygaeus,Lygaeus kalmii
Lygaeidae,Melacoryphus
Melacoryphus,Melacoryphus lateralis
Lygaeidae,Neacoryphus
Neacoryphus,Neacoryphus bicrucis
Lygaeidae,Spilostethus
Spilostethus,Spilostethus pandurus
Hemiptera,Membracidae
Membracidae,Membracis
Membracis,Membracis mexicana
Hemiptera,Miridae
Miridae,Adelphocoris
Adelphocoris,Adelphocoris lineolatus
Miridae,Deraeocoris
Deraeocoris,Deraeocoris ruber
Miridae,Leptopterna
Leptopterna,Leptopterna dolabrata
Hemiptera,Pentatomidae
Pentatomidae,Bagrada
Bagrada,Bagrada hilaris
Pentatomidae,Banasa
Banasa,Banasa euchlora
Pentatomidae,Carpocoris
Carpocoris,Carpocoris fuscispinus
Carpocoris,Carpocoris mediterraneus
Pentatomidae,Chlorochroa
Chlorochroa,Chlorochroa sayi
Pentatomidae,Dolycoris
Dolycoris,Dolycoris baccarum
Pentatomidae,Eurydema
Eurydema,Eurydema ornata
Pentatomidae,Euschistus
Euschistus,Euschistus tristigmus
Pentatomidae,Graphosoma
Graphosoma,Graphosoma italicum
Pentatomidae,Halyomorpha
Halyomorpha,Halyomorpha halys
Pentatomidae,Murgantia
Murgantia,Murgantia histrionica
Pentatomidae,Rhaphigaster
Rhaphigaster,Rhaphigaster nebulosa
Pentatomidae,Stiretrus
Stiretrus,Stiretrus anchorago
Hemiptera,Plataspidae
Plataspidae,Megacopta
Megacopta,Megacopta cribraria
Hemiptera,Pyrrhocoridae
Pyrrhocoridae,Dindymus
Dindymus,Dindymus versicolor
Pyrrhocoridae,Dysdercus
Dysdercus,Dysdercus cingulatus
Hemiptera,Reduviidae
Reduviidae,Apiomerus
Apiomerus,Apiomerus californicus
Reduviidae,Melanolestes
Melanolestes,Melanolestes picipes
Reduviidae,Phymata
Phymata,Phymata americana
Reduviidae,Rasahus
Rasahus,Rasahus hamatus
Reduviidae,Reduvius
Reduvius,Reduvius personatus
Reduviidae,Repipta
Repipta,Repipta taurus
Reduviidae,Zelus
Zelus,Zelus longipes
Zelus,Zelus luridus
Hemiptera,Rhopalidae
Rhopalidae,Boisea
Boisea,Boisea trivittata
Hemiptera,Rhyparochromidae
Rhyparochromidae,Rhyparochromus
Rhyparochromus,Rhyparochromus vulgaris
Hemiptera,Ricaniidae
Ricaniidae,Scolypopa
Scolypopa,Scolypopa australis
Hemiptera,Scutelleridae
Scutelleridae,Cantao
Cantao,Cantao ocellatus
Scutelleridae,Poecilocoris
Poecilocoris,Poecilocoris lewisi
Scutelleridae,Tectocoris
Tectocoris,Tectocoris diophthalmus
Hemiptera,Tessaratomidae
Tessaratomidae,Tessaratoma
Tessaratoma,Tessaratoma papillosa
Insecta,Hymenoptera
Hymenoptera,Andrenidae
Andrenidae,Andrena
Andrena,Andrena wilkella
Hymenoptera,Apidae
Apidae,Anthophora
Anthophora,Anthophora californica
Apidae,Apis
Apis,Apis dorsata
Apis,Apis mellifera
Apidae,Bombus
Bombus,Bombus auricomus
Bombus,Bombus bimaculatus
Bombus,Bombus hypnorum
Bombus,Bombus impatiens
Bombus,Bombus lapidarius
Bombus,Bombus mixtus
Bombus,Bombus nevadensis
Bombus,Bombus pensylvanicus
Bombus,Bombus pratorum
Bombus,Bombus ternarius
Bombus,Bombus terrestris
Bombus,Bombus terricola
Bombus,Bombus vancouverensis
Bombus,Bombus vosnesenskii
Apidae,Melissodes
Melissodes,Melissodes bimaculatus
Apidae,Tetragonisca
Tetragonisca,Tetragonisca angustula
Apidae,Xylocopa
Xylocopa,Xylocopa californica
Xylocopa,Xylocopa tabaniformis
Xylocopa,Xylocopa violacea
Hymenoptera,Braconidae
Braconidae,Cotesia
Cotesia,Cotesia congregata
Hymenoptera,Colletidae
Colletidae,Hylaeus
Hylaeus,Hylaeus modestus
Hymenoptera,Crabronidae
Crabronidae,Bembix
Bembix,Bembix americana
Crabronidae,Bicyrtes
Bicyrtes,Bicyrtes quadrifasciatus
Crabronidae,Philanthus
Philanthus,Philanthus gibbosus
Crabronidae,Sphecius
Sphecius,Sphecius speciosus
Hymenoptera,Cynipidae
Cynipidae,Amphibolips
Amphibolips,Amphibolips quercusjuglans
Cynipidae,Andricus
Andricus,Andricus quercuscalifornicus
Cynipidae,Diplolepis
Diplolepis,Diplolepis rosae
Hymenoptera,Diprionidae
Diprionidae,Diprion
Diprion,Diprion similis
Hymenoptera,Formicidae
Formicidae,Atta
Atta,Atta cephalotes
Formicidae,Camponotus
Camponotus,Camponotus castaneus
Camponotus,Camponotus fulvopilosus
Camponotus,Camponotus novaeboracensis
Camponotus,Camponotus pennsylvanicus
Camponotus,Camponotus sericeiventris
Formicidae,Crematogaster
Crematogaster,Crematogaster scutellaris
Formicidae,Formica
Formica,Formica obscuripes
Formicidae,Iridomyrmex
Iridomyrmex,Iridomyrmex purpureus
Formicidae,Paraponera
Paraponera,Paraponera clavata
Formicidae,Paratrechina
Paratrechina,Paratrechina longicornis
Formicidae,Pogonomyrmex
Pogonomyrmex,Pogonomyrmex barbatus
Pogonomyrmex,Pogonomyrmex californicus
Formicidae,Pseudomyrmex
Pseudomyrmex,Pseudomyrmex gracilis
Formicidae,Tapinoma
Tapinoma,Tapinoma sessile
Formicidae,Tetramorium
Tetramorium,Tetramorium immigrans
Hymenoptera,Halictidae
Halictidae,Agapostemon
Agapostemon,Agapostemon virescens
Halictidae,Augochloropsis
Augochloropsis,Augochloropsis metallica
Halictidae,Halictus
Halictus,Halictus poeyi
Halictus,Halictus tripartitus
Hymenoptera,Ichneumonidae
Ichneumonidae,Enicospilus
Enicospilus,Enicospilus purgatus
Ichneumonidae,Megarhyssa
Megarhyssa,Megarhyssa atrata
Hymenoptera,Megachilidae
Megachilidae,Anthidium
Anthidium,Anthidium manicatum
Megachilidae,Megachile
Megachile,Megachile sculpturalis
Megachilidae,Osmia
Osmia,Osmia cornuta
Hymenoptera,Mutillidae
Mutillidae,Dasymutilla
Dasymutilla,Dasymutilla occidentalis
Hymenoptera,Scoliidae
Scoliidae,Scolia
Scolia,Scolia bicincta
Scolia,Scolia nobilitata
Hymenoptera,Siricidae
Siricidae,Tremex
Tremex,Tremex columba
Hymenoptera,Sphecidae
Sphecidae,Chalybion
Chalybion,Chalybion californicum
Sphecidae,Chlorion
Chlorion,Chlorion aerarium
Sphecidae,Isodontia
Isodontia,Isodontia mexicana
Sphecidae,Sceliphron
Sceliphron,Sceliphron caementarium
Sphecidae,Sphex
Sphex,Sphex ichneumoneus
Sphex,Sphex nudus
Hymenoptera,Vespidae
Vespidae,Ancistrocerus
Ancistrocerus,Ancistrocerus antilope
Vespidae,Brachygastra
Brachygastra,Brachygastra mellifica
Vespidae,Dolichovespula
Dolichovespula,Dolichovespula arenaria
