Life,Animalia
Attulus,Attulus fasciger
Salticidae,Colonus
Colonus,Colonus sylvanus
Salticidae,Eris
Eris,Eris militaris
Salticidae,Hasarius
Hasarius,Hasarius adansoni
Salticidae,Hentzia
Hentzia,Hentzia mitrata
Salticidae,Hypoblemum
Hypoblemum,Hypoblemum griseum
Salticidae,Marpissa
Marpissa,Marpissa muscosa
Salticidae,Menemerus
Menemerus,Menemerus semilimbatus
Salticidae,Metacyrba
Metacyrba,Metacyrba taeniola
Salticidae,Naphrys
Naphrys,Naphrys pulex
Salticidae,Paraphidippus
Paraphidippus,Paraphidippus aurantius
Salticidae,Phidippus
Phidippus,Phidippus audax
Phidippus,Phidippus johnsoni
Salticidae,Trite
Trite,Trite auricoma
Araneae,Sicariidae
Sicariidae,Loxosceles
Loxosceles,Loxosceles reclusa
Araneae,Sparassidae
Sparassidae,Micrommata
Micrommata,Micrommata virescens
Sparassidae,Olios
Olios,Olios giganteus
Araneae,Tetragnathidae
Tetragnathidae,Leucauge
Leucauge,Leucauge argyrobapta
Araneae,Theraphosidae
Theraphosidae,Aphonopelma
Aphonopelma,Aphonopelma eutylenum
Aphonopelma,Aphonopelma iodius
Araneae,Theridiidae
Theridiidae,Latrodectus
Latrodectus,Latrodectus katipo
Latrodectus,Latrodectus mactans
Latrodectus,Latrodectus variolus
Theridiidae,Steatoda
Steatoda,Steatoda nobilis
Steatoda,Steatoda triangulosa
Araneae,Thomisidae
Thomisidae,Thomisus
Thomisus,Thomisus onustus
Araneae,Zoropsidae
Zoropsidae,Zoropsis
Zoropsis,Zoropsis spinimana
Arachnida,Endeostigmata
Endeostigmata,Eriophyidae
Eriophyidae,Aculops
Aculops,Aculops rhois
Eriophyidae,Aculus
Aculus,Aculus tetanothrix
Eriophyidae,Eriophyes
Eriophyes,Eriophyes tiliae
Arachnida,Ixodida
Ixodida,Ixodidae
Ixodidae,Amblyomma
Amblyomma,Amblyomma americanum
Ixodidae,Dermacentor
Dermacentor,Dermacentor occidentalis
Ixodidae,Ixodes
Ixodes,Ixodes ricinus
Ixodes,Ixodes scapularis
Arachnida,Opiliones
Opiliones,Sclerosomatidae
Sclerosomatidae,Leiobunum
Leiobunum,Leiobunum townsendi
Arachnida,Scorpiones
Scorpiones,Buthidae
Buthidae,Centruroides
Centruroides,Centruroides sculpturatus
Scorpiones,Vaejovidae
Vaejovidae,Paravaejovis
Paravaejovis,Paravaejovis spinigerus
Vaejovidae,Paruroctonus
Paruroctonus,Paruroctonus silvestrii
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Scolopendromorpha,Scolopendridae
Scolopendridae,Hemiscolopendra
Hemiscolopendra,Hemiscolopendra marginata
Scolopendridae,Scolopendra
Scolopendra,Scolopendra cingulata
Arthropoda,Diplopoda
Diplopoda,Julida
Julida,Julidae
Julidae,Ommatoiulus
Ommatoiulus,Ommatoiulus moreleti
Diplopoda,Polydesmida
Polydesmida,Paradoxosomatidae
Paradoxosomatidae,Oxidus
Oxidus,Oxidus gracilis
Polydesmida,Xystodesmidae
Xystodesmidae,Apheloria
Apheloria,Apheloria virginiensis
Diplopoda,Spirobolida
Spirobolida,Rhinocricidae
Rhinocricidae,Anadenobolus
Anadenobolus,Anadenobolus monilicornis
Spirobolida,Trigoniulidae
Trigoniulidae,Trigoniulus
Trigoniulus,Trigoniulus corallinus
Arthropoda,Hexanauplia
Hexanauplia,Lepadiformes
Lepadiformes,Lepadidae
Lepadidae,Lepas
Lepas,Lepas anserifera
Hexanauplia,Sessilia
Sessilia,Balanidae
Balanidae,Balanus
Balanus,Balanus glandula
Balanidae,Semibalanus
Semibalanus,Semibalanus cariosus
Arthropoda,Insecta
Insecta,Blattodea
Blattodea,Blaberidae
Blaberidae,Panchlora
Panchlora,Panchlora nivea
Blaberidae,Pycnoscelus
Pycnoscelus,Pycnoscelus surinamensis
Blattodea,Blattidae
Blattidae,Periplaneta
Periplaneta,Periplaneta australasiae
Periplaneta,Periplaneta fuliginosa
Insecta,Coleoptera
Coleoptera,Buprestidae
Buprestidae,Buprestis
Buprestis,Buprestis aurulenta
Buprestidae,Euchroma
Euchroma,Euchroma giganteum
Coleoptera,Cantharidae
Cantharidae,Cantharis
Cantharis,Cantharis livida
Cantharidae,Chauliognathus
Chauliognathus,Chauliognathus pensylvanicus
Cantharidae,Rhagonycha
Rhagonycha,Rhagonycha fulva
Coleoptera,Carabidae
Carabidae,Calosoma
Calosoma,Calosoma scrutator
Carabidae,Carabus
Carabus,Carabus granulatus
Carabidae,Cicindela
Cicindela,Cicindela aurulenta
Cicindela,Cicindela duodecimguttata
Cicindela,Cicindela longilabris
Cicindela,Cicindela punctulata
Cicindela,Cicindela purpurea
Cicindela,Cicindela scutellaris
Cicindela,Cicindela sexguttata
Cicindela,Cicindela tranquebarica
Carabidae,Harpalus
Harpalus,Harpalus rufipes
Carabidae,Tetracha
Tetracha,Tetracha carolina
Coleoptera,Cerambycidae
Cerambycidae,Analeptura
Analeptura,Analeptura lineola
Cerambycidae,Aromia
Aromia,Aromia moschata
Cerambycidae,Clytus
Clytus,Clytus ruricola
Cerambycidae,Desmocerus
Desmocerus,Desmocerus palliatus
Cerambycidae,Eburia
Eburia,Eburia quadrigeminata
Cerambycidae,Knulliana
Knulliana,Knulliana cincta
Cerambycidae,Leptura
Leptura,Leptura quadrifasciata
Cerambycidae,Mallodon
Mallodon,Mallodon dasystomus
Cerambycidae,Megacyllene
Megacyllene,Megacyllene robiniae
Cerambycidae,Monochamus
Monochamus,Monochamus clamator
Cerambycidae,Prionus
Prionus,Prionus coriarius
Prionus,Prionus imbricornis
Cerambycidae,Pseudovadonia
Pseudovadonia,Pseudovadonia livida
Cerambycidae,Rhagium
Rhagium,Rhagium inquisitor
Cerambycidae,Rosalia
Rosalia,Rosalia funebris
Cerambycidae,Sphaenothecus
Sphaenothecus,Sphaenothecus bilineatus
Cerambycidae,Stenurella
Stenurella,Stenurella melanura
Cerambycidae,Stictoleptura
Stictoleptura,Stictoleptura canadensis
Cerambycidae,Tetraopes
Tetraopes,Tetraopes femoratus
Cerambycidae,Typocerus
Typocerus,Typocerus zebra
Coleoptera,Chrysomelidae
Chrysomelidae,Acalymma
Acalymma,Acalymma vittatum
Chrysomelidae,Agelastica
Agelastica,Agelastica alni
Chrysomelidae,Anomoea
Anomoea,Anomoea laticlavia
Chrysomelidae,Cerotoma
Cerotoma,Cerotoma trifurcata
Chrysomelidae,Charidotella
Charidotella,Charidotella sexpunctata
Chrysomelidae,Chrysochus
Chrysochus,Chrysochus cobaltinus
Chrysomelidae,Chrysolina
Chrysolina,Chrysolina americana
Chrysolina,Chrysolina fastuosa
Chrysomelidae,Chrysomela
Chrysomela,Chrysomela populi
Chrysomela,Chrysomela scripta
Chrysomelidae,Clytra
Clytra,Clytra laeviuscula
Chrysomelidae,Diabrotica
Diabrotica,Diabrotica undecimpunctata
Chrysomelidae,Galeruca
Galeruca,Galeruca tanaceti
Chrysomelidae,Gastrophysa
Gastrophysa,Gastrophysa viridula
Chrysomelidae,Helocassis
Helocassis,Helocassis clavata
Chrysomelidae,Labidomera
Labidomera,Labidomera clivicollis
Chrysomelidae,Leptinotarsa
Leptinotarsa,Leptinotarsa decemlineata
Chrysomelidae,Plagiodera
Plagiodera,Plagiodera versicolora
Chrysomelidae,Timarcha
Timarcha,Timarcha tenebricosa
Chrysomelidae,Trachymela
Trachymela,Trachymela sloanei
Chrysomelidae,Zygogramma
Zygogramma,Zygogramma signatipennis
Coleoptera,Cleridae
Cleridae,Trichodes
Trichodes,Trichodes alvearius
Trichodes,Trichodes apiarius
Coleoptera,Coccinellidae
Coccinellidae,Adalia
Adalia,Adalia bipunctata
Coccinellidae,Anatis
Anatis,Anatis ocellata
Coccinellidae,Cheilomenes
Cheilomenes,Cheilomenes sexmaculata
Coccinellidae,Chilocorus
Chilocorus,Chilocorus stigma
Coccinellidae,Coccinella
Coccinella,Coccinella californica
Coccinella,Coccinella undecimpunctata
Coccinellidae,Cryptolaemus
Cryptolaemus,Cryptolaemus montrouzieri
Coccinellidae,Cycloneda
Cycloneda,Cycloneda polita
Cycloneda,Cycloneda sanguinea
Coccinellidae,Halmus
Halmus,Halmus chalybeus
Coccinellidae,Halyzia
Halyzia,Halyzia sedecimguttata
Coccinellidae,Harmonia
Harmonia,Harmonia axyridis
Coccinellidae,Hippodamia
Hippodamia,Hippodamia variegata
Coccinellidae,Psyllobora
Psyllobora,Psyllobora vigintiduopunctata
Coleoptera,Dermestidae
Dermestidae,Anthrenus
Anthrenus,Anthrenus verbasci
Dermestidae,Dermestes
Dermestes,Dermestes lardarius
Coleoptera,Elateridae
Elateridae,Agrypnus
Agrypnus,Agrypnus murinus
Elateridae,Alaus
Alaus,Alaus oculatus
Coleoptera,Geotrupidae
Geotrupidae,Anoplotrupes
Anoplotrupes,Anoplotrupes stercorosus
Coleoptera,Lampyridae
Lampyridae,Lucidota
Lucidota,Lucidota atra
Lampyridae,Photinus
Photinus,Photinus pyralis
Coleoptera,Lucanidae
Lucanidae,Dorcus
Dorcus,Dorcus parallelipipedus
Lucanidae,Lucanus
Lucanus,Lucanus capreolus
Lucanus,Lucanus cervus
Coleoptera,Lycidae
Lycidae,Calopteron
Calopteron,Calopteron reticulatum
Coleoptera,Meloidae
Meloidae,Cysteodemus
Cysteodemus,Cysteodemus armatus
Meloidae,Epicauta
Epicauta,Epicauta pennsylvanica
Meloidae,Meloe
Meloe,Meloe proscarabaeus
Coleoptera,Melyridae
Melyridae,Malachius
Malachius,Malachius bipustulatus
Coleoptera,Oedemeridae
Oedemeridae,Oedemera
Oedemera,Oedemera nobilis
Coleoptera,Passalidae
Passalidae,Odontotaenius
Odontotaenius,Odontotaenius disjunctus
Coleoptera,Pyrochroidae
Pyrochroidae,Pyrochroa
Pyrochroa,Pyrochroa serraticornis
Coleoptera,Scarabaeidae
Scarabaeidae,Amphimallon
Amphimallon,Amphimallon solstitiale
Scarabaeidae,Cetonia
Cetonia,Cetonia aurata
Scarabaeidae,Cotinis
Cotinis,Cotinis mutabilis
Scarabaeidae,Dynastes
Dynastes,Dynastes tityus
Scarabaeidae,Euphoria
Euphoria,Euphoria basalis
Euphoria,Euphoria sepulcralis
Scarabaeidae,Exomala
Exomala,Exomala orientalis
Scarabaeidae,Melolontha
Melolontha,Melolontha melolontha
Scarabaeidae,Oxythyrea
Oxythyrea,Oxythyrea funesta
Scarabaeidae,Phanaeus
Phanaeus,Phanaeus vindex
Scarabaeidae,Phyllopertha
Phyllopertha,Phyllopertha horticola
Scarabaeidae,Popillia
Popillia,Popillia japonica
Scarabaeidae,Protaetia
Protaetia,Protaetia cuprea
Scarabaeidae,Strategus
Strategus,Strategus aloeus
Scarabaeidae,Trichiotinus
Trichiotinus,Trichiotinus assimilis
Scarabaeidae,Trigonopeltastes
Trigonopeltastes,Trigonopeltastes delta
Coleoptera,Silphidae
Silphidae,Nicrophorus
Nicrophorus,Nicrophorus tomentosus
Silphidae,Oiceoptoma
Oiceoptoma,Oiceoptoma thoracicum
Coleoptera,Staphylinidae
Staphylinidae,Ocypus
Ocypus,Ocypus olens
Coleoptera,Tenebrionidae
Tenebrionidae,Bolitotherus
Bolitotherus,Bolitotherus cornutus
Tenebrionidae,Eleodes
Eleodes,Eleodes obscura
Coleoptera,Zopheridae
Zopheridae,Zopherus
Zopherus,Zopherus nodulosus
Insecta,Dermaptera
Dermaptera,Forficulidae
Forficulidae,Forficula
Forficula,Forficula auricularia
Insecta,Diptera
Diptera,Asilidae
Asilidae,Laphria
Laphria,Laphria thoracica
Asilidae,Mallophora
Mallophora,Mallophora leschenaulti
Asilidae,Microstylum
Microstylum,Microstylum morosum
Asilidae,Promachus
Promachus,Promachus hinei
Asilidae,Triorla
Triorla,Triorla interrupta
Diptera,Bibionidae
Bibionidae,Plecia
Plecia,Plecia nearctica
Diptera,Bombyliidae
Bombyliidae,Poecilanthrax
Poecilanthrax,Poecilanthrax lucifer
Diptera,Calliphoridae
Calliphoridae,Chrysomya
Chrysomya,Chrysomya megacephala
Diptera,Cecidomyiidae
Cecidomyiidae,Rhopalomyia
Rhopalomyia,Rhopalomyia californica
Diptera,Culicidae
Culicidae,Aedes
Aedes,Aedes aegypti
Diptera,Micropezidae
Micropezidae,Rainieria
Rainieria,Rainieria antennaepes
Diptera,Muscidae
Muscidae,Musca
Musca,Musca domestica
Muscidae,Stomoxys
Stomoxys,Stomoxys calcitrans
Diptera,Mydidae
Mydidae,Mydas
Mydas,Mydas clavatus
Diptera,Scathophagidae
Scathophagidae,Scathophaga
Scathophaga,Scathophaga stercoraria
Diptera,Stratiomyidae
Stratiomyidae,Hermetia
Hermetia,Hermetia illucens
Stratiomyidae,Ptecticus
Ptecticus,Ptecticus trivittatus
Diptera,Syrphidae
Syrphidae,Copestylum
Copestylum,Copestylum mexicanum
Syrphidae,Dioprosopa
Dioprosopa,Dioprosopa clavata
Syrphidae,Eristalinus
Eristalinus,Eristalinus taeniops
Syrphidae,Eristalis
Eristalis,Eristalis arbustorum
Eristalis,Eristalis stipator
Eristalis,Eristalis tenax
Syrphidae,Eupeodes
Eupeodes,Eupeodes volucris
Syrphidae,Helophilus
Helophilus,Helophilus pendulus
Helophilus,Helophilus trivittatus
Syrphidae,Milesia
Milesia,Milesia virginiensis
Syrphidae,Myathropa
Myathropa,Myathropa florea
Syrphidae,Ocyptamus
Ocyptamus,Ocyptamus fuscipennis
Syrphidae,Paragus
Paragus,Paragus haemorrhous
Syrphidae,Scaeva
Scaeva,Scaeva affinis
Syrphidae,Sphaerophoria
Sphaerophoria,Sphaerophoria scripta
Syrphidae,Toxomerus
Toxomerus,Toxomerus geminatus
Toxomerus,Toxomerus politus
Syrphidae,Volucella
Volucella,Volucella inanis
Volucella,Volucella zonaria
Insecta,Ephemeroptera
Ephemeroptera,Ephemeridae
Ephemeridae,Hexagenia
Hexagenia,Hexagenia limbata
Insecta,Hemiptera
Hemiptera,Acanaloniidae
Acanaloniidae,Acanalonia
Acanalonia,Acanalonia bivittata
Hemiptera,Acanthosomatidae
Acanthosomatidae,Acanthosoma
Acanthosoma,Acanthosoma haemorrhoidale
Acanthosomatidae,Elasmostethus
Elasmostethus,Elasmostethus cruciatus
Acanthosomatidae,Elasmucha
Elasmucha,Elasmucha grisea
Hemiptera,Alydidae
Alydidae,Hyalymenus
Hyalymenus,Hyalymenus tarsatus
Hemiptera,Aphalaridae
Aphalaridae,Pachypsylla
Pachypsylla,Pachypsylla celtidismamma
Hemiptera,Aphididae
Aphididae,Aphis
Aphis,Aphis nerii
Aphididae,Hormaphis
Hormaphis,Hormaphis hamamelidis
Aphididae,Tuberolachnus
Tuberolachnus,Tuberolachnus salignus
Hemiptera,Cercopidae
Cercopidae,Cercopis
Cercopis,Cercopis vulnerata
Hemiptera,Cicadellidae
Cicadellidae,Cicadella
Cicadella,Cicadella viridis
Cicadellidae,Graphocephala
Graphocephala,Graphocephala atropunctata
Graphocephala,Graphocephala fennahi
Cicadellidae,Homalodisca
Homalodisca,Homalodisca vitripennis
Cicadellidae,Oncometopia
Oncometopia,Oncometopia orbona
Cicadellidae,Orientus
Orientus,Orientus ishidae
Hemiptera,Cicadidae
Cicadidae,Megatibicen
Megatibicen,Megatibicen auletes
Cicadidae,Neotibicen
Neotibicen,Neotibicen lyricen
Neotibicen,Neotibicen superbus
Neotibicen,Neotibicen tibicen
Hemiptera,Coreidae
Coreidae,Acanthocephala
Acanthocephala,Acanthocephala alata
Acanthocephala,Acanthocephala femorata
Coreidae,Coreus
Coreus,Coreus marginatus
Coreidae,Euthochtha
Euthochtha,Euthochtha galeator
Coreidae,Gonocerus
Gonocerus,Gonocerus acuteangulatus
Coreidae,Hypselonotus
Hypselonotus,Hypselonotus punctiventris
Coreidae,Leptoglossus
Leptoglossus,Leptoglossus clypealis
Leptoglossus,Leptoglossus occidentalis
Leptoglossus,Leptoglossus phyllopus
Coreidae,Thasus
Thasus,Thasus gigas
Hemiptera,Flatidae
Flatidae,Flatormenis
Flatormenis,Flatormenis proxima
Hemiptera,Fulgoridae
Fulgoridae,Lycorma
Lycorma,Lycorma delicatula
Hemiptera,Gelastocoridae
Gelastocoridae,Gelastocoris
Gelastocoris,Gelastocoris oculatus
Hemiptera,Largidae
Largidae,Largus
Largus,Largus succinctus
Largidae,Stenomacra
Stenomacra,Stenomacra marginella
Hemiptera,Lygaeidae
Lygaeidae,Kleidocerys
Kleidocerys,Kleidocerys resedae
Lygaeidae,Lygaeus
Lygaeus,Lygaeus equestris
Lygaeus,Lygaeus turcicus
Lygaeidae,Oncopeltus
Oncopeltus,Oncopeltus fasciatus
Lygaeidae,Spilostethus
Spilostethus,Spilostethus saxatilis
Hemiptera,Membracidae
Membracidae,Entylia
Entylia,Entylia carinata
Hemiptera,Miridae
Miridae,Closterotomus
Closterotomus,Closterotomus norwegicus
Miridae,Lygus
Lygus,Lygus lineolaris
Miridae,Poecilocapsus
Poecilocapsus,Poecilocapsus lineatus
Miridae,Stenotus
Stenotus,Stenotus binotatus
Hemiptera,Nepidae
Nepidae,Nepa
Nepa,Nepa cinerea
Hemiptera,Oxycarenidae
Oxycarenidae,Oxycarenus
Oxycarenus,Oxycarenus lavaterae
Hemiptera,Pentatomidae
Pentatomidae,Aelia
Aelia,Aelia acuminata
Pentatomidae,Banasa
Banasa,Banasa dimidiata
Pentatomidae,Carpocoris
Carpocoris,Carpocoris purpureipennis
Pentatomidae,Chinavia
Chinavia,Chinavia hilaris
Pentatomidae,Chlorochroa
Chlorochroa,Chlorochroa ligata
Pentatomidae,Cosmopepla
Cosmopepla,Cosmopepla lintneriana
Pentatomidae,Erthesina
Erthesina,Erthesina fullo
Pentatomidae,Eurydema
Eurydema,Eurydema oleracea
Pentatomidae,Euschistus
Euschistus,Euschistus servus
Pentatomidae,Euthyrhynchus
Euthyrhynchus,Euthyrhynchus floridanus
Pentatomidae,Graphosoma
Graphosoma,Graphosoma semipunctatum
Pentatomidae,Menecles
Menecles,Menecles insertus
Pentatomidae,Mormidea
Mormidea,Mormidea lugens
Pentatomidae,Nezara
Nezara,Nezara viridula
Pentatomidae,Oebalus
Oebalus,Oebalus pugnax
Pentatomidae,Palomena
Palomena,Palomena prasina
Pentatomidae,Pentatoma
Pentatoma,Pentatoma rufipes
Pentatomidae,Peribalus
Peribalus,Peribalus strictus
Pentatomidae,Picromerus
Picromerus,Picromerus bidens
Pentatomidae,Piezodorus
Piezodorus,Piezodorus lituratus
Pentatomidae,Proxys
Proxys,Proxys punctulatus
Pentatomidae,Thyanta
Thyanta,Thyanta custator
Hemiptera,Phylloxeridae
Phylloxeridae,Daktulosphaira
Daktulosphaira,Daktulosphaira vitifoliae
Hemiptera,Pyrrhocoridae
Pyrrhocoridae,Pyrrhocoris
Pyrrhocoris,Pyrrhocoris apterus
Pyrrhocoridae,Scantius
Scantius,Scantius aegyptius
Hemiptera,Reduviidae
Reduviidae,Apiomerus
Apiomerus,Apiomerus spissipes
Reduviidae,Arilus
Arilus,Arilus cristatus
Reduviidae,Pselliopus
Pselliopus,Pselliopus barberi
Reduviidae,Zelus
Zelus,Zelus renardii
Zelus,Zelus tetracanthus
Hemiptera,Rhopalidae
Rhopalidae,Boisea
Boisea,Boisea rubrolineata
Rhopalidae,Corizus
Corizus,Corizus hyoscyami
Rhopalidae,Jadera
Jadera,Jadera haematoloma
Hemiptera,Rhyparochromidae
Rhyparochromidae,Myodocha
Myodocha,Myodocha serripes
Insecta,Hymenoptera
Hymenoptera,Andrenidae
Andrenidae,Andrena
Andrena,Andrena cineraria
Andrena,Andrena fulva
Hymenoptera,Apidae
Apidae,Anthophora
Anthophora,Anthophora urbana
Apidae,Apis
Apis,Apis cerana
Apis,Apis florea
Apidae,Bombus
Bombus,Bombus borealis
Bombus,Bombus californicus
Bombus,Bombus citrinus
Bombus,Bombus fervidus
Bombus,Bombus flavifrons
Bombus,Bombus griseocollis
Bombus,Bombus huntii
Bombus,Bombus melanopygus
Bombus,Bombus pascuorum
Bombus,Bombus perplexus
Bombus,Bombus rufocinctus
Bombus,Bombus sonorus
Bombus,Bombus vagans
Apidae,Trigona
Trigona,Trigona fulviventris
Apidae,Xylocopa
Xylocopa,Xylocopa micans
Xylocopa,Xylocopa sonorina
Xylocopa,Xylocopa virginica
Hymenoptera,Chrysididae
Chrysididae,Chrysis
Chrysis,Chrysis angolensis
Hymenoptera,Cimbicidae
Cimbicidae,Cimbex
Cimbex,Cimbex americanus
Hymenoptera,Colletidae
Colletidae,Colletes
Colletes,Colletes inaequalis
Hymenoptera,Crabronidae
Crabronidae,Philanthus
Philanthus,Philanthus triangulum
Crabronidae,Trypoxylon
Trypoxylon,Trypoxylon politum
Hymenoptera,Cynipidae
Cynipidae,Amphibolips
Amphibolips,Amphibolips confluenta
Amphibolips,Amphibolips quercuspomiformis
Cynipidae,Andricus
Andricus,Andricus kingi
Cynipidae,Callirhytis
Callirhytis,Callirhytis seminator
Cynipidae,Cynips
Cynips,Cynips douglasii
Cynipidae,Diplolepis
Diplolepis,Diplolepis polita
Hymenoptera,Evaniidae
Evaniidae,Evania
Evania,Evania appendigaster
Hymenoptera,Formicidae
Formicidae,Anoplolepis
Anoplolepis,Anoplolepis gracilipes
Formicidae,Atta
Atta,Atta mexicana
Atta,Atta texana
Formicidae,Camponotus
Camponotus,Camponotus floridanus
Camponotus,Camponotus modoc
Camponotus,Camponotus niveosetosus
Camponotus,Camponotus planatus
Formicidae,Crematogaster
Crematogaster,Crematogaster peringueyi
Formicidae,Formica
Formica,Formica rufa
Formicidae,Linepithema
Linepithema,Linepithema humile
Formicidae,Liometopum
Liometopum,Liometopum occidentale
Formicidae,Myrmecia
Myrmecia,Myrmecia pilosula
Formicidae,Neoponera
Neoponera,Neoponera villosa
Formicidae,Oecophylla
Oecophylla,Oecophylla smaragdina
Formicidae,Pogonomyrmex
Pogonomyrmex,Pogonomyrmex rugosus
Formicidae,Prenolepis
Prenolepis,Prenolepis imparis
Formicidae,Solenopsis
Solenopsis,Solenopsis invicta
Formicidae,Veromessor
Veromessor,Veromessor pergandei
Hymenoptera,Halictidae
Halictidae,Agapostemon
Agapostemon,Agapostemon splendens
Halictidae,Augochlora
Augochlora,Augochlora pura
Halictidae,Halictus
Halictus,Halictus ligatus
Halictus,Halictus rubicundus
Halictus,Halictus scabiosae
Hymenoptera,Ichneumonidae
Ichneumonidae,Megarhyssa
Megarhyssa,Megarhyssa macrurus
Hymenoptera,Megachilidae
Megachilidae,Anthidium
Anthidium,Anthidium oblongatum
Megachilidae,Megachile
Megachile,Megachile xylocopoides
Megachilidae,Osmia
Osmia,Osmia bicornis
Hymenoptera,Mutillidae
Mutillidae,Dasymutilla
Dasymutilla,Dasymutilla aureola
Hymenoptera,Pelecinidae
Pelecinidae,Pelecinus
Pelecinus,Pelecinus polyturator
Hymenoptera,Scoliidae
Scoliidae,Megascolia
Megascolia,Megascolia maculata
Scoliidae,Scolia
Scolia,Scolia dubia
Scolia,Scolia hirta
Hymenoptera,Sphecidae
Sphecidae,Sphecidae/Ammophila
Sphecidae/Ammophila,Ammophila procera
Sphecidae,Eremnophila
Eremnophila,Eremnophila aureonotata
Sphecidae,Sphex
Sphex,Sphex pensylvanicus
Hymenoptera,Tenthredinidae
Tenthredinidae,Pontania
Pontania,Pontania californica
Hymenoptera,Thynnidae
Thynnidae,Myzinum
Myzinum,Myzinum quinquecinctum
Hymenoptera,Vespidae
Vespidae,Ancistrocerus
Ancistrocerus,Ancistrocerus adiabatus
Ancistrocerus,Ancistrocerus gazella
Vespidae,Dolichovespula
Dolichovespula,Dolichovespula maculata
Vespidae,Eumenes
Eumenes,Eumenes fraternus
Vespidae,Euodynerus
Euodynerus,Euodynerus foraminatus
Vespidae,Polistes
Polistes,Polistes apachus
Polistes,Polistes canadensis
Polistes,Polistes carnifex
Polistes,Polistes chinensis
Polistes,Polistes comanchus
Polistes,Polistes instabilis
Polistes,Polistes major
Polistes,Polistes metricus
Vespidae,Vespa
Vespa,Vespa affinis
Vespa,Vespa velutina
Vespidae,Vespula
Vespula,Vespula alascensis
Vespula,Vespula pensylvanica
Vespula,Vespula squamosa
Vespula,Vespula vulgaris
Insecta,Lepidoptera
Lepidoptera,Apatelodidae
Apatelodidae,Apatelodes
Apatelodes,Apatelodes torrefacta
Lepidoptera,Attevidae
Attevidae,Atteva
Atteva,Atteva aurea
Lepidoptera,Cossidae
Cossidae,Prionoxystus
Prionoxystus,Prionoxystus robiniae
Lepidoptera,Crambidae
Crambidae,Achyra
Achyra,Achyra affinitalis
Crambidae,Agriphila
Agriphila,Agriphila straminella
Agriphila,Agriphila vulgivagellus
Crambidae,Anageshna
Anageshna,Anageshna primordialis
Crambidae,Anania
Anania,Anania hortulata
Crambidae,Blepharomastix
Blepharomastix,Blepharomastix ranalis
Crambidae,Chrysoteuchia
Chrysoteuchia,Chrysoteuchia topiarius
Crambidae,Cnaphalocrocis
Cnaphalocrocis,Cnaphalocrocis poeyalis
Crambidae,Conchylodes
Conchylodes,Conchylodes ovulalis
Crambidae,Crambus
Crambus,Crambus perlella
Crambidae,Culladia
Culladia,Culladia cuneiferellus
Crambidae,Desmia
Desmia,Desmia funeralis
Crambidae,Diacme
Diacme,Diacme adipaloides
Crambidae,Diaphania
Diaphania,Diaphania indica
Crambidae,Dicymolomia
Dicymolomia,Dicymolomia julianalis
